"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z20231971","6.4.2023 7:52:24","36289906","MIVASOFT, spol. s r.o.","Slovenská republika","74050,000","20,000","88860,000","2","platná",
"Z20232014","24.4.2023 8:16:56","36019208","INMEDIA, spol. s r.o.","Slovenská republika","40335,460","","47999,200","1","platná",
"Z20232014","24.4.2023 7:43:52","31645704","CBA VEREX, a.s.","Slovenská republika","41026,000","","48000,000","2","platná",
"Z20232038","3.4.2023 17:20:13","36470449","M - PROTEKTOR, s.r.o. ","Slovenská republika","48080,000","20,000","57696,000","1","platná",
"Z20232038","3.4.2023 11:36:06","31654606","ŠIMKOVIČ - PROTEKTOR spoločnosť s ručením obmedzeným","Slovenská republika","48081,000","20,000","57697,200","2","platná",
"Z20232054","13.4.2023 7:13:23","43959954","KORAKO plus, s. r. o.","Slovenská republika","1288,500","20,000","1546,200","5","platná",
"Z20232108","17.4.2023 9:59:36","36815799","Vision IT Solutions, a. s.","Slovenská republika","44820,000","20,000","53784,000","3","platná",
"Z20232108","12.4.2023 10:56:38","47907266","Altrinia s. r. o.","Slovenská republika","46207,000","20,000","55448,400","4","platná",
"Z20232108","17.4.2023 9:59:37","36396222","AUTOCONT s.r.o.","Slovenská republika","44558,000","20,000","53469,600","2","platná",
"Z20232108","17.4.2023 9:59:56","48286621","airo, s. r. o.","Slovenská republika","43716,000","20,000","52459,200","1","platná",
"Z20232142","2.4.2023 21:35:00","33768897","PhDr. Gabriela Spišáková - Majster Papier","Slovenská republika","77066,000","20,000","92479,200","4","platná",
"Z20232142","3.4.2023 8:54:13","43959954","KORAKO plus, s. r. o.","Slovenská republika","77070,180","20,000","92484,220","6","platná",
"Z20232142","3.4.2023 7:39:20","40219291","Viera Szíkorová SANTECH","Slovenská republika","76667,000","20,000","92000,400","2","platná",
"Z20232142","3.4.2023 8:23:20","35908076","VICOM  s.r.o.","Slovenská republika","77055,000","20,000","92466,000","3","platná",
"Z20232145","3.4.2023 7:59:31","46823492","BIOPEL, a. s.","Slovenská republika","11541,000","20,000","13849,200","1","platná",
"Z20232145","2.4.2023 16:23:25","47225548","dk, s.r.o.","Slovenská republika","11665,000","20,000","13998,000","3","platná",
"Z20232145","2.4.2023 18:24:28","03796876","Waldera s.r.o.","Česká republika","11550,000","20,000","13860,000","2","platná",
"Z20232163","4.4.2023 19:46:46","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","24129,000","20,000","28954,800","1","platná",
"Z20232165","6.4.2023 10:53:49","44961022","PRINTO s.r.o.","Slovenská republika","139400,000","20,000","167280,000","1","platná",
