"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z20234857","7/7/2023 3:22:43 PM","53081391","4 Your Business, s. r. o.","Slovenská republika","22366.670","20.000","26840.010","1","platná",
"Z20234857","7/7/2023 4:48:34 PM","46010301","ACTE, s. r. o.","Slovenská republika","22400.000","20.000","26880.000","2","platná",
"Z20235357","7/3/2023 9:56:48 AM","52230937","Okienkovo s. r. o.","Slovenská republika","81700.000","20.000","98040.000","1","platná",
"Z20235828","7/4/2023 9:22:39 AM","36428353","Železiarstvo HAMMER, s.r.o.","Slovenská republika","1249.980","20.000","1499.980","2","platná",
"Z20235828","7/3/2023 11:29:11 AM","18049401","AG NÁRADIE - AGRODEAL, s.r.o.","Slovenská republika","1248.000","20.000","1497.600","1","platná",
"Z20235965","7/3/2023 1:45:29 PM","45329478","ŠTÝL EU s.r.o.","Slovenská republika","846.250","20.000","1015.500","2","platná",
"Z20235987","7/13/2023 3:25:56 PM","35728311","AUTOPOLIS, a.s.","Slovenská republika","169999.170","20.000","203999.010","1","platná",
"Z20235991","7/3/2023 11:25:19 AM","33632626","Ing. Miloš Jakab - AURUM","Slovenská republika","1550.000","20.000","1860.000","2","platná",
"Z20235991","7/4/2023 1:58:34 PM","36311863","HES, s.r.o.","Slovenská republika","1500.000","20.000","1800.000","1","platná",
"Z20236007","7/6/2023 1:42:14 PM","31632548","PRIMUS spol. s r.o.","Slovenská republika","15594.800","20.000","18713.760","5","platná",
"Z20236007","7/10/2023 10:52:55 AM","52792510","AKRA CLEAN s. r. o.","Slovenská republika","15080.000","20.000","18096.000","3","platná",
"Z20236007","7/13/2023 10:28:31 AM","54620350","MIŠKECH AM, s.r.o.","Slovenská republika","15079.900","20.000","18095.880","2","platná",
"Z20236007","7/6/2023 2:22:16 PM","48087378","JUMOS, s.r.o.","Slovenská republika","14664.000","20.000","17596.800","1","platná",
"Z20236007","7/17/2023 4:24:34 PM","36216216","ROPA, EKOLÓGIA s.r.o.","Slovenská republika","15594.000","20.000","18712.800","4","platná",
"Z20236071","7/7/2023 7:55:10 AM","46729445","IGGY-TRADE s.r.o.","Slovenská republika","1672.500","20.000","2007.000","1","platná",
"Z20236084","7/4/2023 11:13:22 AM","31645704","CBA VEREX, a.s.","Slovenská republika","20917.920","","25089.600","1","platná",
"Z20236084","7/4/2023 11:42:51 AM","35843136","OfficeLand, s.r.o.","Slovenská republika","22000.000","20.000","26400.000","2","platná",
"Z20236138","7/7/2023 12:00:28 PM","31410952","MICROCOMP - Computersystém s r.o.","Slovenská republika","97983.000","20.000","117579.600","2","platná",
"Z20236138","7/7/2023 3:26:17 PM","36831221","Aliter Technologies, a.s.","Slovenská republika","96577.500","20.000","115893.000","1","platná",
"Z20236285","7/3/2023 11:01:15 AM","31344194","JURIGA spol. s r. o.","Slovenská republika","192745.120","20.000","231294.140","3","platná",
"Z20236285","7/3/2023 3:58:33 PM","31338551","Konica Minolta Slovakia spol. s r. o.","Slovenská republika","191989.680","20.000","230387.620","1","platná",
"Z20236299","7/6/2023 8:57:56 AM","36428353","Železiarstvo HAMMER, s.r.o.","Slovenská republika","3746.900","20.000","4496.280","3","platná",
"Z20236299","7/6/2023 5:14:07 AM","52159647","Ing. András Bodó","Slovenská republika","3746.000","20.000","4495.200","1","platná",
"Z20236317","7/4/2023 9:04:05 AM","36657719","REVIS-SERVIS spol. s.r.o.","Slovenská republika","195934.200","20.000","235121.040","2","platná",
