"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z201832574","3.10.2018 12:39:51","36349631","R.M.L. TRENČÍN, s.r.o.","Slovenská republika","","","14648,000","5","platná",
"Z201832574","3.10.2018 12:55:22","17682258","FEREX, s.r.o.","Slovenská republika","","","14647,990","4","platná",
"Z201832574","3.10.2018 9:22:12","36851264","ELKOPLAST Slovakia s.r.o.","Slovenská republika","","","14647,000","3","platná",
"Z201832574","5.10.2018 9:55:34","30506506","Ladislav Máté - FiMa","Slovenská republika","","","14644,000","1","platná",
"Z201832574","4.10.2018 15:43:30","46920765","UNIKOV NITRA, s.r.o. ","Slovenská republika","","","14645,000","2","platná",
"Z201835848","2.10.2018 1:12:34","36178829","DASTIN s.r.o.","Slovenská republika","177,500","20,000","213,000","1","platná",
"Z201838007","1.10.2018 9:45:57","36336556","ContiTrade Slovakia s.r.o.","Slovenská republika","","","4700,000","1","platná",
"Z201838295","1.10.2018 10:01:02","31347177","Gift Gallery s. r. o.","Slovenská republika","8038,300","20,000","9645,960","1","platná",
"Z201838295","1.10.2018 7:22:13","36650641","Anatex, s.r.o.","Slovenská republika","8039,000","20,000","9646,800","2","platná",
"Z201838295","1.10.2018 7:08:52","36326283","MPM QUALITY s.r.o.","Slovenská republika","8040,000","20,000","9648,000","3","platná",
"Z201839235","1.10.2018 8:42:27","35755989","LASER servis, spol. s.r.o. ","Slovenská republika","13333,080","20,000","15999,700","6","platná",
"Z201839235","1.10.2018 8:11:31","44387598","TOP SERVIS IT a.s.","Slovenská republika","13332,760","20,000","15999,310","4","platná",
"Z201839248","1.10.2018 8:13:05","44387598","TOP SERVIS IT a.s.","Slovenská republika","9957,750","20,000","11949,300","5","platná",
"Z201839248","1.10.2018 9:24:16","36617458","C.solution s.r.o.","Slovenská republika","9500,000","20,000","11400,000","1","platná",
"Z201839248","1.10.2018 8:44:10","35755989","LASER servis, spol. s.r.o. ","Slovenská republika","9958,210","20,000","11949,850","7","platná",
"Z201839698","5.10.2018 14:35:24","36415685","MERKUR SLOVAKIA,s.r.o.","Slovenská republika","74949,660","20,000","89939,590","3","platná",
"Z201839698","5.10.2018 14:23:22","11906022","Marián Šupa","Slovenská republika","74949,160","20,000","89938,990","2","platná",
"Z201839698","8.10.2018 22:42:48","36399281","AGROTEM-PULZ, .s.r.o.","Slovenská republika","74948,000","20,000","89937,600","1","platná",
"Z201839785","2.10.2018 9:57:11","43874801","BIOMETRIC, spol. s r. o.","Slovenská republika","5780,000","20,000","6936,000","1","platná",
"Z201839843","2.10.2018 15:22:33","34152199","Bidfood Slovakia s. r. o.","Slovenská republika","9158,330","20,000","10990,000","2","platná",
"Z201839843","3.10.2018 7:47:41","36324124","DEMIFOOD spol. s r.o.","Slovenská republika","9000,000","20,000","10800,000","1","platná",
"Z201840037","1.10.2018 8:56:12","33191921","Roman Laco - ROADA","Slovenská republika","85,500","20,000","102,600","2","platná",
"Z201840064","3.10.2018 11:19:55","36426041","PC SEMA, s.r.o.","Slovenská republika","36528,000","20,000","43833,600","1","platná",
"Z201840198","4.10.2018 10:02:19","47713399","Europe Media House s.r.o.","Slovenská republika","193050,000","0,000","193050,000","3","platná",
"Z201840198","4.10.2018 12:24:11","51193817","SERVIS MDD s.r.o.","Slovenská republika","160870,000","20,000","193044,000","2","platná",
"Z201840198","4.10.2018 12:59:07","36045705","TERA PLASTIK, s.r.o.","Slovenská republika","160869,900","20,000","193043,880","1","platná",
"Z201840323","1.10.2018 8:53:18","50687115","HENRYSO, s.r.o.","Slovenská republika","369,910","20,000","443,890","2","platná",
"Z201840378","1.10.2018 8:33:23","31439446","Dräger Slovensko, s.r.o.","Slovenská republika","4330,000","20,000","5196,000","1","platná",
"Z201840405","1.10.2018 9:59:43","36466778","KRIDLA s.r.o","Slovenská republika","2499,990","20,000","2999,990","1","platná",
"Z201840420","1.10.2018 9:56:47","44857187","CORA GASTRO s.r.o.","Slovenská republika","1158,910","20,000","1390,690","1","platná",
"Z201840424","4.10.2018 8:42:24","50259440","P&PENDO s.r.o.","Slovenská republika","23499,000","20,000","28198,800","1","platná",
"Z201840424","1.10.2018 7:40:09","43555811","Ľubica Križanová - Veľkoobchod OZ","Slovenská republika","24850,000","20,000","29820,000","4","platná",
"Z201840424","2.10.2018 9:45:17","10928693","Štefan Mesároš - VEZOPAX","Slovenská republika","23500,000","20,000","28200,000","2","platná",
"Z201840424","2.10.2018 9:35:56","34126686","CS - FRUIT, spol. s r.o.","Slovenská republika","23963,340","20,000","28756,010","3","platná",
"Z201840428","2.10.2018 14:06:59","00692069","LYNX - spoločnosť s ručením obmedzeným Košice","Slovenská republika","4080,000","20,000","4896,000","2","platná",
"Z201840428","3.10.2018 10:53:20","31364161","LeNS, spol. s r.o.","Slovenská republika","2300,000","20,000","2760,000","1","platná",
"Z201840441","1.10.2018 10:08:10","44020091","MB SERVIS, s.r.o.","Slovenská republika","11299,000","20,000","13558,800","1","platná",
"Z201840445","2.10.2018 8:11:21","37405519","Tomáš Teniak TENA OIL","Slovenská republika","1550,000","20,000","1860,000","3","platná",
"Z201840445","3.10.2018 9:50:19","36389714","AUTEX s.r.o.","Slovenská republika","1480,000","20,000","1776,000","1","platná",
"Z201840445","1.10.2018 15:06:16","31322832","SLOVNAFT, a.s. ","Slovenská republika","1675,000","20,000","2010,000","4","platná",
"Z201840445","3.10.2018 5:45:45","36427993","STC MARTIN, s.r.o.","Slovenská republika","1500,000","20,000","1800,000","2","platná",
"Z201840448","1.10.2018 11:17:47","36880574","Ing. Peter Gerši - GC Tech.","Slovenská republika","692,520","20,000","831,020","1","platná",
"Z201840451","1.10.2018 9:18:07","48224863","AGEL Trade s.r.o. - organizačná zložka Slovensko","Slovenská republika","108,000","","","2","platná",
"Z201840451","1.10.2018 9:19:14","47719150","Perfect Distribution a. s. - organizačná zložka","Slovenská republika","107,900","","","1","platná",
"Z201840472","2.10.2018 8:21:00","36880574","Ing. Peter Gerši - GC Tech.","Slovenská republika","","","2999,100","2","platná",
"Z201840472","2.10.2018 10:13:47","31344194","JURIGA spol. s r. o.","Slovenská republika","","","2999,990","3","platná",
"Z201840482","2.10.2018 7:25:48","44007841","IMAO electric, s. r. o.","Slovenská republika","755,000","20,000","906,000","2","platná",
"Z201840482","1.10.2018 20:54:24","36588831","TOPLIGHT, s.r.o.","Slovenská republika","760,000","20,000","912,000","3","platná",
"Z201840482","2.10.2018 10:12:08","31580289","VEREX-ELTO, a.s.","Slovenská republika","751,000","20,000","901,200","1","platná",
"Z201840487","11.10.2018 10:32:09","31641440","KOBIT-SK, s. r. o.","Slovenská republika","95765,000","20,000","114918,000","1","platná",
"Z201840509","1.10.2018 12:58:22","34113924","MED - ART, spol. s r.o.","Slovenská republika","","","31607,000","1","platná",
"Z201840515","9.10.2018 8:04:00","48070408","Goldrein Plus s.r.o.","Slovenská republika","70410,000","20,000","84492,000","1","platná",
"Z201840515","6.10.2018 17:51:05","46979760","SEHOS PLUS s. r. o. ","Slovenská republika","75000,100","20,000","90000,120","5","platná",
"Z201840515","1.10.2018 10:05:33","46979760","SEHOS PLUS s. r. o. ","Slovenská republika","73500,000","20,000","88200,000","","stiahnutá",
"Z201840515","1.10.2018 9:30:00","31644791","PRIMA INVEST, spol. s r.o.","Slovenská republika","76666,100","20,000","91999,320","9","platná",
"Z201840515","9.10.2018 6:35:51","44190654","STAV MD s.r.o.","Slovenská republika","73583,330","20,000","88300,000","2","platná",
"Z201840515","9.10.2018 0:50:19","36025321","J & M Služby, s.r.o.","Slovenská republika","76600,000","20,000","91920,000","7","platná",
"Z201840523","1.10.2018 13:57:52","36556050","ITSK, s.r.o.","Slovenská republika","524,160","20,000","628,990","2","platná",
"Z201840523","1.10.2018 13:57:50","50687115","HENRYSO, s.r.o.","Slovenská republika","524,150","20,000","628,980","1","platná",
"Z201840526","1.10.2018 13:49:33","50687115","HENRYSO, s.r.o.","Slovenská republika","313,320","20,000","375,980","2","platná",
"Z201840538","1.10.2018 9:48:23","51252724","JTB9, s.r.o.,","Slovenská republika","7500,000","","7500,000","3","platná",
"Z201840538","1.10.2018 9:36:58","47579706","Amperia, s. r. o.","Slovenská republika","4580,000","20,000","5496,000","1","platná",
"Z201840538","1.10.2018 9:02:18","36058572","JEEL, s.r.o.","Slovenská republika","6300,000","20,000","7560,000","5","platná",
"Z201840538","1.10.2018 9:07:26","41503210","Ing. Jozef Jenčík","Slovenská republika","7559,000","","7559,000","4","platná",
"Z201840541","1.10.2018 7:52:44","36442071","ABAKE spol. s r.o.","Slovenská republika","197,000","20,000","236,400","1","platná",
"Z201840558","5.10.2018 8:57:39","31589952","TRADENET s.r.o.","Slovenská republika","2463,440","20,000","2956,130","1","platná",
"Z201840559","1.10.2018 9:32:48","45995061","Lumatix, s.r.o.","Slovenská republika","640,850","20,000","769,020","2","platná",
"Z201840559","3.10.2018 7:53:03","36564176","COMPUTER ABC, s.r.o.","Slovenská republika","640,000","20,000","768,000","1","platná",
"Z201840559","3.10.2018 14:28:41","50687115","HENRYSO, s.r.o.","Slovenská republika","641,640","20,000","769,970","3","platná",
"Z201840560","1.10.2018 13:53:54","31681212","MIVA, spol. s r.o.","Slovenská republika","7500,000","20,000","9000,000","1","platná",
"Z201840640","9.10.2018 8:00:51","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","14523,480","10,000","15975,830","1","platná",
"Z201840645","8.10.2018 12:34:50","31717802","INTRAVENA s.r.o.","Slovenská republika","8186,400","10,000","9005,040","1","platná",
"Z201840647","4.10.2018 10:59:15","35975946","Disig, a.s.","Slovenská republika","208602,000","20,000","250322,400","1","platná",
"Z201840647","4.10.2018 8:48:35","35810734","DATALAN, a.s.","Slovenská republika","208603,000","20,000","250323,600","2","platná",
"Z201840654","9.10.2018 8:08:16","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","5150,000","10,000","5665,000","1","platná",
"Z201840656","1.10.2018 8:57:03","50687115","HENRYSO, s.r.o.","Slovenská republika","383,320","20,000","459,980","2","platná",
"Z201840662","1.10.2018 10:28:29","50687115","HENRYSO, s.r.o.","Slovenská republika","804,980","20,000","965,980","3","platná",
"Z201840662","1.10.2018 8:45:53","36013978","mediatip.sk, s. r. o.","Slovenská republika","803,980","20,000","964,780","1","platná",
"Z201840664","5.10.2018 7:34:19","43818030","DD21 s.r.o.","Slovenská republika","1227,990","20,000","1473,590","6","platná",
"Z201840664","4.10.2018 17:27:21","31608426","EURO MEDIA Košice, s.r.o. ","Slovenská republika","1227,200","20,000","1472,640","3","platná",
"Z201840664","4.10.2018 15:01:21","35755989","LASER servis, spol. s.r.o. ","Slovenská republika","1227,950","20,000","1473,540","4","platná",
"Z201840664","5.10.2018 0:02:00","11838132","Ing. Peter Švec - ATIS","Slovenská republika","1226,000","20,000","1471,200","1","platná",
"Z201840664","5.10.2018 9:52:07","50687115","HENRYSO, s.r.o.","Slovenská republika","1227,980","20,000","1473,580","5","platná",
"Z201840666","1.10.2018 11:29:49","50687115","HENRYSO, s.r.o.","Slovenská republika","402,490","20,000","482,990","1","platná",
"Z201840666","1.10.2018 11:29:51","36556050","ITSK, s.r.o.","Slovenská republika","402,500","20,000","483,000","2","platná",
"Z201840667","1.10.2018 9:42:52","50687115","HENRYSO, s.r.o.","Slovenská republika","333,330","20,000","400,000","3","platná",
"Z201840670","9.10.2018 8:44:28","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","12213,000","10,000","13434,300","2","platná",
"Z201840670","9.10.2018 9:48:37","34113924","MED - ART, spol. s r.o.","Slovenská republika","12212,990","10,000","13434,290","1","platná",
"Z201840673","1.10.2018 9:08:11","33768897","PhDr. Gabriela Spišáková - Majster Papier","Slovenská republika","299,990","20,000","359,990","1","platná",
"Z201840680","2.10.2018 10:21:19","36045705","TERA PLASTIK, s.r.o.","Slovenská republika","","","132809,800","1","platná",
"Z201840680","2.10.2018 9:12:02","36205214","KOSIT a.s.","Slovenská republika","","","132810,000","2","platná",
"Z201840687","2.10.2018 13:57:38","35733357","ANRAcar s.r.o.","Slovenská republika","29475,830","20,000","35371,000","2","platná",
"Z201840687","3.10.2018 8:53:52","17329477","AUTO - IMPEX spol. s r.o.","Slovenská republika","29158,330","20,000","34990,000","1","platná",
"Z201840687","3.10.2018 14:46:25","35728311","AUTOPOLIS, s.r.o.","Slovenská republika","31336,460","20,000","37603,750","4","platná",
"Z201840697","9.10.2018 11:40:55","34113924","MED - ART, spol. s r.o.","Slovenská republika","1813,640","10,000","1995,000","1","platná",
"Z201840698","9.10.2018 11:48:02","34113924","MED - ART, spol. s r.o.","Slovenská republika","3580,360","10,000","3938,400","1","platná",
"Z201840713","9.10.2018 9:39:04","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","3120,000","10,000","3432,000","1","platná",
"Z201840717","4.10.2018 10:16:35","36221945","AITEN, a.s.","Slovenská republika","7800,000","20,000","9360,000","1","platná",
"Z201840719","9.10.2018 9:40:34","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","1200,000","10,000","1320,000","1","platná",
"Z201840720","9.10.2018 9:41:38","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","832,430","10,000","915,670","1","platná",
"Z201840726","1.10.2018 9:15:40","35743565","MAGNA ENERGIA a.s.","Slovenská republika","68472,400","20,000","82166,880","2","platná",
"Z201840726","1.10.2018 9:13:17","44553412","Slovenské elektrárne – energetické služby, s.r.o.","Slovenská republika","68354,750","20,000","82025,700","1","platná",
"Z201840728","5.10.2018 8:00:01","31628605","Xepap, spol. s r. o.","Slovenská republika","2579,780","20,000","3095,740","4","platná",
"Z201840728","2.10.2018 12:08:37","36645095","MIHI.sk, s.r.o.","Slovenská republika","2579,770","20,000","3095,730","3","platná",
"Z201840728","5.10.2018 9:37:24","36880574","Ing. Peter Gerši - GC Tech.","Slovenská republika","2578,000","20,000","3093,600","1","platná",
"Z201840728","5.10.2018 8:59:21","35710691","Lamitec, spol. s r.o.","Slovenská republika","2579,750","20,000","3095,700","2","platná",
