"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z20251969","6/3/2025 9:12:01 AM","41751477","Martin Gall - MG COMP","Slovenská republika","6103.570","23.000","7507.390","2","platná",
"Z20251969","6/3/2025 10:56:22 AM","47412534","SERVISUJEM, s. r. o.","Slovenská republika","6097.000","23.000","7499.310","1","platná",
"Z20251969","6/9/2025 9:31:55 AM","36556050","ITSK, s.r.o.","Slovenská republika","6103.610","23.000","7507.440","3","platná",
"Z20252208","6/4/2025 9:36:08 AM","44007841","IMAO electric, s. r. o.","Slovenská republika","790.000","23.000","971.700","2","platná",
"Z20252240","6/3/2025 9:03:32 AM","48157716","Filson Slovakia s.r.o.","Slovenská republika","7400.000","23.000","9102.000","4","platná",
"Z20252240","6/3/2025 11:05:58 AM","34140425","T a M trans spedition, s.r.o.","Slovenská republika","7399.990","23.000","9101.990","3","platná",
"Z20252240","6/5/2025 11:39:38 AM","52034968","AGROPOL Slovakia s.r.o.","Slovenská republika","7375.000","23.000","9071.250","2","platná",
"Z20252240","6/6/2025 9:12:12 AM","31336884","Brenntag Slovakia s.r.o.","Slovenská republika","7370.000","23.000","9065.100","1","platná",
"Z20252243","6/3/2025 7:42:19 PM","36779784","equilab s.r.o.","Slovenská republika","4595.000","23.000","5651.850","1","platná",
"Z20252246","6/2/2025 12:26:29 PM","36206741","LABSERVICE, spol. s r.o.","Slovenská republika","19699.000","23.000","24229.770","2","platná",
"Z20252246","6/5/2025 10:25:11 AM","56627921","STELACHEM spol. s r. o.","Slovenská republika","19675.000","23.000","24200.250","1","platná",
"Z20252252","6/2/2025 9:42:18 AM","44818939","MERTEC, s.r.o.","Slovenská republika","974.800","23.000","1199.000","1","platná",
"Z20252257","6/5/2025 8:21:08 AM","52700763","RAMOTECH s. r. o.","Slovenská republika","2382.000","23.000","2929.860","1","platná",
"Z20252258","6/9/2025 9:21:16 AM","50282026","Woodensky SK,s.r.o","Slovenská republika","243.330","23.000","299.300","3","platná",
"Z20252258","6/9/2025 9:51:30 AM","14268035","Vladimír Janičina ELKO","Slovenská republika","243.000","23.000","298.890","1","platná",
"Z20252258","6/9/2025 10:14:25 AM","36556050","ITSK, s.r.o.","Slovenská republika","243.320","23.000","299.280","2","platná",
"Z20252267","6/2/2025 8:44:12 AM","17335264","AQUASECO s.r.o.","Slovenská republika","1999.000","23.000","2458.770","1","platná",
"Z20252267","6/2/2025 8:14:16 AM","36373354","INGEO - ENVILAB, s.r.o.","Slovenská republika","2000.000","23.000","2460.000","2","platná",
"Z20252268","6/2/2025 8:16:41 AM","36373354","INGEO - ENVILAB, s.r.o.","Slovenská republika","490.000","23.000","602.700","1","platná",
