"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z201622245","3.11.2016 13:59:56","36556050","ITSK, s.r.o.","Slovenská republika","1212,120","20,000","1454,540","1","platná",
"Z201626944","11.11.2016 8:59:54","36639893","Berndorf Sandrik s.r.o.","Slovenská republika","2140,920","20,000","2569,100","1","platná",
"Z201626944","7.11.2016 16:46:53","17327547","MERCATOR DMS, spol. s r.o.","Slovenská republika","2300,000","20,000","2760,000","2","platná",
"Z201626948","7.11.2016 16:45:45","17327547","MERCATOR DMS, spol. s r.o.","Slovenská republika","2400,000","20,000","2880,000","1","platná",
"Z201626950","11.11.2016 10:59:52","44733135","Gastromarket Tatry, s.r.o.","Slovenská republika","2747,640","20,000","3297,170","3","platná",
"Z201626950","11.11.2016 10:59:28","31345115","S.T.C. spol. s r.o.","Slovenská republika","2393,300","20,000","2871,960","1","platná",
"Z201626950","11.11.2016 10:59:53","36639893","Berndorf Sandrik s.r.o.","Slovenská republika","2581,800","20,000","3098,160","2","platná",
"Z201626950","7.11.2016 16:44:46","17327547","MERCATOR DMS, spol. s r.o.","Slovenská republika","2800,000","20,000","3360,000","4","platná",
"Z201626953","11.11.2016 11:59:43","31345115","S.T.C. spol. s r.o.","Slovenská republika","999,950","20,000","1199,940","1","platná",
"Z201626953","11.11.2016 11:59:53","36639893","Berndorf Sandrik s.r.o.","Slovenská republika","1057,700","20,000","1269,240","2","platná",
"Z201626953","10.11.2016 14:56:19","44733135","Gastromarket Tatry, s.r.o.","Slovenská republika","1099,000","20,000","1318,800","3","platná",
"Z201626953","7.11.2016 16:41:35","17327547","MERCATOR DMS, spol. s r.o.","Slovenská republika","1100,000","20,000","1320,000","4","platná",
"Z201626955","11.11.2016 12:59:51","36639893","Berndorf Sandrik s.r.o.","Slovenská republika","6001,200","20,000","7201,440","2","platná",
"Z201626955","7.11.2016 16:39:48","17327547","MERCATOR DMS, spol. s r.o.","Slovenská republika","7700,000","20,000","9240,000","3","platná",
"Z201626955","11.11.2016 12:59:41","31345115","S.T.C. spol. s r.o.","Slovenská republika","4671,190","20,000","5605,430","1","platná",
"Z201628673","7.11.2016 16:37:43","17327547","MERCATOR DMS, spol. s r.o.","Slovenská republika","4300,000","20,000","5160,000","2","platná",
"Z201628673","11.11.2016 13:59:31","31345115","S.T.C. spol. s r.o.","Slovenská republika","3877,320","20,000","4652,780","1","platná",
"Z201629096","15.11.2016 13:59:06","47786914","TechAid s.r.o.","Slovenská republika","3249,000","20,000","3898,800","1","platná",
"Z201629101","10.11.2016 8:12:12","44883064","LAMINUM SK, s.r.o.","Slovenská republika","1856000,000","20,000","2227200,000","1","platná",
"Z201629101","8.11.2016 13:09:00","36362026","VINCENTE s.r.o.","Slovenská republika","1858000,000","20,000","2229600,000","2","platná",
"Z201630204","7.11.2016 8:49:40","31717802","INTRAVENA s.r.o.","Slovenská republika","801,000","10,000","881,100","1","platná",
"Z201630204","7.11.2016 8:25:46","34113924","MED - ART, spol. s r.o.","Slovenská republika","1633,450","10,000","1796,800","4","platná",
"Z201630204","7.11.2016 8:49:57","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","1557,080","10,000","1712,790","3","platná",
"Z201630204","1.11.2016 21:54:22","31350780","B.Braun Medical s.r.o.","Slovenská republika","804,000","10,000","884,400","2","platná",
"Z201630205","9.11.2016 9:39:32","34113924","MED - ART, spol. s r.o.","Slovenská republika","12123,540","10,000","13335,900","2","platná",
"Z201630205","9.11.2016 10:00:47","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","12123,000","10,000","13335,300","1","platná",
"Z201630594","25.11.2016 14:56:35","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","21607,020","10,000","23767,720","1","platná",
"Z201630594","28.11.2016 7:58:03","34113924","MED - ART, spol. s r.o.","Slovenská republika","21607,030","10,000","23767,730","2","platná",
"Z201630609","23.11.2016 14:30:43","31717802","INTRAVENA s.r.o.","Slovenská republika","3716,000","10,000","4087,600","2","platná",
"Z201630609","25.11.2016 8:26:33","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","3715,990","10,000","4087,590","1","platná",
