"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z20218180","11.6.2021 7:29:28","35819022","KRD molecular technologies s.r.o.","Slovenská republika","11562,500","20,000","13875,000","1","platná",
"Z20218320","2.6.2021 5:52:47","43959954","KORAKO plus, s. r. o.","Slovenská republika","213759,980","20,000","256511,980","2","platná",
"Z20218320","2.6.2021 10:55:03","34786082","Viera Mikičová - MITEX - V","Slovenská republika","213759,990","20,000","256511,990","3","platná",
"Z20218433","8.6.2021 10:03:52","36365556","LABO - SK, s.r.o.","Slovenská republika","24583,250","20,000","29499,900","2","platná",
"Z20218433","10.6.2021 20:35:13","36030848","DYNEX Servis spol. s r.o.","Slovenská republika","24580,000","20,000","29496,000","1","platná",
"Z20218618","2.6.2021 13:52:49","35799331","Yves & Soteco Slovakia, s.r.o.","Slovenská republika","35647,500","20,000","42777,000","3","platná",
"Z20218618","4.6.2021 7:49:05","41648242","Marek Špeťko - IMEX","Slovenská republika","35000,000","20,000","42000,000","2","platná",
"Z20218618","4.6.2021 9:04:33","40291758","Mária Šimonová","Slovenská republika","34999,000","20,000","41998,800","1","platná",
"Z20218966","1.6.2021 8:21:00","47076178","FaxCopy Pro s. r. o.","Slovenská republika","44090,000","20,000","52908,000","2","platná",
"Z20219235","3.6.2021 9:49:47","44801777","TOWDY s. r. o.","Slovenská republika","59999,000","20,000","71998,800","1","platná",
"Z20219235","3.6.2021 14:38:46","35755989","LASER servis, spol. s.r.o. ","Slovenská republika","59999,850","20,000","71999,820","2","platná",
"Z20219235","4.6.2021 9:01:45","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","59999,990","20,000","71999,990","3","platná",
"Z20219501","2.6.2021 11:53:43","48157716","Filson Slovakia s.r.o.","Slovenská republika","445,000","20,000","534,000","2","platná",
"Z20219931","10.6.2021 8:53:00","45405701","KASSORIA, s.r.o.","Slovenská republika","13334,520","","15868,080","1","platná",
"Z20219931","1.6.2021 14:35:26","36019208","INMEDIA, spol. s r.o.","Slovenská republika","13224,500","","15868,090","2","platná",
"Z202110136","1.6.2021 8:15:22","46461388","Sanita a technika, s.r.o.","Slovenská republika","113215,000","20,000","135858,000","1","platná",
"Z202110136","1.6.2021 9:07:26","31589952","TRADENET s.r.o.","Slovenská republika","113216,000","20,000","135859,200","4","platná",
"Z202110136","1.6.2021 9:45:25","51153025","MARINI TRADE s.r.o.","Slovenská republika","113215,800","20,000","135858,960","2","platná",
