"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z202124196","17.2.2022 16:37:53","53574737","m-work s.r.o.","Slovenská republika","6950,000","20,000","8340,000","","stiahnutá",
"Z202124196","18.2.2022 9:53:49","45906114","TR TECHNIC s.r.o.","Slovenská republika","6949,990","20,000","8339,990","3","platná",
"Z202124196","21.2.2022 9:51:55","53574737","m-work s.r.o.","Slovenská republika","6949,000","20,000","8338,800","1","platná",
"Z202124196","23.2.2022 15:30:07","18049401","AG NÁRADIE - AGRODEAL, s.r.o.","Slovenská republika","6950,000","20,000","8340,000","4","platná",
"Z202124196","24.2.2022 9:54:54","45329478","ŠTÝL EU s.r.o.","Slovenská republika","6949,950","20,000","8339,940","2","platná",
"Z202125087","1.2.2022 11:56:40","31340954","TRIGON PLUS s.r.o.","Slovenská republika","8895,000","20,000","10674,000","2","platná",
"Z202125087","2.2.2022 9:36:36","35693487","Hermes LabSystems, s.r.o.","Slovenská republika","8894,000","20,000","10672,800","1","platná",
"Z202125278","3.2.2022 10:12:42","45906114","TR TECHNIC s.r.o.","Slovenská republika","40939,330","20,000","49127,200","3","platná",
"Z202125278","10.2.2022 15:18:00","35771879","UNIVER Slovakia s.r.o.","Slovenská republika","40934,000","20,000","49120,800","2","platná",
"Z202125278","15.2.2022 8:50:52","43880533","AUTOTECHNA BARÁNEK, s.r.o.","Slovenská republika","40883,000","20,000","49059,600","1","platná",
"Z202261","7.2.2022 9:46:14","34113924","MED - ART, spol. s r.o.","Slovenská republika","97200,000","10,000","106920,000","1","platná",
"Z2022102","2.2.2022 16:06:15","36382914","AGRA, s.r.o.","Slovenská republika","140750,000","20,000","168900,000","1","platná",
"Z2022138","23.2.2022 14:24:11","46167145","Veríme v Zábavu, s.r.o.","Slovenská republika","17866,000","20,000","21439,200","3","platná",
"Z2022138","23.2.2022 17:07:32","47794755","BIOLAHELP s.r.o.","Slovenská republika","17864,000","20,000","21436,800","2","platná",
"Z2022138","24.2.2022 9:57:07","35743816","RANDOX, s.r.o.","Slovenská republika","17863,000","20,000","21435,600","1","platná",
"Z2022142","5.2.2022 15:01:39","46440577","Profexy s.r.o.","Slovenská republika","29700,000","20,000","35640,000","4","platná",
"Z2022142","6.2.2022 13:34:46","45357552","COMFORTA HYGIENE, s.r.o.","Slovenská republika","29300,000","20,000","35160,000","2","platná",
"Z2022142","6.2.2022 20:19:40","44783892","Trend Hygiena, s.r.o.","Slovenská republika","29966,000","20,000","35959,200","7","platná",
"Z2022142","7.2.2022 8:28:18","47719150","Perfect Distribution a. s. - organizačná zložka","Slovenská republika","29923,000","20,000","35907,600","5","platná",
"Z2022142","2.2.2022 13:02:24","31350658","KEMA SK, s.r.o.","Slovenská republika","29931,600","20,000","35917,920","6","platná",
"Z2022142","4.2.2022 15:03:08","48088447","INGOCLEAR s. r. o.","Slovenská republika","28900,000","20,000","34680,000","1","platná",
"Z2022142","5.2.2022 18:24:53","03621138","P.P.N. Clean s.r.o.","Česká republika","29400,000","20,000","35280,000","3","platná",
"Z2022154","2.2.2022 16:08:03","36382914","AGRA, s.r.o.","Slovenská republika","211799,000","20,000","254158,800","1","platná",
"Z2022170","4.2.2022 7:11:25","35755989","LASER servis, spol. s.r.o. ","Slovenská republika","36644,000","20,000","43972,800","3","platná",
"Z2022170","7.2.2022 9:38:25","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","36643,990","20,000","43972,790","2","platná",
"Z2022170","7.2.2022 8:49:31","36365645","Quatro print, spol. s r.o.","Slovenská republika","36643,800","20,000","43972,560","1","platná",
"Z2022218","3.2.2022 9:37:30","34113924","MED - ART, spol. s r.o.","Slovenská republika","106553,250","10,000","117208,580","1","platná",
"Z2022256","2.2.2022 13:59:16","48257591","IXPERTA s. r. o., organizačná zložka","Slovenská republika","63790,000","20,000","76548,000","1","platná",
"Z2022279","1.2.2022 17:23:40","35743468","Gratex International, a.s.","Slovenská republika","3994,000","20,000","4792,800","2","platná",
"Z2022279","2.2.2022 8:50:50","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","3999,910","20,000","4799,890","4","platná",
"Z2022294","3.2.2022 11:22:22","36013749","MTC SLOVAKIA, a. s.","Slovenská republika","162066,000","20,000","194479,200","6","platná",
"Z2022294","2.2.2022 13:39:31","36807478","ELRON s.r.o.","Slovenská republika","169545,000","20,000","203454,000","","stiahnutá",
"Z2022294","2.2.2022 13:50:17","36807478","ELRON s.r.o.","Slovenská republika","184958,000","10,000","203453,800","11","platná",
"Z2022294","3.2.2022 20:19:30","36614556","RM DIAGNOSTICS s.r.o.","Slovenská republika","102000,000","10,000","112200,000","1","platná",
"Z2022294","3.2.2022 20:42:57","00613606","EGAMED, spol. s r.o.","Slovenská republika","180000,000","10,000","198000,000","10","platná",
"Z2022294","1.2.2022 12:06:00","17317436","JEMO TRADING spol. s.r.o.","Slovenská republika","184960,000","10,000","203456,000","12","platná",
"Z2022294","4.2.2022 8:39:21","46667407","MPV Group, s.r.o.","Slovenská republika","123080,000","10,000","135388,000","2","platná",
"Z2022294","4.2.2022 8:42:02","47719150","Perfect Distribution a. s. - organizačná zložka","Slovenská republika","179318,180","10,000","197250,000","8","platná",
"Z2022294","4.2.2022 9:32:39","53071077","E&A s.r.o.","Slovenská republika","161250,000","20,000","193500,000","5","platná",
"Z2022294","4.2.2022 9:39:27","36390356","JAMEL FASHION s.r.o.","Slovenská republika","170000,000","10,000","187000,000","3","platná",
"Z2022294","4.2.2022 9:40:01","31325017","REMAPLAST spol. s.r.o.","Slovenská republika","175000,000","10,000","192500,000","4","platná",
"Z2022294","4.2.2022 6:29:57","44023707","MEDIC INTERNATIONAL s. r. o.","Slovenská republika","179900,000","10,000","197890,000","9","platná",
"Z2022294","4.2.2022 8:23:00","46892923","STOLAMED PLUS, s. r. o.","Slovenská republika","179090,000","10,000","196999,000","7","platná",
"Z2022302","8.2.2022 14:47:26","36391000","DOXX - Stravné lístky, spol. s r.o.","Slovenská republika","7660,000","","7660,000","3","platná",
"Z2022302","8.2.2022 15:38:33","53528654","Up Déjeuner, s. r. o.","Slovenská republika","7659,990","","7659,990","2","platná",
"Z2022302","8.2.2022 16:49:47","52005551","Ticket Service, s.r.o.","Slovenská republika","7659,980","","7659,980","1","platná",
"Z2022309","3.2.2022 18:53:37","36622427","D.M.IMPROVE s.r.o.","Slovenská republika","115000,000","20,000","138000,000","4","platná",
"Z2022309","3.2.2022 19:53:32","46475869","DRYADA garden, s.r.o.","Slovenská republika","114500,000","20,000","137400,000","3","platná",
"Z2022309","3.2.2022 23:15:15","45651973","Zelené mesto s.r.o. ","Slovenská republika","114420,000","20,000","137304,000","2","platná",
"Z2022309","4.2.2022 8:06:33","41267761","Patrik Mažec","Slovenská republika","114400,000","20,000","137280,000","1","platná",
"Z2022311","23.2.2022 12:03:26","53528654","Up Déjeuner, s. r. o.","Slovenská republika","20000,000","","20000,000","2","platná",
"Z2022311","28.2.2022 15:26:34","31322832","SLOVNAFT, a.s. ","Slovenská republika","19990,000","20,000","23988,000","1","platná",
"Z2022316","1.2.2022 15:16:48","00896306","K L S spol.s.r.o.","Slovenská republika","96082,280","20,000","115298,740","2","platná",
"Z2022316","3.2.2022 9:35:56","36202771","TRIS, spol. s r.o.","Slovenská republika","89179,880","20,000","107015,860","1","platná",
"Z2022321","28.2.2022 22:50:52","44839677","TLAČIAREŇ J+K s. r. o.","Slovenská republika","41087,940","20,000","49305,530","2","platná",
"Z2022341","4.2.2022 8:26:11","35815256","Slovenský plynárenský priemysel, a.s.","Slovenská republika","169520,300","20,000","203424,360","1","platná",
"Z2022344","3.2.2022 9:51:37","51979772","EPION s.r.o.","Slovenská republika","16399,500","20,000","19679,400","1","platná",
"Z2022344","1.2.2022 12:59:16","31350780","B.Braun Medical s.r.o.","Slovenská republika","16400,000","20,000","19680,000","2","platná",
"Z2022346","1.2.2022 12:57:40","31350780","B.Braun Medical s.r.o.","Slovenská republika","15200,000","20,000","18240,000","2","platná",
"Z2022346","3.2.2022 9:50:26","51979772","EPION s.r.o.","Slovenská republika","15199,500","20,000","18239,400","1","platná",
"Z2022348","4.2.2022 11:20:20","34113924","MED - ART, spol. s r.o.","Slovenská republika","78747,790","10,000","86622,570","1","platná",
"Z2022354","16.2.2022 9:54:01","35900008","HYCA s.r.o.","Slovenská republika","118200,000","20,000","141840,000","1","platná",
"Z2022364","7.2.2022 12:13:18","35757329","Operatíva, medicínska spoločnosť s.r.o.","Slovenská republika","190800,000","10,000","209880,000","1","platná",
"Z2022369","8.2.2022 11:05:44","30997763","NRSYS s.r.o.","Slovenská republika","69890,000","20,000","83868,000","1","platná",
"Z2022369","7.2.2022 14:34:44","48146676","Siemens Healthcare s. r. o.","Slovenská republika","69894,000","20,000","83872,800","2","platná",
"Z2022371","7.2.2022 9:33:43","36556050","ITSK, s.r.o.","Slovenská republika","1384,110","20,000","1660,930","3","platná",
"Z2022371","7.2.2022 9:52:38","34098861","DISKUS, s.r.o.","Slovenská republika","1330,000","20,000","1596,000","1","platná",
"Z2022371","7.2.2022 9:59:45","31344194","JURIGA spol. s r. o.","Slovenská republika","1384,100","20,000","1660,920","2","platná",
"Z2022377","7.2.2022 16:08:01","36252417","REGIONPRESS, s.r.o.","Slovenská republika","72900,000","10,000","80190,000","1","platná",
"Z2022380","1.2.2022 12:14:20","36320439","Daffer spol. s r. o.","Slovenská republika","21945,000","20,000","26334,000","2","platná",
"Z2022380","1.2.2022 14:13:34","52913805","Marián Hucík - Kika Wood","Slovenská republika","21917,000","20,000","26300,400","1","platná",
"Z2022380","2.2.2022 9:38:56","35716932","LINEA SK spol. s r.o.","Slovenská republika","21950,000","20,000","26340,000","3","platná",
"Z2022380","2.2.2022 9:44:40","47880775","Lucia Hucíková - ŠKOLÁĆIK MAJO","Slovenská republika","21951,000","20,000","26341,200","4","platná",
"Z2022380","8.2.2022 8:40:58","36022331","NABIMEX, s.r.o.","Slovenská republika","21952,000","20,000","26342,400","5","platná",
"Z2022383","9.2.2022 9:36:57","30997763","NRSYS s.r.o.","Slovenská republika","88200,000","20,000","105840,000","2","platná",
"Z2022385","7.2.2022 8:56:54","44075634","T-PNEU s.r.o.","Slovenská republika","107715,000","20,000","129258,000","2","platná",
"Z2022385","7.2.2022 8:15:41","34291679","Rastislav Hančin - PNEUSERVIS","Slovenská republika","107700,000","20,000","129240,000","1","platná",
"Z2022385","6.2.2022 20:58:23","50537580","REAL CAR, s.r.o.","Slovenská republika","107716,000","20,000","129259,200","3","platná",
"Z2022394","8.2.2022 18:45:27","35819065","NetPoint, a.s.","Slovenská republika","135000,000","20,000","162000,000","2","platná",
"Z2022394","8.2.2022 22:17:33","47852585","Amplio s.r.o.","Slovenská republika","134800,000","20,000","161760,000","1","platná",
"Z2022401","8.2.2022 11:38:54","35766450","Medirex, a.s.","Slovenská republika","200000,000","","200000,000","2","platná",
"Z2022401","11.2.2022 6:55:19","46869042","Rescue - BH, s. r. o.","Slovenská republika","180000,000","0,000","180000,000","1","platná",
"Z2022408","7.2.2022 12:03:43","36677281","ZSE Energia, a.s.","Slovenská republika","214000,000","20,000","256800,000","2","platná",
"Z2022408","7.2.2022 13:42:28","45860637","MET Slovakia, a.s.","Slovenská republika","214222,000","20,000","257066,400","3","platná",
"Z2022408","7.2.2022 14:20:42","35815256","Slovenský plynárenský priemysel, a.s.","Slovenská republika","207432,700","20,000","248919,240","1","platná",
"Z2022411","7.2.2022 16:39:20","53528654","Up Déjeuner, s. r. o.","Slovenská republika","128000,000","","128000,000","2","platná",
"Z2022411","8.2.2022 17:25:05","52005551","Ticket Service, s.r.o.","Slovenská republika","127999,990","","127999,990","1","platná",
"Z2022427","11.2.2022 15:19:13","35887117","Roche Slovensko, s.r.o.","Slovenská republika","188965,090","10,000","207861,600","1","platná",
"Z2022437","8.2.2022 12:19:31","36397164","PICADO, s.r.o.","Slovenská republika","14300,000","20,000","17160,000","1","platná",
"Z2022437","8.2.2022 15:04:05","36019208","INMEDIA, spol. s r.o.","Slovenská republika","14500,000","20,000","17400,000","3","platná",
"Z2022437","9.2.2022 12:21:02","10792848","Andrej Timko Ing. TA-TRANS","Slovenská republika","14490,000","20,000","17388,000","2","platná",
"Z2022439","7.2.2022 12:19:24","10792848","Andrej Timko Ing. TA-TRANS","Slovenská republika","13990,000","","15250,000","2","platná",
"Z2022439","4.2.2022 16:43:30","36019208","INMEDIA, spol. s r.o.","Slovenská republika","14000,000","20,000","16800,000","3","platná",
"Z2022439","2.2.2022 15:05:34","36397164","PICADO, s.r.o.","Slovenská republika","13800,000","20,000","16560,000","1","platná",
"Z2022440","2.2.2022 8:38:33","00685852","Messer Tatragas, spol. s r.o.","Slovenská republika","14999,000","20,000","17998,800","3","platná",
"Z2022440","2.2.2022 12:22:53","35746343","SIAD Slovakia spol. s r. o.","Slovenská republika","14998,000","20,000","17997,600","2","platná",
"Z2022440","2.2.2022 12:42:39","36578797","CRYOSOFT spol. s r.o.","Slovenská republika","14900,000","20,000","17880,000","1","platná",
"Z2022450","1.2.2022 1:36:13","32529597","Štefan Nagy - FAN – AUTO ","Slovenská republika","1200,000","20,000","1440,000","2","platná",
"Z2022450","1.2.2022 7:17:26","31720943","Steeling, s.r.o.","Slovenská republika","1199,900","20,000","1439,880","1","platná",
"Z2022451","1.2.2022 11:32:57","44422211","TAMAS MM s.r.o.","Slovenská republika","2044,000","20,000","2452,800","1","platná",
"Z2022451","1.2.2022 1:44:03","32529597","Štefan Nagy - FAN – AUTO ","Slovenská republika","2045,000","20,000","2454,000","3","platná",
"Z2022451","1.2.2022 7:19:06","31720943","Steeling, s.r.o.","Slovenská republika","2044,800","20,000","2453,760","2","platná",
"Z2022452","1.2.2022 1:46:05","32529597","Štefan Nagy - FAN – AUTO ","Slovenská republika","1519,980","20,000","1823,980","1","platná",
"Z2022452","1.2.2022 12:14:16","31720943","Steeling, s.r.o.","Slovenská republika","1519,990","20,000","1823,990","2","platná",
"Z2022454","9.2.2022 15:22:31","31326650","TEMPEST a.s.","Slovenská republika","132512,000","20,000","159014,400","1","platná",
"Z2022456","10.2.2022 12:01:20","31628541","SATES, a.s.","Slovenská republika","57400,000","20,000","68880,000","3","platná",
"Z2022456","10.2.2022 12:57:21","36626350","HATRICK, s.r.o.","Slovenská republika","57295,000","20,000","68754,000","2","platná",
"Z2022456","11.2.2022 9:05:26","36038431","VIAZNAK s.r.o.","Slovenská republika","55940,000","20,000","67128,000","1","platná",
"Z2022459","9.2.2022 14:39:21","17316260","EMM, spol. s r.o.","Slovenská republika","64863,000","20,000","77835,600","3","platná",
"Z2022459","10.2.2022 14:00:20","00692069","LYNX - spoločnosť s ručením obmedzeným Košice","Slovenská republika","64502,000","20,000","77402,400","2","platná",
"Z2022459","11.2.2022 10:00:11","46450424","WDS Solutions s. r. o.","Slovenská republika","63579,380","20,000","76295,260","1","platná",
"Z2022461","6.2.2022 19:05:29","34250557","Jan Petrovics","Slovenská republika","110380,000","20,000","132456,000","1","platná",
"Z2022461","2.2.2022 16:43:27","51447878","HygArt s.r.o.","Slovenská republika","110824,450","20,000","132989,340","4","platná",
"Z2022461","14.2.2022 9:36:27","44783892","Trend Hygiena, s.r.o.","Slovenská republika","110824,400","20,000","132989,280","2","platná",
"Z2022461","14.2.2022 20:15:01","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","110824,420","20,000","132989,300","3","platná",
"Z2022462","9.2.2022 13:22:09","36010383","IDOS PROJEKT, s.r.o.","Slovenská republika","71783,720","20,000","86140,460","1","platná",
"Z2022469","10.2.2022 10:51:05","35900008","HYCA s.r.o.","Slovenská republika","28480,000","20,000","34176,000","1","platná",
"Z2022469","8.2.2022 7:00:34","46920765","UNIKOV NITRA, s.r.o. ","Slovenská republika","28500,000","20,000","34200,000","2","platná",
"Z2022479","3.2.2022 9:49:10","36030848","DYNEX Servis spol. s r.o.","Slovenská republika","8423,400","10,000","9265,740","1","platná",
"Z2022484","7.2.2022 14:43:19","35771917","Unicorn Systems SK s. r. o.","Slovenská republika","94950,000","20,000","113940,000","2","platná",
"Z2022484","10.2.2022 20:05:54","51424631","Archimetes, s. r. o.","Slovenská republika","94900,000","20,000","113880,000","1","platná",
"Z2022485","9.2.2022 8:48:29","51153025","MARINI TRADE s.r.o.","Slovenská republika","700,000","20,000","840,000","1","platná",
"Z2022486","1.2.2022 14:30:08","36428353","Železiarstvo HAMMER, s.r.o.","Slovenská republika","12869,720","20,000","15443,660","3","platná",
"Z2022487","1.2.2022 14:57:14","36556050","ITSK, s.r.o.","Slovenská republika","23127,490","20,000","27752,990","2","platná",
"Z2022487","1.2.2022 14:58:07","53706587","LIsyst s.r.o.","Slovenská republika","23126,670","20,000","27752,010","1","platná",
"Z2022487","1.2.2022 12:12:28","36013978","mediatip.sk, s. r. o.","Slovenská republika","23127,500","20,000","27753,000","3","platná",
"Z2022489","2.2.2022 14:25:55","52005551","Ticket Service, s.r.o.","Slovenská republika","127999,000","","127999,000","1","platná",
"Z2022491","7.2.2022 12:17:58","48269191","WINTEC Slovakia s.r.o.","Slovenská republika","598,000","20,000","717,600","1","platná",
"Z2022491","14.2.2022 13:25:59","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","599,910","20,000","719,890","3","platná",
"Z2022510","2.2.2022 7:28:55","48048704","Patrik Súkeník","Slovenská republika","36143,000","0,000","36143,000","1","platná",
"Z2022512","1.2.2022 7:12:20","46208615","ADVANCE OIL s. r. o.","Slovenská republika","11700,000","20,000","14040,000","1","platná",
"Z2022515","2.2.2022 7:20:07","35755989","LASER servis, spol. s.r.o. ","Slovenská republika","3333,260","20,000","3999,910","1","platná",
"Z2022515","2.2.2022 8:04:25","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","3333,300","20,000","3999,960","2","platná",
"Z2022516","1.2.2022 14:34:59","36019208","INMEDIA, spol. s r.o.","Slovenská republika","6441,310","20,000","7729,570","2","platná",
"Z2022516","9.2.2022 12:28:13","36473219","CIMBAĽÁK s.r.o.","Slovenská republika","6276,850","20,000","7532,220","1","platná",
"Z2022517","1.2.2022 15:31:36","36019208","INMEDIA, spol. s r.o.","Slovenská republika","9390,000","","11252,650","2","platná",
"Z2022518","2.2.2022 13:23:59","36177083","ERIK, s.r.o. ","Slovenská republika","7544,300","","8378,260","2","platná",
"Z2022518","9.2.2022 8:16:28","44352492","ALTHAN, s.r.o.","Slovenská republika","7501,880","","8371,880","1","platná",
