"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z201921506","10.9.2019 9:40:56","50687115","HENRYSO, s.r.o.","Slovenská republika","22667,010","20,000","27200,410","3","platná",
"Z201921506","3.9.2019 15:14:42","47076178","FaxCopy Pro s. r. o.","Slovenská republika","22666,700","20,000","27200,040","2","platná",
"Z201924060","13.9.2019 8:59:46","51662787","KASON, s.r.o.","Slovenská republika","51221,320","20,000","61465,580","2","platná",
"Z201924060","13.9.2019 8:59:47","50687115","HENRYSO, s.r.o.","Slovenská republika","51221,110","20,000","61465,330","1","platná",
"Z201924413","2.9.2019 8:21:47","31571697","GLOBUS spol. s r.o.","Slovenská republika","5230,190","","6276,230","2","platná",
"Z201924413","2.9.2019 7:53:53","36019208","INMEDIA, spol. s r.o.","Slovenská republika","5230,200","20,000","6276,240","3","platná",
"Z201924415","1.9.2019 19:05:16","36605549","DUGY plus s.r.o. ","Slovenská republika","2614,140","20,000","3136,970","1","platná",
"Z201924420","2.9.2019 8:20:32","31571697","GLOBUS spol. s r.o.","Slovenská republika","6838,990","20,000","8206,790","1","platná",
"Z201924951","1.9.2019 21:15:47","35948655","Mikrochem Trade, spol. s r.o.","Slovenská republika","444,000","20,000","532,800","1","platná",
"Z201924951","2.9.2019 8:50:39","47719150","Perfect Distribution a. s. - organizačná zložka","Slovenská republika","444,080","20,000","532,900","2","platná",
"Z201924960","13.9.2019 14:36:09","31322832","SLOVNAFT, a.s. ","Slovenská republika","71399,000","20,000","85678,800","1","platná",
"Z201924960","16.9.2019 3:37:57","32529597","Štefan Nagy - FAN – AUTO ","Slovenská republika","71400,000","20,000","85680,000","2","platná",
"Z201924969","2.9.2019 11:26:39","33191921","Roman Laco - ROADA","Slovenská republika","3041,660","20,000","3649,990","2","platná",
"Z201924969","2.9.2019 10:31:39","36284238","LEON global s.r.o.","Slovenská republika","3045,000","20,000","3654,000","3","platná",
"Z201924969","1.9.2019 8:03:45","41648242","Marek Špeťko - IMEX","Slovenská republika","3050,000","20,000","3660,000","4","platná",
"Z201924969","2.9.2019 11:32:24","52119599","BOLUS  s r.o.","Slovenská republika","3040,830","20,000","3649,000","1","platná",
"Z201924969","2.9.2019 14:01:35","34559671","Ing. Iveta Janíková","Slovenská republika","3083,310","20,000","3699,970","5","platná",
"Z201925065","1.9.2019 22:43:40","35948655","Mikrochem Trade, spol. s r.o.","Slovenská republika","325,000","20,000","390,000","1","platná",
"Z201925314","2.9.2019 8:54:25","36396222","AUTOCONT s.r.o.","Slovenská republika","39500,000","20,000","47400,000","1","platná",
"Z201925333","30.9.2019 13:43:56","50557050","Pixel Print s.r.o.","Slovenská republika","174,000","0,000","174,000","3","platná",
"Z201925333","30.9.2019 16:13:55","36650641","Anatex, s.r.o.","Slovenská republika","171,000","20,000","205,200","2","platná",
"Z201925533","2.9.2019 8:25:55","34653490","Ivan Hoferica - LIMAR","Slovenská republika","4399,990","20,000","5279,990","1","platná",
"Z201925562","3.9.2019 18:00:39","33768897","PhDr. Gabriela Spišáková - Majster Papier","Slovenská republika","403,350","20,000","484,020","1","platná",
"Z201925577","17.9.2019 16:57:19","31398294","KVANT spol. s r.o.","Slovenská republika","12174,700","20,000","14609,640","1","platná",
"Z201925577","17.9.2019 9:27:49","47076178","FaxCopy Pro s. r. o.","Slovenská republika","12341,000","20,000","14809,200","2","platná",
"Z201925585","2.9.2019 19:11:47","48079707","WASCO - družstvo","Slovenská republika","750,000","10,000","825,000","2","platná",
"Z201925585","2.9.2019 22:09:11","47411848","L&L TEXTILE SERVICE ,s.r.o.","Slovenská republika","820,000","","820,000","1","platná",
"Z201925611","3.9.2019 9:59:49","31371647","GUPRESS, s.r.o.","Slovenská republika","18400,000","10,000","20240,000","1","platná",
"Z201925632","3.9.2019 11:59:00","31659551","COMMERC SERVICE spol. s r.o.","Slovenská republika","104,900","20,000","125,880","1","platná",
"Z201925671","2.9.2019 11:07:36","35745207","COMSIT BRATISLAVA s.r.o.","Slovenská republika","666,500","20,000","799,800","1","platná",
"Z201925671","5.9.2019 9:51:07","36428353","Železiarstvo HAMMER, s.r.o.","Slovenská republika","666,660","20,000","799,990","2","platná",
"Z201925676","2.9.2019 8:16:28","36556050","ITSK, s.r.o.","Slovenská republika","227,990","20,000","273,590","1","platná",
"Z201925681","4.9.2019 8:59:31","36234851","K-Kontrol, spol. s r.o.","Slovenská republika","1241,670","20,000","1490,010","2","platná",
