"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z201850117","3.12.2018 12:43:55","17321450","exe, a.s.","Slovenská republika","32650,000","20,000","39180,000","5","platná",
"Z201850117","4.12.2018 10:42:08","46450424","WDS Solutions s. r. o.","Slovenská republika","32600,000","20,000","39120,000","4","platná",
"Z201850117","4.12.2018 15:18:56","00692069","LYNX - spoločnosť s ručením obmedzeným Košice","Slovenská republika","32585,000","20,000","39102,000","3","platná",
"Z201850194","12.12.2018 8:11:45","47719150","Perfect Distribution a. s. - organizačná zložka","Slovenská republika","8648,000","20,000","10377,600","2","platná",
"Z201850194","10.12.2018 8:43:21","31589561","VIDRA a spol. s.r.o.","Slovenská republika","8648,600","20,000","10378,320","3","platná",
"Z201850194","12.12.2018 8:55:37","35765178","MERCI SLOVAKIA, s. r. o.","Slovenská republika","8647,990","20,000","10377,590","1","platná",
"Z201850254","7.12.2018 8:17:14","47719150","Perfect Distribution a. s. - organizačná zložka","Slovenská republika","4798,000","20,000","5757,600","1","platná",
"Z201850254","5.12.2018 8:46:23","31342213","ECOLAB s.r.o.","Slovenská republika","4800,000","20,000","5760,000","3","platná",
"Z201850254","6.12.2018 19:56:29","46440577","Profexy s.r.o.","Slovenská republika","4799,000","20,000","5758,800","2","platná",
"Z201850369","6.12.2018 8:03:29","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","2706,810","10,000","2977,490","2","platná",
"Z201850369","6.12.2018 8:22:54","34113924","MED - ART, spol. s r.o.","Slovenská republika","2706,800","10,000","2977,480","1","platná",
"Z201850369","5.12.2018 15:15:43","31708030","MEDICAL GROUP SK a. s.","Slovenská republika","2706,820","10,000","2977,500","3","platná",
"Z201850482","12.12.2018 13:35:55","07087039","TT Ice-snow s.r.o.","Česká republika","131998,000","20,000","158397,600","2","platná",
"Z201850482","12.12.2018 14:35:23","25313568","Mátl & Bula, spol. s r.o.","Česká republika","125000,000","21,000","151250,000","1","platná",
"Z201851036","3.12.2018 9:44:26","36880574","Ing. Peter Gerši - GC Tech.","Slovenská republika","1262,490","20,000","1514,990","1","platná",
