"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z2016666","3.3.2016 15:51:03","47329149","STAEG Slovakia, spol. s r.o.","Slovenská republika","17900,000","20,000","21480,000","8","platná",
"Z2016666","7.3.2016 21:06:31","36364967","REVIT-NITRA, s.r.o.","Slovenská republika","17700,000","20,000","21240,000","4","platná",
"Z2016666","8.3.2016 12:59:27","36234851","K-Kontrol, spol. s r.o.","Slovenská republika","14900,000","20,000","17880,000","1","platná",
"Z2016666","8.3.2016 12:59:58","35929855","PETRA+ , spol. s r.o.","Slovenská republika","16500,000","20,000","19800,000","2","platná",
"Z2016666","8.3.2016 12:59:57","36441821","TALUX, s.r.o.","Slovenská republika","16850,000","","16850,000","3","platná",
"Z2016666","4.3.2016 9:03:34","46064222","Ing. Miloš Prísažný - MP TECH","Slovenská republika","17730,000","0,000","17730,000","6","platná",
"Z2016666","6.3.2016 11:27:30","10689231","Juraj Hudy - GAMA TNS","Slovenská republika","17727,990","","17727,990","5","platná",
"Z2016666","4.3.2016 8:37:57","45402582","BISMONT, s. r. o.","Slovenská republika","17750,000","20,000","21300,000","7","platná",
"Z20161702","2.3.2016 10:34:19","36605735","Sokol trade spol. s r.o.","Slovenská republika","118850,000","0,000","118850,000","11","platná",
"Z20161702","4.3.2016 8:59:37","31651518","EUROVIA SK, a.s.","Slovenská republika","91540,000","20,000","109848,000","8","platná",
"Z20161702","4.3.2016 8:59:29","45938172","PALKOVIČ - SK, s.r.o.","Slovenská republika","87500,000","20,000","105000,000","7","platná",
"Z20161702","2.3.2016 13:00:36","31644791","PRIMA INVEST, spol. s r.o.","Slovenská republika","98999,000","20,000","118798,800","10","platná",
"Z20161702","4.3.2016 8:59:59","44496788","FISgroup ASSET, spol. s r.o.","Slovenská republika","99999,000","","99999,000","2","platná",
"Z20161702","4.3.2016 8:59:57","31409539","UNISTAV spol. s r.o.","Slovenská republika","87400,000","20,000","104880,000","6","platná",
"Z20161702","4.3.2016 8:59:42","34128344","CESTY NITRA, a.s. ","Slovenská republika","73420,000","20,000","88104,000","1","platná",
"Z20161702","4.3.2016 8:59:20","31611788","Skanska SK a.s.","Slovenská republika","86086,160","20,000","103303,390","4","platná",
"Z20161702","4.3.2016 8:57:25","31106064","Construction s.r.o.","Slovenská republika","84000,000","20,000","100800,000","3","platná",
"Z20161702","4.3.2016 8:59:19","48035599","SWIETELSKY stavební s.r.o.","Česká republika","87243,610","20,000","104692,330","5","platná",
"Z20161895","23.3.2016 13:54:00","36645095","MIHI.sk, s.r.o.","Slovenská republika","699,990","","","3","platná",
"Z20161895","31.3.2016 8:59:47","17311454","KEKO TRADING spol. s r.o.","Slovenská republika","475,200","","","2","platná",
"Z20161895","31.3.2016 8:59:56","36880574","Ing. Peter Gerši GCTECH","Slovenská republika","439,850","","","1","platná",
"Z20162161","14.3.2016 7:55:55","31340571","PAXTRAVEL, s. r. o.","Slovenská republika","4297,000","","4297,000","2","platná",
"Z20162161","13.3.2016 20:23:14","17933609","Alena Kublová - MARLENE","Slovenská republika","3580,000","20,000","4296,000","1","platná",
"Z20162292","3.3.2016 12:59:32","36754579","PAK-INVEST, s.r.o.","Slovenská republika","4795,500","","","1","platná",
"Z20162396","3.3.2016 13:59:57","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","2500,050","","","1","platná",
"Z20162396","3.3.2016 11:16:26","31344194","JURIGA spol. s r. o.","Slovenská republika","2999,990","","","6","platná",
"Z20162396","3.3.2016 8:26:35","31608426","EURO MEDIA Košice, s.r.o. ","Slovenská republika","2818,000","","","3","platná",
"Z20162396","2.3.2016 19:06:43","44801777","TOWDY s. r. o.","Slovenská republika","2900,000","","","5","platná",
"Z20162396","3.3.2016 13:59:46","43818030","DD21 s.r.o.","Slovenská republika","2600,000","","","2","platná",
"Z20162396","3.3.2016 13:59:42","36556050","ITSK, s.r.o.","Slovenská republika","2898,120","","","4","platná",
"Z20162705","4.3.2016 14:52:28","31427855","DELUX s.r.o.","Slovenská republika","1375,000","20,000","1650,000","6","platná",
"Z20162705","1.3.2016 15:25:04","36783943","JUMICOL, s.r.o.","Slovenská republika","1250,000","20,000","1500,000","5","platná",
"Z20162705","7.3.2016 13:39:18","33768897","PhDr. Gabriela Spišáková - Majster Papier","Slovenská republika","1208,000","20,000","1449,600","2","platná",
"Z20162705","4.3.2016 9:15:16","17311454","KEKO TRADING spol. s r.o.","Slovenská republika","1199,990","20,000","1439,990","","stiahnutá",
"Z20162705","4.3.2016 9:16:43","17311454","KEKO TRADING spol. s r.o.","Slovenská republika","2010,990","20,000","2413,190","10","platná",
"Z20162705","7.3.2016 13:59:56","44796064","KOHI-MARKET SK s.r.o.","Slovenská republika","732,480","20,000","878,980","1","platná",
"Z20162705","7.3.2016 10:15:00","44783892","Trend Hygiena, s.r.o.","Slovenská republika","1212,000","20,000","1454,400","4","platná",
"Z20162705","7.3.2016 13:59:30","36650552","WERNAM, s.r.o.","Slovenská republika","1541,000","20,000","1849,200","9","platná",
"Z20162705","3.3.2016 8:37:36","31667104","BEFORA VEĽKOSKLAD Rožňava spol. s r.o. ","Slovenská republika","1440,000","20,000","1728,000","8","platná",
"Z20162705","7.3.2016 12:41:14","40219291","Viera Szíkorová SANTECH","Slovenská republika","1208,330","20,000","1450,000","3","platná",
"Z20162705","7.3.2016 13:59:53","31628605","Xepap, spol. s r. o.","Slovenská republika","1433,800","20,000","1720,560","7","platná",
"Z20162705","3.3.2016 8:35:39","31667104","BEFORA VEĽKOSKLAD Rožňava spol. s r.o. ","Slovenská republika","1200,000","20,000","1440,000","","stiahnutá",
"Z20162825","1.3.2016 10:53:28","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","9230,000","","","1","platná",
"Z20162873","4.3.2016 10:51:24","46631534","VOVA s.r.o. ","Slovenská republika","11998,000","20,000","14397,600","8","platná",
"Z20162873","9.3.2016 9:59:39","41803523","Slavka Ivanová-Štýl","Slovenská republika","5832,500","20,000","6999,000","4","platná",
"Z20162873","9.3.2016 9:59:57","44796064","KOHI-MARKET SK s.r.o.","Slovenská republika","5950,000","20,000","7140,000","5","platná",
"Z20162873","9.3.2016 9:59:44","48280640","FIERNO s.r.o.","Slovenská republika","6986,000","0,000","6986,000","2","platná",
"Z20162873","9.3.2016 9:59:56","41192516","Lucia Rošková R-interiér","Slovenská republika","6024,470","20,000","7229,370","6","platná",
"Z20162873","9.3.2016 9:59:53","48115584","UC Design s.r.o.","Slovenská republika","6990,000","","6990,000","3","platná",
"Z20162873","9.3.2016 9:59:51","01399918","Deoline Group s.r.o.","Česká republika","6500,000","21,000","7865,000","7","platná",
"Z20162873","9.3.2016 9:59:58","48317136","DATAROOM s.r.o.","Slovenská republika","5607,000","20,000","6728,400","1","platná",
"Z20162970","4.3.2016 9:27:15","36391000","DOXX - Stravné lístky, spol. s r.o.","Slovenská republika","6195,000","","6195,000","1","platná",
"Z20162970","4.3.2016 9:21:38","31396674","LE CHEQUE DEJEUNER s.r.o.","Slovenská republika","6300,000","","6300,000","3","platná",
"Z20163035","1.3.2016 9:46:56","36294781","ANTES GM, spol. s r.o.","Slovenská republika","9800,000","20,000","11760,000","5","platná",
"Z20163035","1.3.2016 9:58:42","46378979","Messer Medical Home Care Slovakia, s. r. o. ","Slovenská republika","7850,000","20,000","9420,000","4","platná",
"Z20163035","1.3.2016 9:59:01","30924146","Ing. Miloš Ladický ELMED","Slovenská republika","7700,000","20,000","9240,000","2","platná",
"Z20163035","1.3.2016 9:59:28","36605751","MEPIS HEALTHCARE, s.r.o. ","Slovenská republika","7800,000","20,000","9360,000","3","platná",
"Z20163035","1.3.2016 9:57:52","04387601","EKONA COR s.r.o.","Česká republika","6000,000","","6000,000","1","platná",
