"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z201541775","31.10.2016 8:25:52","30997763","NRSYS s.r.o.","Slovenská republika","4216,000","20,000","5059,200","6","platná",
"Z201541775","30.10.2016 23:37:29","36569101","EM-Tech s.r.o.","Slovenská republika","6555,000","20,000","7866,000","7","platná",
"Z201541775","31.10.2016 8:25:58","44647654","F.A.T., s.r.o.","Slovenská republika","3210,800","20,000","3852,960","1","platná",
"Z201541775","31.10.2016 8:25:42","31677711","Avalon IT s.r.o.","Slovenská republika","4209,000","20,000","5050,800","5","platná",
"Z201541775","31.10.2016 8:25:48","36558893","mc.edu, s.r.o.","Slovenská republika","4198,000","20,000","5037,600","4","platná",
"Z201541775","31.10.2016 8:25:56","36556050","ITSK, s.r.o.","Slovenská republika","3390,800","20,000","4068,960","2","platná",
"Z201541775","31.10.2016 8:25:59","41604270","Maroš Bračok - ONE.NET","Slovenská republika","3799,990","20,000","4559,990","3","platná",
"Z201610708","27.10.2016 9:59:40","35815256","Slovenský plynárenský priemysel, a.s.","Slovenská republika","66666,660","20,000","79999,990","2","platná",
"Z201610708","27.10.2016 9:55:42","46113177","Energie2, a.s.","Slovenská republika","77167,000","20,000","92600,400","4","platná",
"Z201610708","27.10.2016 9:59:41","36403008","Stredoslovenská energetika, a.s.","Slovenská republika","62689,580","20,000","75227,500","1","platná",
"Z201610708","27.10.2016 9:52:29","43806643","BUKÓZA ENERGO, a. s.","Slovenská republika","66779,430","20,000","80135,320","3","platná",
"Z201619015","12.10.2016 9:24:07","36057231","Protech, spol. s r.o.","Slovenská republika","541,000","20,000","649,200","2","platná",
"Z201619015","17.10.2016 7:51:21","44235801","GOLD WORK, s. r. o.","Slovenská republika","535,000","20,000","642,000","1","platná",
"Z201622245","28.10.2016 8:38:52","36314323","SEKO Trenčín, s.r.o.","Slovenská republika","1242,900","20,000","1491,480","3","platná",
"Z201622245","28.10.2016 11:24:55","36821951","ANUR s.r.o.","Slovenská republika","1241,660","20,000","1489,990","2","platná",
"Z201625739","6.10.2016 13:59:53","46013181","RMK Media, s. r. o.","Slovenská republika","1800,000","20,000","2160,000","1","platná",
"Z201625739","4.10.2016 11:37:46","48124419","VERDI, s. r. o.","Slovenská republika","3089,000","20,000","3706,800","3","platná",
"Z201625739","6.10.2016 7:44:43","45630429","HOBLO, spol. s r.o.","Slovenská republika","2200,000","20,000","2640,000","2","platná",
"Z201625752","10.10.2016 7:59:52","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","5200,370","","","4","platná",
"Z201625752","4.10.2016 11:58:03","31387811","AXON PRO, s.r.o.","Slovenská republika","6500,000","","","6","platná",
"Z201625752","10.10.2016 7:59:47","36192384","OFFICE DEPOT s.r.o.","Slovenská republika","4990,000","","","1","platná",
"Z201625752","10.10.2016 7:59:55","48080781","R-DAS Trade, s.r.o.","Slovenská republika","5490,000","","","5","platná",
"Z201625752","10.10.2016 7:59:54","31608426","EURO MEDIA Košice, s.r.o. ","Slovenská republika","5050,000","","","2","platná",
"Z201625752","10.10.2016 7:59:56","36365645","Quatro print, spol. s r.o.","Slovenská republika","5100,000","","","3","platná",
"Z201625799","10.10.2016 10:59:57","35826304","SOFTLINE SERVICES, a. s. ","Slovenská republika","4430,000","","","2","platná",
"Z201625799","10.10.2016 10:59:52","36365645","Quatro print, spol. s r.o.","Slovenská republika","4450,000","","","3","platná",
"Z201625799","10.10.2016 10:59:46","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","4410,000","","","1","platná",
"Z201625804","7.10.2016 14:29:49","31344194","JURIGA spol. s r. o.","Slovenská republika","1843,230","","","6","platná",
"Z201625804","7.10.2016 14:29:53","31327681","PERGAMON spol. s r.o.","Slovenská republika","1850,010","","","7","platná",
"Z201625804","7.10.2016 14:29:51","34495827","Ing.Jaroslav Kmeť - TONER","Slovenská republika","1841,000","","","4","platná",
"Z201625804","7.10.2016 14:29:52","11838132","Ing. Peter Švec - ATIS","Slovenská republika","1842,000","","","5","platná",
"Z201625804","7.10.2016 13:06:19","00685089","Tecton, a.s.","Slovenská republika","2148,000","","","8","platná",
"Z201625804","7.10.2016 14:29:52","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","1830,070","","","2","platná",
"Z201625804","7.10.2016 14:29:51","36192384","OFFICE DEPOT s.r.o.","Slovenská republika","1490,000","","","1","platná",
"Z201625804","7.10.2016 14:29:50","36426041","PC SEMA, s.r.o.","Slovenská republika","1840,000","","","3","platná",
"Z201625820","10.10.2016 10:59:55","31608426","EURO MEDIA Košice, s.r.o. ","Slovenská republika","3620,000","","","2","platná",
"Z201625820","10.10.2016 10:59:51","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","3600,000","","","1","platná",
"Z201625820","10.10.2016 10:59:49","31344194","JURIGA spol. s r. o.","Slovenská republika","3650,000","","","3","platná",
"Z201625973","3.10.2016 7:59:55","36556050","ITSK, s.r.o.","Slovenská republika","21684,200","20,000","26021,040","3","platná",
"Z201625973","3.10.2016 7:59:54","31410952","MICROCOMP - Computersystém s r.o.","Slovenská republika","21668,000","20,000","26001,600","1","platná",
"Z201625973","3.10.2016 7:59:56","35826304","SOFTLINE SERVICES, a. s. ","Slovenská republika","21677,000","20,000","26012,400","2","platná",
"Z201626455","3.10.2016 13:59:55","36880574","Ing. Peter Gerši - GC Tech.","Slovenská republika","43753,180","20,000","52503,820","2","platná",
"Z201626455","3.10.2016 13:59:52","47446366","IMPENSA s.r.o.","Slovenská republika","43787,950","20,000","52545,540","4","platná",
"Z201626455","3.10.2016 13:59:52","32627211","Tibor Varga TSV PAPIER","Slovenská republika","43746,550","20,000","52495,860","1","platná",
"Z201626455","3.10.2016 13:59:54","36466778","KRIDLA s.r.o","Slovenská republika","43759,120","20,000","52510,940","3","platná",
"Z201626455","3.10.2016 13:59:56","46323546","OFFICE STAR, s.r.o.","Slovenská republika","44907,400","20,000","53888,880","5","platná",
"Z201626871","17.10.2016 15:00:37","36616923","HUMISS, spol. s r.o.","Slovenská republika","431,000","20,000","517,200","2","platná",
"Z201626871","17.10.2016 15:46:10","36783943","JUMICOL, s.r.o.","Slovenská republika","430,830","20,000","517,000","1","platná",
"Z201626872","11.10.2016 8:25:17","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","4368,590","10,000","4805,450","1","platná",
"Z201626872","10.10.2016 21:16:03","31350780","B.Braun Medical s.r.o.","Slovenská republika","4368,600","10,000","4805,460","2","platná",
"Z201626873","17.10.2016 15:05:56","36616923","HUMISS, spol. s r.o.","Slovenská republika","766,300","20,000","919,560","2","platná",
