"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z201818921","6.7.2018 8:41:58","31625444","CENTRALCHEM, s.r.o. ","Slovenská republika","125902,340","20,000","151082,810","3","platná",
"Z201818921","9.7.2018 10:46:45","45868212","ProScience Tech s. r. o.","Slovenská republika","114600,000","18,000","135228,000","1","platná",
"Z201818921","9.7.2018 10:38:33","35948655","Mikrochem Trade, spol. s r.o.","Slovenská republika","125833,330","20,000","151000,000","2","platná",
"Z201818921","4.7.2018 14:18:07","47427507","Molchem s. r. o.","Slovenská republika","125902,350","20,000","151082,820","4","platná",
"Z201818922","4.7.2018 12:44:26","35848570","K-TRADE spol. s r.o.","Slovenská republika","9820,000","20,000","11784,000","3","platná",
"Z201818922","4.7.2018 6:54:41","45868212","ProScience Tech s. r. o.","Slovenská republika","9398,000","18,000","11089,640","1","platná",
"Z201818922","10.7.2018 8:10:26","47427507","Molchem s. r. o.","Slovenská republika","9800,000","20,000","11760,000","2","platná",
"Z201820606","11.7.2018 9:57:50","50527576","IT Life s.r.o.","Slovenská republika","5235,550","20,000","6282,660","2","platná",
"Z201820606","11.7.2018 9:38:07","51662787","KASON, s.r.o.","Slovenská republika","5235,580","20,000","6282,700","3","platná",
"Z201820606","11.7.2018 9:36:30","36442763","ESMO Žilina, a.s.","Slovenská republika","5235,500","20,000","6282,600","1","platná",
"Z201820972","19.7.2018 16:58:31","36487104","Next Team, s.r.o.","Slovenská republika","81000,000","20,000","97200,000","2","platná",
"Z201820972","20.7.2018 14:33:29","36845400","UHAL trade s.r.o.","Slovenská republika","79900,000","20,000","95880,000","1","platná",
"Z201821156","11.7.2018 15:03:14","36174319","NOMIland s.r.o. ","Slovenská republika","53542,390","20,000","64250,870","3","platná",
"Z201821156","13.7.2018 8:59:06","44984740","Baribal s.r.o.","Slovenská republika","53533,330","20,000","64240,000","1","platná",
"Z201821156","12.7.2018 16:04:41","34113061","DAVID interier design, spol. s r.o.","Slovenská republika","53540,830","20,000","64249,000","2","platná",
"Z201823246","17.7.2018 7:39:59","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","8860,000","10,000","9746,000","1","platná",
"Z201823260","16.7.2018 15:49:41","31681051","MEVA-SK s.r.o. Rožňava","Slovenská republika","70435,000","20,000","84522,000","1","platná",
"Z201823260","16.7.2018 9:20:37","46604049","STEBERG s.r.o.","Slovenská republika","70440,000","20,000","84528,000","2","platná",
"Z201823429","16.7.2018 10:03:23","46604049","STEBERG s.r.o.","Slovenská republika","70999,000","20,000","85198,800","3","platná",
"Z201823429","16.7.2018 15:37:59","36851264","ELKOPLAST Slovakia s.r.o.","Slovenská republika","70916,660","20,000","85099,990","1","platná",
"Z201823429","16.7.2018 23:24:21","50794698","IPP Consulting, s.r.o.","Slovenská republika","85100,000","","85100,000","2","platná",
"Z201823464","9.7.2018 9:50:59","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","8200,000","10,000","9020,000","1","platná",
"Z201823541","9.7.2018 14:29:03","51662787","KASON, s.r.o.","Slovenská republika","7649,980","","","2","platná",
"Z201823541","9.7.2018 13:46:12","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","7650,000","","","3","platná",
"Z201823541","9.7.2018 14:10:17","31608426","EURO MEDIA Košice, s.r.o. ","Slovenská republika","7649,500","","","1","platná",
"Z201823669","12.7.2018 7:51:44","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","13200,000","10,000","14520,000","1","platná",
"Z201823727","11.7.2018 8:10:01","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","10742,400","10,000","11816,640","1","platná",
"Z201823751","15.7.2018 21:02:40","31350780","B.Braun Medical s.r.o.","Slovenská republika","11294,200","10,000","12423,620","1","platná",
"Z201823953","25.7.2018 8:53:33","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","2958,450","10,000","3254,300","1","platná",
"Z201823989","1.7.2018 14:38:33","47439351","PHYSICUS s.r.o.","Slovenská republika","46097,300","20,000","55316,760","2","platná",
"Z201823989","2.7.2018 9:55:53","25147501","Ekotechnika spol s.r.o.","Česká republika","45000,000","20,000","54000,000","1","platná",
"Z201824196","16.7.2018 16:47:50","47706911","ECO AIR, s.r.o.","Slovenská republika","52863,000","20,000","63435,600","1","platná",
"Z201824196","9.7.2018 8:36:47","50530950","JRK Slovensko s.r.o.","Slovenská republika","52863,610","20,000","63436,330","2","platná",
"Z201824521","10.7.2018 7:57:34","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","25380,000","10,000","27918,000","1","platná",
"Z201824655","16.7.2018 10:01:40","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","20830,800","10,000","22913,880","1","platná",
"Z201824853","12.7.2018 9:06:59","18049401","AG NÁRADIE - AGRODEAL, s.r.o.","Slovenská republika","7530,000","20,000","9036,000","2","platná",
"Z201824853","16.7.2018 16:48:44","47706911","ECO AIR, s.r.o.","Slovenská republika","7529,900","20,000","9035,880","1","platná",
"Z201824855","25.7.2018 14:35:48","45275939","Genius GPS, s.r.o.","Slovenská republika","70680,000","20,000","84816,000","1","platná",
"Z201824855","25.7.2018 15:08:06","46439692","SOLID plus s.r.o.","Slovenská republika","70933,000","20,000","85119,600","2","platná",
"Z201825153","16.7.2018 9:18:15","35763469","Slovak Telekom, a.s.","Slovenská republika","10700,000","20,000","12840,000","2","platná",
"Z201825153","16.7.2018 9:32:02","35697270","Orange Slovensko, a.s.","Slovenská republika","10699,990","20,000","12839,990","1","platná",
