"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z20229718","10.11.2022 19:07:45","33768897","PhDr. Gabriela Spišáková - Majster Papier","Slovenská republika","570,000","20,000","684,000","2","platná",
"Z20229718","11.11.2022 12:51:06","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","569,990","20,000","683,990","1","platná",
"Z20229755","7.11.2022 10:11:38","35843136","OfficeLand, s.r.o.","Slovenská republika","5225,000","20,000","6270,000","2","platná",
"Z20229755","7.11.2022 12:01:31","46178767","Domisoft s.r.o.","Slovenská republika","5166,000","20,000","6199,200","1","platná",
"Z20229755","11.11.2022 10:39:54","32627211","Tibor Varga TSV PAPIER","Slovenská republika","5235,000","20,000","6282,000","3","platná",
"Z202210678","8.11.2022 9:53:19","35758481","BAX PHARMA, s.r.o.","Slovenská republika","7056,000","10,000","7761,600","1","platná",
"Z202210704","8.11.2022 9:55:11","35758481","BAX PHARMA, s.r.o.","Slovenská republika","1540,000","10,000","1694,000","1","platná",
"Z202211201","3.11.2022 8:13:54","52654532","KIN.SKY s. r. o.","Slovenská republika","43,800","20,000","52,560","1","platná",
"Z202211201","3.11.2022 11:56:05","50687115","HENRYSO, s.r.o.","Slovenská republika","51,780","20,000","62,140","4","platná",
"Z202211249","3.11.2022 12:05:39","50687115","HENRYSO, s.r.o.","Slovenská republika","597,720","20,000","717,260","1","platná",
"Z202211624","6.11.2022 21:13:32","51153025","MARINI TRADE s.r.o.","Slovenská republika","28639,000","20,000","34366,800","4","platná",
"Z202211624","2.11.2022 16:57:20","370337075","Biuro Usług Technicznych Krzysztof Nowicki","Poľská republika","26999,990","10,000","29699,990","1","platná",
"Z202211680","3.11.2022 8:05:07","63073242","VWR International s.r.o.","Česká republika","5284,000","20,000","6340,800","1","platná",
"Z202211687","2.11.2022 11:50:15","50687115","HENRYSO, s.r.o.","Slovenská republika","89999,990","20,000","107999,990","2","platná",
"Z202211777","7.11.2022 11:11:02","35804262","NTT Slovakia s. r. o.","Slovenská republika","212600,000","20,000","255120,000","1","platná",
"Z202211823","16.11.2022 15:58:13","10842098","Milan Delinčák-Bukov veľkoobchod ovocie zelenina","Slovenská republika","33364,000","","39349,000","1","platná",
"Z202211823","17.11.2022 18:43:18","51636077","LAMRON s.r.o.","Slovenská republika","34600,000","","39790,000","2","platná",
"Z202211850","3.11.2022 8:36:27","50687115","HENRYSO, s.r.o.","Slovenská republika","750,000","20,000","900,000","1","platná",
"Z202211854","9.11.2022 12:03:58","48286621","airo, s. r. o.","Slovenská republika","20419,820","20,000","24503,780","1","platná",
"Z202211854","15.11.2022 8:33:35","36773760","ActiveNet, s.r.o.","Slovenská republika","20500,000","20,000","24600,000","2","platná",
"Z202211854","11.11.2022 11:36:44","31344194","JURIGA spol. s r. o.","Slovenská republika","20511,600","20,000","24613,920","3","platná",
"Z202211889","3.11.2022 11:42:13","35771917","Unicorn Systems SK s. r. o.","Slovenská republika","199000,000","20,000","238800,000","1","platná",
"Z202211898","3.11.2022 9:37:11","50687115","HENRYSO, s.r.o.","Slovenská republika","37999,910","20,000","45599,890","3","platná",
"Z202211898","3.11.2022 9:42:12","36013978","mediatip.sk, s. r. o.","Slovenská republika","37991,970","20,000","45590,370","","stiahnutá",
"Z202211898","3.11.2022 9:42:57","36013978","mediatip.sk, s. r. o.","Slovenská republika","37999,970","20,000","45599,970","4","platná",
"Z202211898","2.11.2022 16:55:30","35692715","AGEM Computers, spol. s r. o.","Slovenská republika","37998,000","20,000","45597,600","1","platná",
"Z202211906","3.11.2022 11:46:43","35740710","Nelux, s.r.o.","Slovenská republika","172000,000","20,000","206400,000","2","platná",
"Z202211906","7.11.2022 8:25:57","50228889","HD energy, s.r.o.","Slovenská republika","171500,000","20,000","205800,000","","stiahnutá",
"Z202211906","7.11.2022 8:44:58","50228889","HD energy, s.r.o.","Slovenská republika","171500,000","20,000","205800,000","1","platná",
"Z202211926","3.11.2022 10:50:01","50687115","HENRYSO, s.r.o.","Slovenská republika","2539,910","20,000","3047,890","3","platná",
"Z202211926","2.11.2022 2:26:19","46532617","CHANGE COMPUTER s. r. o.","Slovenská republika","2768,180","10,000","3045,000","1","platná",
"Z202211938","2.11.2022 7:36:35","36783561","R-COMP, s.r.o.","Slovenská republika","950,000","20,000","1140,000","2","platná",
