"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z201646783","19.6.2017 12:34:06","31570364","MIKONA s.r.o.","Slovenská republika","809,000","","","1","platná",
"Z201716612","30.6.2017 14:42:09","36428353","Železiarstvo HAMMER, s.r.o.","Slovenská republika","195777,000","20,000","234932,400","4","platná",
"Z201716612","30.6.2017 14:50:08","43902138","WARGAS s.r.o. ","Slovenská republika","195250,000","20,000","234300,000","3","platná",
"Z201716612","30.6.2017 14:54:05","35684020","ANIROLL spol. s.r.o.","Slovenská republika","195199,000","20,000","234238,800","2","platná",
"Z201716612","30.6.2017 15:07:55","46771158","EURONAL s. r. o. ","Slovenská republika","194785,000","20,000","233742,000","1","platná",
"Z201720990","13.6.2017 15:56:49","31565531","IMI TRADE s.r.o. ","Slovenská republika","13800,000","20,000","16560,000","7","platná",
"Z201720990","13.6.2017 18:35:36","35777885","Hauerland spol. s r.o.","Slovenská republika","13799,000","20,000","16558,800","6","platná",
"Z201720990","13.6.2017 19:07:50","36777455","DMC, s.r.o.","Slovenská republika","13798,000","20,000","16557,600","5","platná",
"Z201720990","14.6.2017 9:44:57","46520201","Cherry Promotion, s.r.o.","Slovenská republika","13750,000","20,000","16500,000","4","platná",
"Z201720990","14.6.2017 13:51:31","46979689","LVC s.r.o.","Slovenská republika","13333,000","20,000","15999,600","3","platná",
"Z201720990","14.6.2017 13:59:39","35845821","FIBI, s.r.o.","Slovenská republika","13000,000","20,000","15600,000","2","platná",
"Z201720990","14.6.2017 13:59:44","35810122","REPRE s.r.o.","Slovenská republika","12916,670","20,000","15500,010","1","platná",
"Z201721122","2.6.2017 9:55:32","00683264","INTEC PHARMA s.r.o.","Slovenská republika","45330,000","10,000","49863,000","1","platná",
"Z201721640","5.6.2017 14:55:41","26143097","DCIT, a.s.","Česká republika","151550,000","","151550,000","1","platná",
"Z201721868","1.6.2017 7:56:17","36605735","Sokol trade spol. s r.o.","Slovenská republika","58000,000","20,000","69600,000","3","platná",
"Z201721868","1.6.2017 10:29:49","17317282","STRABAG s.r.o.","Slovenská republika","58010,000","20,000","69612,000","6","platná",
"Z201721868","1.6.2017 16:46:21","46897992","CESTY KOŠICE s.r.o.","Slovenská republika","58009,000","20,000","69610,800","5","platná",
"Z201721868","2.6.2017 8:21:44","31685226","REKOM - Košice s.r.o.","Slovenská republika","58008,000","20,000","69609,600","4","platná",
"Z201721868","2.6.2017 8:39:35","36449717","EKO SVIP, s.r.o.","Slovenská republika","58250,000","20,000","69900,000","7","platná",
"Z201721868","2.6.2017 8:44:54","36770396","FEDAN s.r.o.","Slovenská republika","57143,000","20,000","68571,600","1","platná",
"Z201721868","2.6.2017 8:59:39","31651518","EUROVIA SK, a.s.","Slovenská republika","57400,000","20,000","68880,000","2","platná",
"Z201722466","1.6.2017 14:34:06","36569101","EM-Tech s.r.o.","Slovenská republika","1300,000","20,000","1560,000","2","platná",
"Z201722466","5.6.2017 12:32:08","44462905","Klima LG, s. r. o.","Slovenská republika","1280,000","20,000","1536,000","1","platná",
"Z201722488","1.6.2017 8:49:58","50616617","Setop, s.r.o.","Slovenská republika","129599,000","20,000","155518,800","3","platná",
