"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z20229243","5.10.2022 8:29:31","31703186","SOS electronic s.r.o.","Slovenská republika","2955,000","20,000","3546,000","1","platná",
"Z20229243","3.10.2022 9:42:27","46729445","IGGY-TRADE s.r.o.","Slovenská republika","2959,160","20,000","3550,990","3","platná",
"Z20229243","3.10.2022 9:20:30","44818939","MERTEC, s.r.o.","Slovenská republika","2959,000","20,000","3550,800","2","platná",
"Z20229247","5.10.2022 13:51:43","51979772","EPION s.r.o.","Slovenská republika","12917,300","","15108,170","1","platná",
"Z20229247","5.10.2022 8:29:57","47719150","Perfect Distribution a. s. - organizačná zložka","Slovenská republika","13053,960","","15119,090","2","platná",
"Z20229249","5.10.2022 8:10:08","51979772","EPION s.r.o.","Slovenská republika","24001,000","20,000","28801,200","3","platná",
"Z20229249","5.10.2022 8:11:55","47719150","Perfect Distribution a. s. - organizačná zložka","Slovenská republika","23821,200","","28289,520","2","platná",
"Z20229249","4.10.2022 19:56:43","34137921","Teleflex Medical, s.r.o.","Slovenská republika","24091,000","","28803,380","4","platná",
"Z20229458","2.10.2022 22:07:55","47462752","SLOVAKIA TEX s.r.o.","Slovenská republika","1631,750","20,000","1958,100","1","platná",
"Z20229591","3.10.2022 20:24:34","36257826","EXPYRO, s.r.o.","Slovenská republika","4000,000","20,000","4800,000","1","platná",
"Z20229717","7.10.2022 8:12:41","36040461","Team TENEX s.r.o.","Slovenská republika","4625,000","20,000","5550,000","3","platná",
"Z20229717","10.10.2022 8:54:49","33768897","PhDr. Gabriela Spišáková - Majster Papier","Slovenská republika","4621,000","20,000","5545,200","2","platná",
"Z20229717","10.10.2022 8:02:52","36284238","LEON global s.r.o.","Slovenská republika","4620,000","20,000","5544,000","1","platná",
"Z20229723","5.10.2022 10:04:44","47067268","CryoChem Slovakia s.r.o.","Slovenská republika","1665,900","20,000","1999,080","1","platná",
"Z20229796","25.10.2022 15:30:26","36638404","ULTRAMED s.r.o.","Slovenská republika","62500,000","20,000","75000,000","1","platná",
"Z20229810","5.10.2022 10:28:11","54004829","Vanessa Lašutová","Slovenská republika","1408,500","","1408,500","1","platná",
"Z20229837","3.10.2022 9:45:26","51662787","KASON, s.r.o.","Slovenská republika","1553,320","20,000","1863,980","2","platná",
"Z20229837","3.10.2022 8:17:12","41751477","Martin Gall - MG COMP","Slovenská republika","1553,000","20,000","1863,600","1","platná",
"Z20229883","3.10.2022 7:55:31","31352839","PRAGOLAB s.r.o. ","Slovenská republika","17269,000","20,000","20722,800","1","platná",
"Z20229888","3.10.2022 1:19:16","47411848","L&L TEXTILE SERVICE ,s.r.o.","Slovenská republika","1332,000","","1332,000","1","platná",
"Z20229961","18.10.2022 15:04:25","51449153","KÚN s.r.o","Slovenská republika","22727,000","","25196,000","1","platná",
"Z20229986","2.10.2022 21:29:47","51662787","KASON, s.r.o.","Slovenská republika","1665,810","20,000","1998,970","2","platná",
"Z20229986","2.10.2022 21:26:18","51662787","KASON, s.r.o.","Slovenská republika","1388,110","20,000","1665,730","","stiahnutá",
"Z202210001","12.10.2022 8:24:02","36631906","ZOFF, spol.s r.o.","Slovenská republika","26036,850","20,000","31244,220","2","platná",
"Z202210001","11.10.2022 22:17:57","54004829","Vanessa Lašutová","Slovenská republika","31244,000","","31244,000","1","platná",
"Z202210023","4.10.2022 18:15:34","46178767","Domisoft s.r.o.","Slovenská republika","26280,000","20,000","31536,000","3","platná",
"Z202210023","5.10.2022 9:39:47","31331131","Štatistické a evidenčné vydavateľstvo tlačív, a.s.","Slovenská republika","26273,250","20,000","31527,900","2","platná",
"Z202210023","5.10.2022 9:44:12","36880574","Ing. Peter Gerši - GC Tech.","Slovenská republika","26273,000","20,000","31527,600","1","platná",
"Z202210056","3.10.2022 13:08:45","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","56980,740","10,000","62678,820","1","platná",
"Z202210068","4.10.2022 11:58:02","35774720","I.S.D.D. plus, s.r.o.","Slovenská republika","137450,000","20,000","164940,000","2","platná",
"Z202210068","3.10.2022 14:18:38","36301621","BSC Line, s.r.o.","Slovenská republika","137515,000","20,000","165018,000","3","platná",
"Z202210068","4.10.2022 11:33:00","52581357","BNK Solution s.r.o.","Slovenská republika","137400,000","20,000","164880,000","1","platná",
"Z202210082","2.10.2022 22:14:02","51662787","KASON, s.r.o.","Slovenská republika","159,830","20,000","191,800","1","platná",
"Z202210098","10.10.2022 9:39:51","51662787","KASON, s.r.o.","Slovenská republika","2450,000","20,000","2940,000","1","platná",
"Z202210102","5.10.2022 8:32:35","47719150","Perfect Distribution a. s. - organizačná zložka","Slovenská republika","11666,670","20,000","14000,010","2","platná",
"Z202210102","3.10.2022 20:55:38","34137921","Teleflex Medical, s.r.o.","Slovenská republika","11690,000","20,000","14028,000","3","platná",
"Z202210104","3.10.2022 8:14:24","35903783","microform, s.r.o.","Slovenská republika","124680,000","20,000","149616,000","1","platná",
"Z202210106","5.10.2022 8:41:55","31589561","VIDRA a spol. s.r.o.","Slovenská republika","5972,500","","7167,000","3","platná",
"Z202210106","5.10.2022 8:52:27","51979772","EPION s.r.o.","Slovenská republika","5865,300","","6781,480","1","platná",
"Z202210106","5.10.2022 8:18:58","47719150","Perfect Distribution a. s. - organizačná zložka","Slovenská republika","6251,400","","7167,240","4","platná",
"Z202210108","5.10.2022 8:26:38","47719150","Perfect Distribution a. s. - organizačná zložka","Slovenská republika","8618,180","10,000","9480,000","2","platná",
"Z202210108","4.10.2022 16:36:38","36748269","Medishop Slovakia, s.r.o.","Slovenská republika","8649,000","10,000","9513,900","3","platná",
"Z202210108","5.10.2022 9:44:10","51979772","EPION s.r.o.","Slovenská republika","8608,600","","9469,460","1","platná",
"Z202210109","5.10.2022 12:50:51","51979772","EPION s.r.o.","Slovenská republika","10416,920","","12089,800","1","platná",
"Z202210109","5.10.2022 8:22:26","47719150","Perfect Distribution a. s. - organizačná zložka","Slovenská republika","10600,360","","12097,740","2","platná",
"Z202210123","4.10.2022 9:04:24","51153025","MARINI TRADE s.r.o.","Slovenská republika","37500,000","20,000","45000,000","2","platná",
