"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z202314267","1/10/2024 9:34:49 AM","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","26184.000","20.000","31420.800","1","platná",
"Z202314361","1/2/2024 8:54:41 AM","31719236","Domäsko s.r.o.","Slovenská republika","21099.760","","24057.420","4","platná",
"Z202314361","1/2/2024 5:41:06 PM","36473219","CIMBAĽÁK s.r.o.","Slovenská republika","21987.000","","24058.000","5","platná",
"Z202314361","1/3/2024 11:34:42 AM","36773123","TAURIS, a.s.","Slovenská republika","20185.970","","22855.560","1","platná",
"Z202314412","1/2/2024 12:51:23 PM","50687115","HENRYSO, s.r.o.","Slovenská republika","2498.990","20.000","2998.790","4","platná",
"Z202314412","1/3/2024 10:58:24 AM","36396222","Aricoma Systems s.r.o.","Slovenská republika","2498.980","20.000","2998.780","3","platná",
"Z202314412","1/8/2024 3:19:40 PM","45310106","COPY PRINT GROUP, a.s.","Slovenská republika","2498.440","20.000","2998.130","1","platná",
"Z202314412","1/9/2024 8:42:22 AM","53706587","LIsyst s.r.o.","Slovenská republika","2498.950","20.000","2998.740","2","platná",
"Z202314422","1/3/2024 2:27:55 PM","35710691","Lamitec, spol. s r.o.","Slovenská republika","68329.160","20.000","81994.990","4","platná",
"Z202314422","1/3/2024 4:32:07 PM","33768897","PhDr. Gabriela Spišáková - Majster Papier","Slovenská republika","68000.000","20.000","81600.000","3","platná",
"Z202314422","1/4/2024 9:37:47 AM","53898834","VHM Corp s. r. o.","Slovenská republika","67900.000","20.000","81480.000","1","platná",
"Z202314422","1/3/2024 9:59:22 AM","52700763","RAMOTECH s. r. o.","Slovenská republika","67916.000","20.000","81499.200","2","platná",
"Z202314422","1/3/2024 10:19:30 AM","31344194","JURIGA spol. s r. o.","Slovenská republika","68333.320","20.000","81999.980","5","platná",
"Z202314423","1/9/2024 8:15:08 AM","14268035","Vladimír Janičina ELKO","Slovenská republika","1837.960","20.000","2205.550","1","platná",
"Z202314463","1/9/2024 8:50:14 AM","36547654","BEGA, s.r.o.","Slovenská republika","6000.000","20.000","7200.000","1","platná",
"Z202314483","1/5/2024 8:51:23 AM","53314832","CNCteam, s.r.o.","Slovenská republika","7200.000","10.000","7920.000","1","platná",
"Z202314483","1/8/2024 10:47:29 AM","36777455","DMC, s.r.o.","Slovenská republika","6677.000","20.000","8012.400","4","platná",
"Z202314483","1/8/2024 11:25:57 AM","47354232","ALINEA s.r.o.","Slovenská republika","6670.000","20.000","8004.000","3","platná",
"Z202314483","1/8/2024 11:48:23 AM","35777885","Hauerland spol. s r.o.","Slovenská republika","6669.000","20.000","8002.800","2","platná",
"Z202314494","1/8/2024 10:45:28 AM","36390356","JAMEL FASHION s.r.o.","Slovenská republika","63000.000","20.000","75600.000","2","platná",
