"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z2023168","10.3.2023 16:31:07","47596783","4digital s. r. o.","Slovenská republika","17273,420","20,000","20728,100","2","platná",
"Z2023168","13.3.2023 14:01:45","50649361","Xtreme.sk s. r. o.","Slovenská republika","17255,000","20,000","20706,000","1","platná",
"Z2023899","6.3.2023 8:29:35","31559123","KSR - Kameňolomy SR, s.r.o.","Slovenská republika","19241,650","20,000","23089,980","1","platná",
"Z2023899","3.3.2023 10:55:05","36574988","EUROVIA - Kameňolomy, s.r.o.","Slovenská republika","19244,000","20,000","23092,800","2","platná",
"Z20231081","13.3.2023 10:36:43","48257591","IXPERTA s. r. o., organizačná zložka","Slovenská republika","128126,540","20,000","153751,850","1","platná",
"Z20231122","2.3.2023 10:33:02","52081061","HS technology s.r.o.","Slovenská republika","45479,910","20,000","54575,890","3","platná",
"Z20231128","1.3.2023 13:02:55","45331324","EGC, s.r.o.","Slovenská republika","103422,000","20,000","124106,400","4","platná",
"Z20231128","2.3.2023 8:25:50","36634760","BBC Systém s.r.o.","Slovenská republika","102900,000","20,000","123480,000","2","platná",
"Z20231128","2.3.2023 7:48:47","36851264","ELKOPLAST Slovakia s.r.o.","Slovenská republika","103420,000","20,000","124104,000","3","platná",
"Z20231128","2.3.2023 8:41:31","44063725","MARTEL Trade s.r.o.","Slovenská republika","102420,000","20,000","122904,000","1","platná",
"Z20231128","2.3.2023 8:33:36","44063725","MARTEL Trade s.r.o.","Slovenská republika","99420,000","20,000","119304,000","","stiahnutá",
"Z20231134","13.3.2023 13:35:40","31373861","Linde Gas s. r. o.","Slovenská republika","214799,000","20,000","257758,800","2","platná",
"Z20231147","3.3.2023 9:40:59","36365556","LABO - SK, s.r.o.","Slovenská republika","141224,000","","166424,000","2","platná",
"Z20231147","3.3.2023 12:47:51","35768444","BIOTECH s.r.o.","Slovenská republika","140934,200","","166420,000","1","platná",
"Z20231174","2.3.2023 12:10:49","36815799","Vision IT Solutions, a. s.","Slovenská republika","58230,000","20,000","69876,000","1","platná",
"Z20231189","2.3.2023 7:53:33","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","606,970","10,000","667,670","1","platná",
"Z20231190","2.3.2023 9:17:30","34113924","MED - ART, spol. s r.o.","Slovenská republika","1583,450","10,000","1741,800","1","platná",
"Z20231190","2.3.2023 7:58:26","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","1583,460","10,000","1741,810","2","platná",
"Z20231193","1.3.2023 15:45:07","25550250","PANEP s.r.o.","Česká republika","34912,340","","39013,000","1","platná",
"Z20231204","2.3.2023 9:45:52","35874112","Nilfisk s.r.o.","Slovenská republika","3200,000","20,000","3840,000","2","platná",
"Z20231204","1.3.2023 12:51:03","35904500","MONTES SK, s.r.o.","Slovenská republika","5199,000","20,000","6238,800","","stiahnutá",
