"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z2021543","30.9.2021 18:27:58","36365556","LABO - SK, s.r.o.","Slovenská republika","92170,000","","110594,000","2","platná",
"Z202116993","22.9.2021 13:22:37","36409022","UNICAR, s.r.o.","Slovenská republika","10462,500","20,000","12555,000","1","platná",
"Z202117001","2.9.2021 11:43:15","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","233,190","20,000","279,830","2","platná",
"Z202117001","2.9.2021 21:40:35","41751477","Martin Gall - MG COMP","Slovenská republika","230,000","20,000","276,000","1","platná",
"Z202117077","2.9.2021 8:58:51","35743565","MAGNA ENERGIA a.s.","Slovenská republika","190485,020","20,000","228582,020","1","platná",
"Z202117270","2.9.2021 8:19:03","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","69899,750","20,000","83879,700","4","platná",
"Z202117282","2.9.2021 14:28:15","35710691","Lamitec, spol. s r.o.","Slovenská republika","2166,630","20,000","2599,960","3","platná",
"Z202117299","23.9.2021 10:56:58","31410952","MICROCOMP - Computersystém s r.o.","Slovenská republika","11272,000","20,000","13526,400","1","platná",
"Z202117299","23.9.2021 13:13:07","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","11781,430","20,000","14137,720","5","platná",
"Z202117299","22.9.2021 10:55:55","53706587","LIsyst s.r.o.","Slovenská republika","11748,330","20,000","14098,000","2","platná",
"Z202117299","22.9.2021 8:15:38","36487104","Next Team, s.r.o.","Slovenská republika","11749,000","20,000","14098,800","3","platná",
"Z202117299","23.9.2021 7:35:00","45310106","COPY PRINT GROUP, a.s.","Slovenská republika","11750,000","20,000","14100,000","4","platná",
"Z202117306","23.9.2021 11:32:27","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","78163,610","20,000","93796,330","4","platná",
"Z202117306","21.9.2021 15:48:51","31410952","MICROCOMP - Computersystém s r.o.","Slovenská republika","68915,000","20,000","82698,000","1","platná",
"Z202117306","21.9.2021 16:00:35","35810734","DATALAN, a.s.","Slovenská republika","75000,000","20,000","90000,000","3","platná",
"Z202117306","23.9.2021 12:59:12","31365078","PosAm, spol. s r.o.","Slovenská republika","74800,000","20,000","89760,000","2","platná",
"Z202117310","23.9.2021 9:26:32","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","20188,500","20,000","24226,200","8","platná",
"Z202117310","23.9.2021 13:58:14","46010301","ACTE, s. r. o.","Slovenská republika","16050,000","20,000","19260,000","2","platná",
"Z202117310","21.9.2021 14:53:52","35810408","CNC, a.s.","Slovenská republika","19850,000","20,000","23820,000","4","platná",
"Z202117310","12.9.2021 21:57:27","46450424","WDS Solutions s. r. o.","Slovenská republika","20100,000","20,000","24120,000","6","platná",
"Z202117310","21.9.2021 16:03:50","31410952","MICROCOMP - Computersystém s r.o.","Slovenská republika","8373,000","20,000","10047,600","1","platná",
"Z202117310","14.9.2021 16:33:47","35810734","DATALAN, a.s.","Slovenská republika","20000,000","20,000","24000,000","5","platná",
"Z202117310","16.9.2021 8:46:13","44989709","eGroup Solutions, a. s. ","Slovenská republika","17736,000","20,000","21283,200","3","platná",
"Z202117310","17.9.2021 9:10:30","31318347","SOFOS, a. s.","Slovenská republika","20150,000","20,000","24180,000","7","platná",
"Z202117398","3.9.2021 8:09:45","35755989","LASER servis, spol. s.r.o. ","Slovenská republika","1946,020","20,000","2335,220","3","platná",
"Z202117398","3.9.2021 9:46:14","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","1946,370","20,000","2335,650","4","platná",
"Z202117429","6.9.2021 11:54:44","35810734","DATALAN, a.s.","Slovenská republika","140000,000","20,000","168000,000","2","platná",
"Z202117429","6.9.2021 11:54:47","35955678","SOITRON, s.r.o.","Slovenská republika","114485,840","20,000","137383,010","1","platná",
"Z202117435","30.9.2021 10:26:54","31396623","PYRA, spol. s r.o.","Slovenská republika","6000,000","20,000","7200,000","1","platná",
"Z202117436","29.9.2021 13:27:34","36010481","SYNTCHEM, spol. s r.o.","Slovenská republika","14400,000","20,000","17280,000","1","platná",
"Z202117439","2.9.2021 7:30:44","31363822","ARES, spol. s r.o.","Slovenská republika","4000,000","20,000","4800,000","2","platná",
"Z202117439","2.9.2021 9:59:15","35825162","VEP - VÝŤAHY, ESKALÁTORY, PLOŠINY, s.r.o.","Slovenská republika","3960,000","20,000","4752,000","1","platná",
"Z202117452","3.9.2021 10:56:33","33165076","Martin Krajčovič - M & J Trade","Slovenská republika","64994,500","20,000","77993,400","2","platná",
"Z202117452","3.9.2021 23:01:38","36740471","Medsol Slovakia s.r.o.","Slovenská republika","64993,000","20,000","77991,600","1","platná",
"Z202117452","2.9.2021 10:04:56","35730854","Fénix Bratislava, spol. s r.o.","Slovenská republika","64995,000","20,000","77994,000","3","platná",
"Z202117463","6.9.2021 9:25:46","31347827","Lohmann & Rauscher, s.r.o.","Slovenská republika","83324,000","20,000","99988,800","7","platná",
"Z202117463","7.9.2021 8:34:21","47358203","PharmaComp s.r.o.","Slovenská republika","83000,000","20,000","99600,000","6","platná",
"Z202117463","7.9.2021 8:40:37","36675148","LUMAX, s. r. o. ","Slovenská republika","82999,000","20,000","99598,800","5","platná",
"Z202117463","6.9.2021 22:42:36","33126500","Ing. Ladislav Ivanics  IL - MED","Slovenská republika","82000,000","20,000","98400,000","2","platná",
"Z202117463","7.9.2021 8:47:01","47609184","abdex Slovakia s.r.o.","Slovenská republika","82500,000","20,000","99000,000","3","platná",
"Z202117463","7.9.2021 8:28:08","47719150","Perfect Distribution a. s. - organizačná zložka","Slovenská republika","82916,660","20,000","99499,990","4","platná",
"Z202117463","5.9.2021 6:55:45","33126500","Ing. Ladislav Ivanics  IL - MED","Slovenská republika","88888,000","20,000","106665,600","","stiahnutá",
"Z202117470","6.9.2021 6:38:55","53103092","Mário Drahoš","Slovenská republika","320,000","20,000","384,000","2","platná",
"Z202117470","6.9.2021 8:53:00","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","319,900","20,000","383,880","1","platná",
"Z202117481","3.9.2021 9:35:01","35904500","MONTES SK, s.r.o.","Slovenská republika","3991,000","20,000","4789,200","1","platná",
"Z202117481","8.9.2021 15:25:05","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","4583,310","20,000","5499,970","5","platná",
"Z202117483","2.9.2021 8:23:08","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","112605,000","20,000","135126,000","3","platná",
"Z202117493","2.9.2021 10:14:23","31399088","Ultra Print, s.r.o.","Slovenská republika","29500,000","","33300,000","3","platná",
"Z202117493","2.9.2021 11:07:23","35736534","Bittner print s.r.o. ","Slovenská republika","30000,000","","33100,000","2","platná",
"Z202117496","2.9.2021 11:37:02","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5041,310","20,000","6049,570","9","platná",
"Z202117496","3.9.2021 10:28:59","36671134","PERFORMANCE, s.r.o.","Slovenská republika","4999,240","20,000","5999,090","2","platná",
"Z202117496","8.9.2021 14:47:59","45310106","COPY PRINT GROUP, a.s.","Slovenská republika","5041,290","20,000","6049,550","8","platná",
"Z202117496","2.9.2021 9:31:41","53706587","LIsyst s.r.o.","Slovenská republika","5039,000","20,000","6046,800","6","platná",
"Z202117496","2.9.2021 10:44:13","44743289","smartCAD s.r.o.","Slovenská republika","5000,000","20,000","6000,000","3","platná",
"Z202117496","2.9.2021 9:43:30","53598385","Confera, s.r.o.","Slovenská republika","5040,000","20,000","6048,000","7","platná",
"Z202117496","2.9.2021 10:54:46","47412534","SERVISUJEM, s. r. o.","Slovenská republika","4900,000","20,000","5880,000","1","platná",
"Z202117496","13.9.2021 15:28:07","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","5041,330","20,000","6049,600","10","platná",
"Z202117496","14.9.2021 11:59:40","44101945","PROMA Technology, s. r. o.","Slovenská republika","5038,000","20,000","6045,600","5","platná",
"Z202117496","13.9.2021 15:10:51","41751477","Martin Gall - MG COMP","Slovenská republika","5018,330","20,000","6022,000","4","platná",
"Z202117523","6.9.2021 13:40:44","44801777","TOWDY s. r. o.","Slovenská republika","129691,000","20,000","155629,200","2","platná",
"Z202117523","7.9.2021 14:22:55","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","129691,970","20,000","155630,370","3","platná",
"Z202117524","9.9.2021 10:58:09","53706587","LIsyst s.r.o.","Slovenská republika","2075,000","20,000","2490,000","1","platná",
"Z202117524","9.9.2021 10:11:56","41751477","Martin Gall - MG COMP","Slovenská republika","2080,000","20,000","2496,000","2","platná",
"Z202117527","3.9.2021 15:21:17","51731606","Life M SK s.r.o.","Slovenská republika","100,800","20,000","120,960","1","platná",
"Z202117529","3.9.2021 9:02:37","45238553","Metrohm Slovensko, s. r. o.","Slovenská republika","3540,000","20,000","4248,000","1","platná",
"Z202117535","8.9.2021 8:22:33","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","250,000","20,000","300,000","1","platná",
"Z202117536","6.9.2021 0:45:39","36428817","TurTel s.r.o.","Slovenská republika","1750,000","20,000","2100,000","1","platná",
"Z202117536","3.9.2021 12:22:38","53706587","LIsyst s.r.o.","Slovenská republika","1758,000","20,000","2109,600","2","platná",
"Z202117544","3.9.2021 12:20:15","53706587","LIsyst s.r.o.","Slovenská republika","832,800","20,000","999,360","1","platná",
"Z202117544","2.9.2021 14:25:24","51055724","GIEGO s.r.o.","Slovenská republika","832,990","20,000","999,590","2","platná",
"Z202117553","22.9.2021 23:48:47","36180726","MCN s.r.o.","Slovenská republika","6999,000","20,000","8398,800","1","platná",
"Z202117553","24.9.2021 8:40:58","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","7000,000","20,000","8400,000","2","platná",
"Z202117565","6.9.2021 8:22:24","50963791","FERMAT SK s.r.o.","Slovenská republika","2550,000","20,000","3060,000","1","platná",
"Z202117570","7.9.2021 8:53:03","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","4149,910","20,000","4979,890","5","platná",
"Z202117570","7.9.2021 9:58:31","53706587","LIsyst s.r.o.","Slovenská republika","4140,000","20,000","4968,000","4","platná",
"Z202117571","2.9.2021 8:45:33","36391000","DOXX - Stravné lístky, spol. s r.o.","Slovenská republika","10349,990","","10349,990","2","platná",
"Z202117571","2.9.2021 10:39:37","52005551","Ticket Service, s.r.o.","Slovenská republika","10348,970","","10348,970","1","platná",
"Z202117576","8.9.2021 10:57:00","31399088","Ultra Print, s.r.o.","Slovenská republika","1340,000","","1495,000","4","platná",
"Z202117576","8.9.2021 10:49:01","35736534","Bittner print s.r.o. ","Slovenská republika","1300,000","10,000","1430,000","3","platná",
"Z202117577","2.9.2021 9:13:38","36022331","NABIMEX, s.r.o.","Slovenská republika","1211,490","20,000","1453,790","1","platná",
"Z202117578","8.9.2021 14:33:38","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","2099,990","20,000","2519,990","1","platná",
"Z202117579","3.9.2021 16:01:51","36365556","LABO - SK, s.r.o.","Slovenská republika","2396,000","20,000","2875,200","1","platná",
"Z202117581","2.9.2021 8:34:41","31560270","A.R.S. spol. s r.o.","Slovenská republika","590,000","20,000","708,000","1","platná",
"Z202117584","7.9.2021 7:36:22","35873647","KIA Bratislava s.r.o.","Slovenská republika","136550,000","20,000","163860,000","1","platná",
"Z202117584","7.9.2021 8:59:16","31607713","SECO AUTOTRANS s.r.o.","Slovenská republika","150000,000","20,000","180000,000","2","platná",
"Z202117584","7.9.2021 8:49:01","35728311","AUTOPOLIS, a.s.","Slovenská republika","155362,500","20,000","186435,000","4","platná",
"Z202117584","6.9.2021 10:47:55","31600115","IMPA Žilina, s.r.o. ","Slovenská republika","155360,000","20,000","186432,000","3","platná",
"Z202117591","7.9.2021 15:03:17","36396222","AUTOCONT s.r.o.","Slovenská republika","8968,000","20,000","10761,600","6","platná",
"Z202117591","8.9.2021 12:44:55","46928073","Synergon, a.s.","Slovenská republika","8959,600","20,000","10751,520","4","platná",
"Z202117591","6.9.2021 13:27:27","44989709","eGroup Solutions, a. s. ","Slovenská republika","8958,000","20,000","10749,600","3","platná",
"Z202117591","9.9.2021 10:32:25","48286621","airo, s. r. o.","Slovenská republika","8967,000","20,000","10760,400","5","platná",
"Z202117591","9.9.2021 10:58:30","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","8969,530","20,000","10763,440","7","platná",
"Z202117593","13.9.2021 10:27:05","47454547","MONASTER, s.r.o.","Slovenská republika","60838,230","20,000","73005,880","2","platná",
"Z202117593","13.9.2021 12:05:28","30346461","Ing. Miroslav Vančo MIVASOFT","Slovenská republika","60838,220","20,000","73005,860","1","platná",
"Z202117601","8.9.2021 16:00:39","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","7699,910","20,000","9239,890","5","platná",
"Z202117601","9.9.2021 8:23:53","36783561","R-COMP, s.r.o.","Slovenská republika","7499,000","20,000","8998,800","2","platná",
"Z202117601","9.9.2021 11:59:43","44101945","PROMA Technology, s. r. o.","Slovenská republika","7490,000","20,000","8988,000","1","platná",
"Z202117609","3.9.2021 8:38:20","44801777","TOWDY s. r. o.","Slovenská republika","9273,000","20,000","11127,600","1","platná",
"Z202117609","6.9.2021 7:10:29","35755989","LASER servis, spol. s.r.o. ","Slovenská republika","9273,160","20,000","11127,790","3","platná",
"Z202117609","6.9.2021 8:15:48","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","9273,150","20,000","11127,780","2","platná",
"Z202117621","3.9.2021 16:02:53","36365556","LABO - SK, s.r.o.","Slovenská republika","98425,000","20,000","118110,000","1","platná",
"Z202117636","6.9.2021 12:31:55","00602175","TIMED, s.r.o. ","Slovenská republika","24790,500","20,000","29748,600","1","platná",
"Z202117636","6.9.2021 10:24:03","47825910","CS Medical s.r.o.","Slovenská republika","24794,000","20,000","29752,800","2","platná",
