"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z201647132","7.2.2017 17:02:12","41447620","Peter Tkáč - Axet","Slovenská republika","180,000","20,000","216,000","3","platná",
"Z201647132","8.2.2017 9:59:12","31344194","JURIGA spol. s r. o.","Slovenská republika","179,990","20,000","215,990","2","platná",
"Z201647132","8.2.2017 10:53:11","31324932","EUROPEA group, spol. s r.o.","Slovenská republika","179,980","20,000","215,980","1","platná",
"Z2017371","20.2.2017 8:29:04","36650641","Anatex, s.r.o.","Slovenská republika","87975,000","20,000","105570,000","9","platná",
"Z2017371","20.2.2017 8:59:54","31347177","REDA s.r.o.","Slovenská republika","60000,000","20,000","72000,000","1","platná",
"Z2017371","20.2.2017 8:59:50","34112642","AGENTÚRA INA, spoločnosť s ručením obmedzeným","Slovenská republika","82500,000","20,000","99000,000","6","platná",
"Z2017371","20.2.2017 8:59:53","46323546","OFFICE STAR, s.r.o.","Slovenská republika","74888,880","20,000","89866,660","4","platná",
"Z2017371","17.2.2017 15:35:31","44149891","BOSS TIMER SK, s. r. o. ","Slovenská republika","90000,000","20,000","108000,000","10","platná",
"Z2017371","17.2.2017 15:44:29","31565531","IMI TRADE s.r.o. ","Slovenská republika","96700,000","20,000","116040,000","11","platná",
"Z2017371","20.2.2017 8:59:33","35777885","Hauerland spol. s r.o.","Slovenská republika","69900,000","20,000","83880,000","2","platná",
"Z2017371","20.2.2017 8:23:00","35698586","DOLIS s.r.o.","Slovenská republika","87970,000","20,000","105564,000","8","platná",
"Z2017371","20.2.2017 8:58:57","46675477","LM reklama s.r.o.","Slovenská republika","81000,000","20,000","97200,000","5","platná",
"Z2017371","20.2.2017 8:59:56","35845821","FIBI, s.r.o.","Slovenská republika","83000,000","20,000","99600,000","7","platná",
"Z2017371","20.2.2017 8:52:46","46055452","Wallet, s. r. o. ","Slovenská republika","98250,000","20,000","117900,000","12","platná",
"Z2017371","20.2.2017 8:59:52","46520201","Cherry Promotion, s.r.o.","Slovenská republika","74000,000","20,000","88800,000","3","platná",
"Z2017498","3.2.2017 9:59:51","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","8302,000","20,000","9962,400","3","platná",
"Z2017498","3.2.2017 9:59:53","31344194","JURIGA spol. s r. o.","Slovenská republika","8294,000","20,000","9952,800","2","platná",
"Z2017498","2.2.2017 11:51:00","47377593","SG-GS, s.r.o.","Slovenská republika","8999,000","","8999,000","7","platná",
"Z2017498","3.2.2017 9:59:48","34098861","DISKUS, s.r.o.","Slovenská republika","7797,000","20,000","9356,400","1","platná",
"Z2017498","3.2.2017 9:59:53","44801777","TOWDY s. r. o.","Slovenská republika","8307,000","20,000","9968,400","4","platná",
"Z20171822","3.2.2017 9:59:53","45515085","Systeming, s.r.o.","Slovenská republika","57900,000","20,000","69480,000","4","platná",
"Z20171822","1.2.2017 12:31:19","17335281","M. F. TEAM spol. s r.o.","Slovenská republika","97875,000","20,000","117450,000","10","platná",
"Z20171822","3.2.2017 9:59:57","35802286","MOVYS, a.s.","Slovenská republika","50916,000","20,000","61099,200","3","platná",
"Z20171822","3.2.2017 9:59:33","36519901","KLIMA TREND, spol. s r.o.","Slovenská republika","86999,000","20,000","104398,800","8","platná",
"Z20171822","3.2.2017 9:59:36","35824662","VOKS s.r.o.","Slovenská republika","48400,000","20,000","58080,000","2","platná",
"Z20171822","3.2.2017 9:59:33","31611788","Skanska SK a.s.","Slovenská republika","79900,000","20,000","95880,000","7","platná",
"Z20171822","3.2.2017 9:56:21","34139435","ALVEX, spol. sr.o.","Slovenská republika","89900,010","20,000","107880,010","9","platná",
"Z20171822","3.2.2017 9:59:50","46578528","Technichlad s.r.o.","Slovenská republika","65000,000","20,000","78000,000","6","platná",
"Z20171822","3.2.2017 9:59:56","45979901","HEATING STUDIO, s.r.o.","Slovenská republika","63000,000","0,000","63000,000","5","platná",
"Z20171822","3.2.2017 9:59:58","35795832","MSD Company, spol. s r.o.","Slovenská republika","36800,000","","36800,000","1","platná",
"Z20171918","13.2.2017 8:21:53","31717802","INTRAVENA s.r.o.","Slovenská republika","32599,900","10,000","35859,890","1","platná",
"Z20171918","13.2.2017 8:17:02","31350780","B.Braun Medical s.r.o.","Slovenská republika","32600,000","10,000","35860,000","2","platná",
"Z20171923","12.2.2017 17:49:38","31350780","B.Braun Medical s.r.o.","Slovenská republika","28000,000","10,000","30800,000","2","platná",
"Z20171923","13.2.2017 8:18:54","31717802","INTRAVENA s.r.o.","Slovenská republika","27999,900","10,000","30799,890","1","platná",
"Z20171929","16.2.2017 8:59:35","34113924","MED - ART, spol. s r.o.","Slovenská republika","24599,990","10,000","27059,990","1","platná",
"Z20171986","6.2.2017 10:45:59","36391000","DOXX - Stravné lístky, spol. s r.o.","Slovenská republika","118380,610","","118380,610","2","platná",
"Z20171986","6.2.2017 10:45:49","35683813","VAŠA Slovensko, s. r. o.","Slovenská republika","117678,000","","117678,000","1","platná",
"Z20171986","6.2.2017 10:45:48","31396674","LE CHEQUE DEJEUNER s.r.o.","Slovenská republika","118692,500","","118692,500","3","platná",
"Z20171986","6.2.2017 10:45:48","31328695","Edenred Slovakia, s. r. o. ","Slovenská republika","118752,480","0,000","118752,480","4","platná",
"Z20172020","6.2.2017 8:24:15","34101110","BETRIX, s.r.o.","Slovenská republika","2700,000","","","2","platná",
"Z20172020","6.2.2017 8:57:51","31342213","ECOLAB s.r.o.","Slovenská republika","2660,000","","","1","platná",
"Z20172121","3.2.2017 14:59:11","36639397","AUTO VIBA s.r.o.","Slovenská republika","22908,330","20,000","27490,000","1","platná",
"Z20172121","3.2.2017 14:59:27","35915609","Summit Motors Bratislava, spol. s r.o. ","Slovenská republika","23200,000","20,000","27840,000","3","platná",
"Z20172121","3.2.2017 11:57:04","36377406","AUTOKAROS, a.s. ","Slovenská republika","23324,990","20,000","27989,990","4","platná",
"Z20172121","3.2.2017 13:11:30","36371629","AUTO MARKET, s.r.o.","Slovenská republika","22916,670","20,000","27500,010","2","platná",
"Z20172156","7.2.2017 9:50:33","43902138","WARGAS s.r.o. ","Slovenská republika","74907,980","20,000","89889,580","10","platná",
"Z20172156","10.2.2017 8:46:37","46968318","BEPOL, s.r.o.","Slovenská republika","89218,000","","89218,000","5","platná",
"Z20172156","10.2.2017 8:55:22","50185039","Davide s.r.o.","Slovenská republika","89102,000","0,000","89102,000","4","platná",
"Z20172156","10.2.2017 8:59:45","37533924","Ing. Jaroslav Marinica-MARINI","Slovenská republika","74180,000","20,000","89016,000","3","platná",
"Z20172156","10.2.2017 7:55:37","36031551","ABC Media, s.r.o.","Slovenská republika","74500,000","20,000","89400,000","8","platná",
