"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","VstupnaPonuka","Platna",
"Z20212670","1.3.2021 8:44:15","41751477","Martin Gall - MG COMP","Slovenská republika","5375,00","20,00","6450,00","","False","False",
"Z20212670","1.3.2021 8:44:45","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5374,00","20,00","6448,80","","False","False",
"Z20212670","1.3.2021 8:46:13","41751477","Martin Gall - MG COMP","Slovenská republika","5365,00","20,00","6438,00","","False","False",
"Z20212670","1.3.2021 8:47:05","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5364,00","20,00","6436,80","","False","False",
"Z20212670","1.3.2021 8:47:37","41751477","Martin Gall - MG COMP","Slovenská republika","5363,00","20,00","6435,60","","False","False",
"Z20212670","1.3.2021 8:48:03","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5360,00","20,00","6432,00","","False","False",
"Z20212670","1.3.2021 8:50:18","41751477","Martin Gall - MG COMP","Slovenská republika","5359,00","20,00","6430,80","","False","False",
"Z20212670","1.3.2021 8:50:37","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5358,00","20,00","6429,60","","False","False",
"Z20212670","1.3.2021 8:50:59","41751477","Martin Gall - MG COMP","Slovenská republika","5350,00","20,00","6420,00","","False","False",
"Z20212670","1.3.2021 8:51:54","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5349,00","20,00","6418,80","","False","False",
"Z20212670","1.3.2021 8:52:20","41751477","Martin Gall - MG COMP","Slovenská republika","5325,00","20,00","6390,00","","False","False",
"Z20212670","1.3.2021 8:52:43","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5324,00","20,00","6388,80","","False","False",
"Z20212670","1.3.2021 8:53:06","41751477","Martin Gall - MG COMP","Slovenská republika","5300,00","20,00","6360,00","","False","False",
"Z20212670","1.3.2021 8:53:34","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5299,00","20,00","6358,80","","False","False",
"Z20212670","1.3.2021 8:54:03","41751477","Martin Gall - MG COMP","Slovenská republika","5275,00","20,00","6330,00","","False","False",
"Z20212670","1.3.2021 8:54:39","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5274,00","20,00","6328,80","","False","False",
"Z20212670","1.3.2021 8:55:08","41751477","Martin Gall - MG COMP","Slovenská republika","5250,00","20,00","6300,00","","False","False",
"Z20212670","1.3.2021 8:55:34","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5249,00","20,00","6298,80","","False","False",
"Z20212670","1.3.2021 8:56:01","41751477","Martin Gall - MG COMP","Slovenská republika","5225,00","20,00","6270,00","","False","False",
"Z20212670","1.3.2021 8:57:39","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5224,00","20,00","6268,80","","False","False",
"Z20212670","1.3.2021 8:58:07","41751477","Martin Gall - MG COMP","Slovenská republika","5220,00","20,00","6264,00","","False","False",
"Z20212670","1.3.2021 8:58:30","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5219,00","20,00","6262,80","","False","False",
"Z20212670","1.3.2021 8:58:49","41751477","Martin Gall - MG COMP","Slovenská republika","5200,00","20,00","6240,00","","False","False",
"Z20212670","1.3.2021 8:59:00","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5199,00","20,00","6238,80","","False","False",
"Z20212670","1.3.2021 8:59:21","41751477","Martin Gall - MG COMP","Slovenská republika","5175,00","20,00","6210,00","","False","False",
"Z20212670","1.3.2021 8:59:44","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5174,00","20,00","6208,80","","False","False",
"Z20212670","1.3.2021 8:59:58","41751477","Martin Gall - MG COMP","Slovenská republika","5150,00","20,00","6180,00","","False","False",
"Z20212670","1.3.2021 9:00:30","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","5149,00","20,00","6178,80","2","False","True",
"Z20212670","1.3.2021 9:00:54","41751477","Martin Gall - MG COMP","Slovenská republika","5125,00","20,00","6150,00","1","False","True",
"Z20212787","1.3.2021 11:18:39","36706311","VSK MINERAL s.r.o.","Slovenská republika","5040,00","20,00","6048,00","","False","False",
"Z20212787","1.3.2021 11:23:38","31662064","AMETYS s.r.o. Košice","Slovenská republika","5039,00","20,00","6046,80","","False","False",
"Z20212787","1.3.2021 11:31:15","36706311","VSK MINERAL s.r.o.","Slovenská republika","4950,00","20,00","5940,00","","False","False",
"Z20212787","1.3.2021 11:34:31","31662064","AMETYS s.r.o. Košice","Slovenská republika","4949,00","20,00","5938,80","","False","False",
"Z20212787","1.3.2021 11:35:54","36706311","VSK MINERAL s.r.o.","Slovenská republika","4725,00","20,00","5670,00","","False","False",
"Z20212787","1.3.2021 11:38:40","31662064","AMETYS s.r.o. Košice","Slovenská republika","4660,00","20,00","5592,00","2","False","True",
"Z20212787","1.3.2021 11:40:51","36706311","VSK MINERAL s.r.o.","Slovenská republika","4500,00","20,00","5400,00","1","False","True",
"Z20212824","1.3.2021 7:48:34","31628605","Xepap, spol. s r. o.","Slovenská republika","1083,32","20,00","1299,98","4","True","True",
"Z20212824","1.3.2021 7:49:35","32627211","Tibor Varga TSV PAPIER","Slovenská republika","1083,30","20,00","1299,96","","True","False",
"Z20212824","1.3.2021 8:29:53","32627211","Tibor Varga TSV PAPIER","Slovenská republika","1077,50","20,00","1293,00","","False","False",
"Z20212824","1.3.2021 8:30:20","47383232","BDM group s.r.o.","Slovenská republika","1075,00","20,00","1290,00","","False","False",
"Z20212824","1.3.2021 8:31:01","32627211","Tibor Varga TSV PAPIER","Slovenská republika","1072,50","20,00","1287,00","","False","False",
"Z20212824","1.3.2021 8:31:23","47383232","BDM group s.r.o.","Slovenská republika","1066,67","20,00","1280,00","","False","False",
"Z20212824","1.3.2021 8:33:09","32627211","Tibor Varga TSV PAPIER","Slovenská republika","1065,00","20,00","1278,00","","False","False",
"Z20212824","1.3.2021 8:33:27","47383232","BDM group s.r.o.","Slovenská republika","1058,33","20,00","1270,00","","False","False",
"Z20212824","1.3.2021 8:35:13","32627211","Tibor Varga TSV PAPIER","Slovenská republika","1057,50","20,00","1269,00","","False","False",
"Z20212824","1.3.2021 8:35:42","47383232","BDM group s.r.o.","Slovenská republika","1050,00","20,00","1260,00","","False","False",
"Z20212824","1.3.2021 8:36:37","32627211","Tibor Varga TSV PAPIER","Slovenská republika","1049,17","20,00","1259,00","","False","False",
"Z20212824","1.3.2021 8:37:03","47383232","BDM group s.r.o.","Slovenská republika","1041,67","20,00","1250,00","","False","False",
"Z20212824","1.3.2021 8:38:14","32627211","Tibor Varga TSV PAPIER","Slovenská republika","1040,83","20,00","1249,00","","False","False",
"Z20212824","1.3.2021 8:38:33","47383232","BDM group s.r.o.","Slovenská republika","1033,33","20,00","1240,00","","False","False",
"Z20212824","1.3.2021 8:39:42","32627211","Tibor Varga TSV PAPIER","Slovenská republika","1032,50","20,00","1239,00","","False","False",
"Z20212824","1.3.2021 8:39:55","47383232","BDM group s.r.o.","Slovenská republika","1025,00","20,00","1230,00","","False","False",
"Z20212824","1.3.2021 8:40:27","32627211","Tibor Varga TSV PAPIER","Slovenská republika","1024,17","20,00","1229,00","","False","False",
"Z20212824","1.3.2021 8:40:47","47383232","BDM group s.r.o.","Slovenská republika","1016,67","20,00","1220,00","","False","False",
"Z20212824","1.3.2021 8:41:41","32627211","Tibor Varga TSV PAPIER","Slovenská republika","1015,83","20,00","1219,00","","False","False",
"Z20212824","1.3.2021 8:41:54","47383232","BDM group s.r.o.","Slovenská republika","1008,33","20,00","1210,00","","False","False",
"Z20212824","1.3.2021 8:42:55","32627211","Tibor Varga TSV PAPIER","Slovenská republika","1007,50","20,00","1209,00","","False","False",
"Z20212824","1.3.2021 8:43:10","47383232","BDM group s.r.o.","Slovenská republika","1000,00","20,00","1200,00","","False","False",
"Z20212824","1.3.2021 8:44:19","32627211","Tibor Varga TSV PAPIER","Slovenská republika","999,17","20,00","1199,00","","False","False",
"Z20212824","1.3.2021 8:44:50","47383232","BDM group s.r.o.","Slovenská republika","998,33","20,00","1198,00","","False","False",
"Z20212824","1.3.2021 8:45:09","32627211","Tibor Varga TSV PAPIER","Slovenská republika","997,50","20,00","1197,00","","False","False",
"Z20212824","1.3.2021 8:46:20","47383232","BDM group s.r.o.","Slovenská republika","991,67","20,00","1190,00","","False","False",
"Z20212824","1.3.2021 8:46:54","32627211","Tibor Varga TSV PAPIER","Slovenská republika","990,83","20,00","1189,00","","False","False",
"Z20212824","1.3.2021 8:48:14","47383232","BDM group s.r.o.","Slovenská republika","983,33","20,00","1180,00","","False","False",
"Z20212824","1.3.2021 8:48:37","32627211","Tibor Varga TSV PAPIER","Slovenská republika","982,50","20,00","1179,00","","False","False",
"Z20212824","1.3.2021 8:49:02","47383232","BDM group s.r.o.","Slovenská republika","975,00","20,00","1170,00","","False","False",
"Z20212824","1.3.2021 8:50:46","32627211","Tibor Varga TSV PAPIER","Slovenská republika","974,17","20,00","1169,00","","False","False",
"Z20212824","1.3.2021 8:51:30","47383232","BDM group s.r.o.","Slovenská republika","966,67","20,00","1160,00","","False","False",
"Z20212824","1.3.2021 8:52:21","32627211","Tibor Varga TSV PAPIER","Slovenská republika","965,83","20,00","1159,00","","False","False",
"Z20212824","1.3.2021 8:52:58","47383232","BDM group s.r.o.","Slovenská republika","958,33","20,00","1150,00","","False","False",
"Z20212824","1.3.2021 8:53:18","32627211","Tibor Varga TSV PAPIER","Slovenská republika","957,50","20,00","1149,00","","False","False",
"Z20212824","1.3.2021 8:53:33","47383232","BDM group s.r.o.","Slovenská republika","950,00","20,00","1140,00","2","False","True",
"Z20212824","1.3.2021 8:54:00","32627211","Tibor Varga TSV PAPIER","Slovenská republika","949,17","20,00","1139,00","1","False","True",
"Z20212829","1.3.2021 7:30:48","36675148","LUMAX, s. r. o. ","Slovenská republika","958,33","20,00","1150,00","","True","False",
"Z20212829","1.3.2021 7:56:29","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","950,00","20,00","1140,00","","True","False",
"Z20212829","1.3.2021 8:15:47","31434193","TATRACHEMA VD","Slovenská republika","949,17","20,00","1139,00","","False","False",
"Z20212829","1.3.2021 8:16:32","35908076","VICOM  s.r.o.","Slovenská republika","948,33","20,00","1138,00","","False","False",
"Z20212829","1.3.2021 8:17:14","44783892","Trend Hygiena, s.r.o.","Slovenská republika","945,83","20,00","1135,00","7","False","True",
"Z20212829","1.3.2021 8:17:56","31434193","TATRACHEMA VD","Slovenská republika","941,67","20,00","1130,00","","False","False",
"Z20212829","1.3.2021 8:19:52","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","933,33","20,00","1120,00","","False","False",
"Z20212829","1.3.2021 8:20:12","35908076","VICOM  s.r.o.","Slovenská republika","916,67","20,00","1100,00","","False","False",
"Z20212829","1.3.2021 8:20:39","31434193","TATRACHEMA VD","Slovenská republika","900,00","20,00","1080,00","","False","False",
"Z20212829","1.3.2021 8:20:44","35908076","VICOM  s.r.o.","Slovenská republika","875,00","20,00","1050,00","","False","False",
"Z20212829","1.3.2021 8:21:31","36675148","LUMAX, s. r. o. ","Slovenská republika","833,33","20,00","1000,00","","False","False",
"Z20212829","1.3.2021 8:21:44","31434193","TATRACHEMA VD","Slovenská republika","832,50","20,00","999,00","","False","False",
"Z20212829","1.3.2021 8:21:47","35908076","VICOM  s.r.o.","Slovenská republika","825,00","20,00","990,00","","False","False",
"Z20212829","1.3.2021 8:22:04","36675148","LUMAX, s. r. o. ","Slovenská republika","791,67","20,00","950,00","","False","False",
"Z20212829","1.3.2021 8:22:16","35908076","VICOM  s.r.o.","Slovenská republika","783,33","20,00","940,00","","False","False",
"Z20212829","1.3.2021 8:22:35","36675148","LUMAX, s. r. o. ","Slovenská republika","750,00","20,00","900,00","","False","False",
"Z20212829","1.3.2021 8:23:36","35908076","VICOM  s.r.o.","Slovenská republika","741,67","20,00","890,00","","False","False",
"Z20212829","1.3.2021 8:24:09","36675148","LUMAX, s. r. o. ","Slovenská republika","716,67","20,00","860,00","","False","False",
"Z20212829","1.3.2021 8:24:47","35908076","VICOM  s.r.o.","Slovenská republika","708,33","20,00","850,00","","False","False",
"Z20212829","1.3.2021 8:25:21","34559671","Ing. Iveta Janíková","Slovenská republika","707,50","20,00","849,00","","False","False",
"Z20212829","1.3.2021 8:25:46","35908076","VICOM  s.r.o.","Slovenská republika","700,00","20,00","840,00","","False","False",
"Z20212829","1.3.2021 8:26:01","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","695,83","20,00","835,00","","False","False",
"Z20212829","1.3.2021 8:26:17","34559671","Ing. Iveta Janíková","Slovenská republika","695,00","20,00","834,00","","False","False",
"Z20212829","1.3.2021 8:26:20","35908076","VICOM  s.r.o.","Slovenská republika","691,67","20,00","830,00","","False","False",
"Z20212829","1.3.2021 8:26:34","34559671","Ing. Iveta Janíková","Slovenská republika","690,83","20,00","829,00","","False","False",
"Z20212829","1.3.2021 8:26:59","35908076","VICOM  s.r.o.","Slovenská republika","683,33","20,00","820,00","","False","False",
"Z20212829","1.3.2021 8:27:13","34559671","Ing. Iveta Janíková","Slovenská republika","682,50","20,00","819,00","6","False","True",
"Z20212829","1.3.2021 8:27:22","36675148","LUMAX, s. r. o. ","Slovenská republika","665,83","20,00","799,00","","False","False",
"Z20212829","1.3.2021 8:27:57","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","665,00","20,00","798,00","","False","False",
"Z20212829","1.3.2021 8:28:03","31434193","TATRACHEMA VD","Slovenská republika","663,33","20,00","796,00","5","False","True",
"Z20212829","1.3.2021 8:28:20","36675148","LUMAX, s. r. o. ","Slovenská republika","658,33","20,00","790,00","","False","False",
"Z20212829","1.3.2021 8:28:47","32627211","Tibor Varga TSV PAPIER","Slovenská republika","657,50","20,00","789,00","4","False","True",
"Z20212829","1.3.2021 8:30:03","35908076","VICOM  s.r.o.","Slovenská republika","650,00","20,00","780,00","","False","False",
"Z20212829","1.3.2021 8:30:19","36675148","LUMAX, s. r. o. ","Slovenská republika","641,67","20,00","770,00","","False","False",
"Z20212829","1.3.2021 8:30:49","35908076","VICOM  s.r.o.","Slovenská republika","637,50","20,00","765,00","","False","False",
"Z20212829","1.3.2021 8:31:58","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","636,67","20,00","764,00","","False","False",
"Z20212829","1.3.2021 8:33:13","35908076","VICOM  s.r.o.","Slovenská republika","633,33","20,00","760,00","","False","False",
"Z20212829","1.3.2021 8:34:31","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","632,50","20,00","759,00","","False","False",
"Z20212829","1.3.2021 8:34:57","35908076","VICOM  s.r.o.","Slovenská republika","629,17","20,00","755,00","","False","False",
"Z20212829","1.3.2021 8:35:21","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","628,33","20,00","754,00","","False","False",
"Z20212829","1.3.2021 8:35:43","35908076","VICOM  s.r.o.","Slovenská republika","625,00","20,00","750,00","","False","False",
"Z20212829","1.3.2021 8:36:05","36675148","LUMAX, s. r. o. ","Slovenská republika","616,67","20,00","740,00","3","False","True",
"Z20212829","1.3.2021 8:36:58","35908076","VICOM  s.r.o.","Slovenská republika","615,83","20,00","739,00","","False","False",
"Z20212829","1.3.2021 8:37:10","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","615,00","20,00","738,00","","False","False",
"Z20212829","1.3.2021 8:37:53","35908076","VICOM  s.r.o.","Slovenská republika","612,50","20,00","735,00","","False","False",
"Z20212829","1.3.2021 8:38:17","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","608,33","20,00","730,00","","False","False",
"Z20212829","1.3.2021 8:38:58","35908076","VICOM  s.r.o.","Slovenská republika","607,50","20,00","729,00","","False","False",
"Z20212829","1.3.2021 8:38:58","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","603,33","20,00","724,00","","False","False",
"Z20212829","1.3.2021 8:40:57","35908076","VICOM  s.r.o.","Slovenská republika","602,50","20,00","723,00","","False","False",
"Z20212829","1.3.2021 8:41:06","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","600,00","20,00","720,00","","False","False",
"Z20212829","1.3.2021 8:42:58","35908076","VICOM  s.r.o.","Slovenská republika","599,17","20,00","719,00","","False","False",
"Z20212829","1.3.2021 8:42:59","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","595,00","20,00","714,00","","False","False",
"Z20212829","1.3.2021 8:43:34","35908076","VICOM  s.r.o.","Slovenská republika","594,17","20,00","713,00","","False","False",
"Z20212829","1.3.2021 8:44:00","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","593,33","20,00","712,00","","False","False",
"Z20212829","1.3.2021 8:44:35","35908076","VICOM  s.r.o.","Slovenská republika","592,50","20,00","711,00","","False","False",
"Z20212829","1.3.2021 8:44:54","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","590,83","20,00","709,00","","False","False",
"Z20212829","1.3.2021 8:45:55","35908076","VICOM  s.r.o.","Slovenská republika","590,00","20,00","708,00","","False","False",
"Z20212829","1.3.2021 8:46:07","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","589,17","20,00","707,00","","False","False",
"Z20212829","1.3.2021 8:47:11","35908076","VICOM  s.r.o.","Slovenská republika","587,50","20,00","705,00","","False","False",
"Z20212829","1.3.2021 8:48:20","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","583,33","20,00","700,00","","False","False",
"Z20212829","1.3.2021 8:49:13","35908076","VICOM  s.r.o.","Slovenská republika","582,50","20,00","699,00","","False","False",
"Z20212829","1.3.2021 8:49:24","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","581,67","20,00","698,00","","False","False",
"Z20212829","1.3.2021 8:50:25","35908076","VICOM  s.r.o.","Slovenská republika","579,17","20,00","695,00","2","False","True",
"Z20212829","1.3.2021 8:52:38","37218379","Ing. Mgr. Denisa Fučíková - Majster Papier","Slovenská republika","578,33","20,00","694,00","1","False","True",
"Z20212993","1.3.2021 8:04:50","52281370","CELEBRITY IT s. r. o.","Slovenská republika","11818,00","20,00","14181,60","2","False","True",
