"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","VstupnaPonuka","Platna",
"Z20251182","4/1/2025 12:59:20 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","27344.54","19.00","32540.00","","False","False",
"Z20251182","4/1/2025 12:59:39 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","27310.92","19.00","32500.00","","False","False",
"Z20251182","4/1/2025 12:59:55 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","27302.52","19.00","32490.00","","False","False",
"Z20251182","4/1/2025 1:00:17 PM","53728068","HPSW, s.r.o.","Slovenská republika","30941.90","5.00","32489.00","","False","False",
"Z20251182","4/1/2025 1:00:24 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","27268.91","19.00","32450.00","","False","False",
"Z20251182","4/1/2025 1:00:40 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","27226.89","19.00","32400.00","","False","False",
"Z20251182","4/1/2025 1:00:51 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","27184.87","19.00","32350.00","","False","False",
"Z20251182","4/1/2025 1:01:04 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","27142.86","19.00","32300.00","","False","False",
"Z20251182","4/1/2025 1:01:08 PM","53728068","HPSW, s.r.o.","Slovenská republika","30760.95","5.00","32299.00","","False","False",
"Z20251182","4/1/2025 1:01:23 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","27100.84","19.00","32250.00","","False","False",
"Z20251182","4/1/2025 1:01:37 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","27058.82","19.00","32200.00","","False","False",
"Z20251182","4/1/2025 1:01:49 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","27016.81","19.00","32150.00","","False","False",
"Z20251182","4/1/2025 1:01:56 PM","53728068","HPSW, s.r.o.","Slovenská republika","30475.24","5.00","31999.00","","False","False",
"Z20251182","4/1/2025 1:02:10 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","26882.35","19.00","31990.00","","False","False",
"Z20251182","4/1/2025 1:02:16 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","26806.72","19.00","31900.00","","False","False",
"Z20251182","4/1/2025 1:02:23 PM","36473219","CIMBAĽÁK s.r.o.","Slovenská republika","26049.58","19.00","30999.00","","False","False",
"Z20251182","4/1/2025 1:02:44 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","26042.02","19.00","30990.00","","False","False",
"Z20251182","4/1/2025 1:03:01 PM","36473219","CIMBAĽÁK s.r.o.","Slovenská republika","25966.39","19.00","30900.00","","False","False",
"Z20251182","4/1/2025 1:03:28 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","25924.37","19.00","30850.00","","False","False",
"Z20251182","4/1/2025 1:03:47 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","25882.35","19.00","30800.00","","False","False",
"Z20251182","4/1/2025 1:04:00 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","25840.34","19.00","30750.00","","False","False",
"Z20251182","4/1/2025 1:04:18 PM","53728068","HPSW, s.r.o.","Slovenská republika","29266.67","5.00","30730.00","","False","False",
"Z20251182","4/1/2025 1:04:32 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","25798.32","19.00","30700.00","","False","False",
"Z20251182","4/1/2025 1:04:45 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","25756.30","19.00","30650.00","","False","False",
"Z20251182","4/1/2025 1:05:02 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","25714.29","19.00","30600.00","","False","False",
"Z20251182","4/1/2025 1:05:15 PM","53728068","HPSW, s.r.o.","Slovenská republika","29133.33","5.00","30590.00","","False","False",
"Z20251182","4/1/2025 1:05:31 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","25697.48","19.00","30580.00","","False","False",
"Z20251182","4/1/2025 1:05:40 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","25672.27","19.00","30550.00","","False","False",
"Z20251182","4/1/2025 1:05:53 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","25630.25","19.00","30500.00","","False","False",
"Z20251182","4/1/2025 1:06:23 PM","53728068","HPSW, s.r.o.","Slovenská republika","28952.38","5.00","30400.00","","False","False",
"Z20251182","4/1/2025 1:06:38 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","25504.20","19.00","30350.00","","False","False",
"Z20251182","4/1/2025 1:06:55 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","25462.18","19.00","30300.00","","False","False",
"Z20251182","4/1/2025 1:08:01 PM","53728068","HPSW, s.r.o.","Slovenská republika","28761.90","5.00","30200.00","","False","False",
"Z20251182","4/1/2025 1:08:19 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","25336.13","19.00","30150.00","","False","False",
"Z20251182","4/1/2025 1:08:38 PM","53728068","HPSW, s.r.o.","Slovenská republika","28666.67","5.00","30100.00","","False","False",
"Z20251182","4/1/2025 1:08:54 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","25252.10","19.00","30050.00","","False","False",
"Z20251182","4/1/2025 1:09:17 PM","53728068","HPSW, s.r.o.","Slovenská republika","28571.43","5.00","30000.00","","False","False",
"Z20251182","4/1/2025 1:09:39 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","25209.24","19.00","29999.00","","False","False",
"Z20251182","4/1/2025 1:10:05 PM","53728068","HPSW, s.r.o.","Slovenská republika","28522.86","5.00","29949.00","","False","False",
"Z20251182","4/1/2025 1:10:18 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","25126.05","19.00","29900.00","","False","False",
"Z20251182","4/1/2025 1:10:32 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","25042.02","19.00","29800.00","","False","False",
"Z20251182","4/1/2025 1:11:18 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","25000.00","19.00","29750.00","","False","False",
"Z20251182","4/1/2025 1:11:32 PM","36473219","CIMBAĽÁK s.r.o.","Slovenská republika","24999.16","19.00","29749.00","4","False","True",
"Z20251182","4/1/2025 1:11:39 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","24991.60","19.00","29740.00","","False","False",
"Z20251182","4/1/2025 1:11:46 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","24957.98","19.00","29700.00","","False","False",
"Z20251182","4/1/2025 1:12:00 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","24949.58","19.00","29690.00","","False","False",
"Z20251182","4/1/2025 1:12:56 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","24915.97","19.00","29650.00","","False","False",
"Z20251182","4/1/2025 1:13:16 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","24873.95","19.00","29600.00","","False","False",
"Z20251182","4/1/2025 1:13:33 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","24831.93","19.00","29550.00","","False","False",
"Z20251182","4/1/2025 1:13:46 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","24789.92","19.00","29500.00","","False","False",
"Z20251182","4/1/2025 1:14:10 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","24747.90","19.00","29450.00","","False","False",
"Z20251182","4/1/2025 1:14:21 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","24705.88","19.00","29400.00","","False","False",
"Z20251182","4/1/2025 1:15:04 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","24663.87","19.00","29350.00","","False","False",
"Z20251182","4/1/2025 1:15:20 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","24621.85","19.00","29300.00","","False","False",
"Z20251182","4/1/2025 1:15:47 PM","53728068","HPSW, s.r.o.","Slovenská republika","27857.14","5.00","29250.00","","False","False",
"Z20251182","4/1/2025 1:15:59 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","24537.82","19.00","29200.00","","False","False",
"Z20251182","4/1/2025 1:16:18 PM","53728068","HPSW, s.r.o.","Slovenská republika","27800.00","5.00","29190.00","","False","False",
"Z20251182","4/1/2025 1:16:22 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","24495.80","19.00","29150.00","","False","False",
"Z20251182","4/1/2025 1:16:36 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","24453.78","19.00","29100.00","","False","False",
"Z20251182","4/1/2025 1:16:53 PM","53728068","HPSW, s.r.o.","Slovenská republika","27704.76","5.00","29090.00","","False","False",
"Z20251182","4/1/2025 1:16:57 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","24411.76","19.00","29050.00","","False","False",
"Z20251182","4/1/2025 1:17:10 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","24369.75","19.00","29000.00","","False","False",
"Z20251182","4/1/2025 1:18:17 PM","53728068","HPSW, s.r.o.","Slovenská republika","27609.52","5.00","28990.00","","False","False",
"Z20251182","4/1/2025 1:18:33 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","24327.73","19.00","28950.00","","False","False",
"Z20251182","4/1/2025 1:18:49 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","24285.71","19.00","28900.00","","False","False",
"Z20251182","4/1/2025 1:19:23 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","24243.70","19.00","28850.00","","False","False",
"Z20251182","4/1/2025 1:19:32 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","24201.68","19.00","28800.00","","False","False",
"Z20251182","4/1/2025 1:19:50 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","24159.66","19.00","28750.00","","False","False",
"Z20251182","4/1/2025 1:20:09 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","24117.65","19.00","28700.00","","False","False",
"Z20251182","4/1/2025 1:20:21 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","24075.63","19.00","28650.00","","False","False",
"Z20251182","4/1/2025 1:20:46 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","24033.61","19.00","28600.00","","False","False",
"Z20251182","4/1/2025 1:20:59 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","23991.60","19.00","28550.00","","False","False",
"Z20251182","4/1/2025 1:21:20 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","23907.56","19.00","28450.00","","False","False",
"Z20251182","4/1/2025 1:21:36 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","23865.55","19.00","28400.00","","False","False",
"Z20251182","4/1/2025 1:21:48 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","23823.53","19.00","28350.00","","False","False",
"Z20251182","4/1/2025 1:22:00 PM","53728068","HPSW, s.r.o.","Slovenská republika","26990.48","5.00","28340.00","","False","False",
"Z20251182","4/1/2025 1:22:03 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","23781.51","19.00","28300.00","","False","False",
"Z20251182","4/1/2025 1:22:17 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","23739.50","19.00","28250.00","","False","False",
"Z20251182","4/1/2025 1:22:28 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","23697.48","19.00","28200.00","","False","False",
"Z20251182","4/1/2025 1:22:43 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","23655.46","19.00","28150.00","","False","False",
"Z20251182","4/1/2025 1:23:03 PM","53728068","HPSW, s.r.o.","Slovenská republika","26761.90","5.00","28100.00","","False","False",
"Z20251182","4/1/2025 1:23:19 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","23571.43","19.00","28050.00","","False","False",
"Z20251182","4/1/2025 1:23:33 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","23529.41","19.00","28000.00","","False","False",
"Z20251182","4/1/2025 1:23:47 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","23487.39","19.00","27950.00","","False","False",
"Z20251182","4/1/2025 1:24:06 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","23445.38","19.00","27900.00","","False","False",
"Z20251182","4/1/2025 1:24:15 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","23403.36","19.00","27850.00","","False","False",
"Z20251182","4/1/2025 1:24:29 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","23361.34","19.00","27800.00","","False","False",
"Z20251182","4/1/2025 1:24:55 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","23319.33","19.00","27750.00","","False","False",
"Z20251182","4/1/2025 1:25:13 PM","53728068","HPSW, s.r.o.","Slovenská republika","26380.95","5.00","27700.00","","False","False",
"Z20251182","4/1/2025 1:25:23 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","23235.29","19.00","27650.00","","False","False",
"Z20251182","4/1/2025 1:25:41 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","23193.28","19.00","27600.00","","False","False",
"Z20251182","4/1/2025 1:26:46 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","23151.26","19.00","27550.00","","False","False",
"Z20251182","4/1/2025 1:27:01 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","23109.24","19.00","27500.00","","False","False",
"Z20251182","4/1/2025 1:27:13 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","23067.23","19.00","27450.00","","False","False",
"Z20251182","4/1/2025 1:27:32 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","23025.21","19.00","27400.00","","False","False",
"Z20251182","4/1/2025 1:27:53 PM","53728068","HPSW, s.r.o.","Slovenská republika","26085.71","5.00","27390.00","","False","False",
"Z20251182","4/1/2025 1:27:57 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","22983.19","19.00","27350.00","","False","False",
"Z20251182","4/1/2025 1:28:10 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","22941.18","19.00","27300.00","","False","False",
"Z20251182","4/1/2025 1:28:20 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","22899.16","19.00","27250.00","","False","False",
"Z20251182","4/1/2025 1:28:31 PM","53728068","HPSW, s.r.o.","Slovenská republika","25942.86","5.00","27240.00","","False","False",
"Z20251182","4/1/2025 1:28:37 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","22857.14","19.00","27200.00","","False","False",
"Z20251182","4/1/2025 1:28:48 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","22815.13","19.00","27150.00","","False","False",
"Z20251182","4/1/2025 1:29:00 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","22773.11","19.00","27100.00","","False","False",
"Z20251182","4/1/2025 1:29:11 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","22731.09","19.00","27050.00","","False","False",
"Z20251182","4/1/2025 1:29:23 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","22689.08","19.00","27000.00","","False","False",
"Z20251182","4/1/2025 1:29:40 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","22647.06","19.00","26950.00","","False","False",
"Z20251182","4/1/2025 1:29:58 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","22605.04","19.00","26900.00","","False","False",
"Z20251182","4/1/2025 1:30:07 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","22563.03","19.00","26850.00","","False","False",
"Z20251182","4/1/2025 1:30:18 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","22521.01","19.00","26800.00","","False","False",
"Z20251182","4/1/2025 1:30:42 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","22478.99","19.00","26750.00","","False","False",
"Z20251182","4/1/2025 1:30:49 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","22436.97","19.00","26700.00","","False","False",
"Z20251182","4/1/2025 1:31:03 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","22394.96","19.00","26650.00","","False","False",
"Z20251182","4/1/2025 1:31:11 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","22352.94","19.00","26600.00","","False","False",
"Z20251182","4/1/2025 1:31:22 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","22310.92","19.00","26550.00","","False","False",
"Z20251182","4/1/2025 1:31:30 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","22268.91","19.00","26500.00","","False","False",
"Z20251182","4/1/2025 1:31:44 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","22226.89","19.00","26450.00","","False","False",
"Z20251182","4/1/2025 1:31:57 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","22184.87","19.00","26400.00","","False","False",
"Z20251182","4/1/2025 1:32:07 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","22142.86","19.00","26350.00","","False","False",
"Z20251182","4/1/2025 1:32:15 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","22100.84","19.00","26300.00","","False","False",
"Z20251182","4/1/2025 1:32:24 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","22058.82","19.00","26250.00","","False","False",
"Z20251182","4/1/2025 1:32:33 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","22016.81","19.00","26200.00","","False","False",
"Z20251182","4/1/2025 1:33:02 PM","53728068","HPSW, s.r.o.","Slovenská republika","24942.86","5.00","26190.00","","False","False",
"Z20251182","4/1/2025 1:33:13 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","21932.77","19.00","26100.00","","False","False",
"Z20251182","4/1/2025 1:33:25 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","21890.76","19.00","26050.00","","False","False",
"Z20251182","4/1/2025 1:33:37 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","21848.74","19.00","26000.00","","False","False",
"Z20251182","4/1/2025 1:33:48 PM","53728068","HPSW, s.r.o.","Slovenská republika","24760.95","5.00","25999.00","","False","False",
"Z20251182","4/1/2025 1:34:03 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","21806.72","19.00","25950.00","","False","False",
"Z20251182","4/1/2025 1:34:18 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","21764.71","19.00","25900.00","","False","False",
"Z20251182","4/1/2025 1:34:29 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","21722.69","19.00","25850.00","","False","False",
"Z20251182","4/1/2025 1:34:42 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","21680.67","19.00","25800.00","","False","False",
"Z20251182","4/1/2025 1:34:56 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","21638.66","19.00","25750.00","","False","False",
"Z20251182","4/1/2025 1:35:07 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","21596.64","19.00","25700.00","","False","False",
"Z20251182","4/1/2025 1:35:30 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","21554.62","19.00","25650.00","","False","False",
"Z20251182","4/1/2025 1:35:50 PM","50208853","A.P.S. – FOOD s.r.o.","Slovenská republika","21512.61","19.00","25600.00","","False","False",
"Z20251182","4/1/2025 1:36:06 PM","36019208","INMEDIA, spol. s r.o.","Slovenská republika","21470.59","19.00","25550.00","","False","False",
