"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201751864","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/143696","Pozitívne","10/10/2024 8:11:48 AM","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z201823974","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/186899","Pozitívne","10/7/2024 10:39:01 AM","","","PANDA - KOŠICE s.r.o.","45361142","Slovenská republika",
"Z201912132","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/232700","Uspokojivé","10/7/2024 5:03:58 AM","","","ArcGEO Information Systems spol. s r.o. ","31354882","Slovenská republika",
"Z20211012","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/294769","Uspokojivé","10/9/2024 12:20:45 PM","","","Brantner Poprad, s.r.o.","36444618","Slovenská republika",
"Z20211202","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/294959","Uspokojivé","10/8/2024 9:15:31 AM","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20214208","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/297965","Neuspokojivé","10/14/2024 8:45:29 AM","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","A.En. Slovensko s.r.o.","36399604","Slovenská republika",
"Z202114863","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/308620","Uspokojivé","10/8/2024 9:14:53 AM","","","VH TRADE, s.r.o. Košice","31729002","Slovenská republika",
"Z202114999","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/308756","Uspokojivé","10/2/2024 3:59:26 PM","","","Up Déjeuner, s. r. o.","53528654","Slovenská republika",
"Z202117295","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/311052","Uspokojivé","10/7/2024 5:59:12 AM","","","AUTO ROTOS s.r.o.","31348653","Slovenská republika",
"Z202118355","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/312112","Uspokojivé","10/7/2024 10:24:46 AM","","","SIAD Slovakia spol. s r. o.","35746343","Slovenská republika",
"Z202120099","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/313856","Uspokojivé","10/8/2024 9:12:19 AM","","","Stredoslovenská energetika, a. s.","51865467","Slovenská republika",
"Z202120538","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/314295","Uspokojivé","10/10/2024 10:25:58 AM","","","Pixel Print s.r.o.","50557050","Slovenská republika",
"Z202122692","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/316449","Uspokojivé","10/10/2024 8:11:02 AM","","","Stredoslovenská energetika, a. s.","51865467","Slovenská republika",
"Z202124301","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/318058","Uspokojivé","10/14/2024 7:20:36 AM","","","Europapier Slovensko, s.r.o.","31344381","Slovenská republika",
"Z20221541","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/320639","Uspokojivé","10/9/2024 6:41:49 AM","","","MED LEADER s.r.o.","43835058","Slovenská republika",
"Z20225518","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/324616","Uspokojivé","10/2/2024 2:46:45 PM","","","Up Déjeuner, s. r. o.","53528654","Slovenská republika",
"Z20228924","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/328022","Uspokojivé","10/7/2024 5:32:22 AM","","","BEZO, s. r. o.","48308129","Slovenská republika",
"Z202214225","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/333323","Uspokojivé","10/7/2024 6:42:10 AM","","","Ústav radiačnej ochrany, s.r.o. ","36348279","Slovenská republika",
"Z202215392","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/334490","Uspokojivé","10/7/2024 8:14:57 AM","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z202215492","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/334590","Uspokojivé","10/2/2024 2:57:29 PM","","","MVM CEEnergy Slovakia s.r.o.","50060872","Slovenská republika",
"Z202215641","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/334739","Uspokojivé","10/2/2024 2:56:09 PM","","","TT - CAR Nitra, s.r.o.","50766929","Slovenská republika",
"Z202215842","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/334940","Uspokojivé","10/2/2024 2:54:14 PM","","","WASCO - družstvo","48079707","Slovenská republika",
"Z202215849","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/334947","Uspokojivé","10/9/2024 11:00:08 AM","","","Up Déjeuner, s. r. o.","53528654","Slovenská republika",
"Z2023890","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/335845","Uspokojivé","10/10/2024 5:40:21 AM","","","JKC, s. r. o.","44310595","Slovenská republika",
"Z20231999","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/336954","Uspokojivé","10/10/2024 5:45:02 AM","","","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika",
"Z20232092","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/337047","Uspokojivé","10/11/2024 6:08:59 AM","","","Next Team, s.r.o.","36487104","Slovenská republika",
"Z20232166","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/337121","Uspokojivé","10/10/2024 5:47:48 AM","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z20232888","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/337843","Uspokojivé","10/17/2024 4:46:44 AM","","","SAD, s.r.o.","31564003","Slovenská republika",
"Z20232913","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/337868","Uspokojivé","10/2/2024 12:19:38 PM","","","ARES, spol. s r.o.","31363822","Slovenská republika",
"Z20234678","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/339633","Uspokojivé","10/7/2024 4:47:40 AM","","","RIZNER s. r. o.","46360379","Slovenská republika",
"Z20234787","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/339742","Uspokojivé","10/7/2024 4:59:41 AM","","","BELARA s.r.o.","51259826","Slovenská republika",
"Z20234959","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/339914","Uspokojivé","10/7/2024 4:42:52 AM","","","KASON, s.r.o.","51662787","Slovenská republika",
"Z20234962","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/339917","Uspokojivé","10/7/2024 4:45:43 AM","","","Vladimír Janičina ELKO","14268035","Slovenská republika",
"Z20235121","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/340076","Uspokojivé","10/8/2024 8:02:46 AM","","","RIGHT POWER, a.s.","36366544","Slovenská republika",
"Z20235205","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/340160","Uspokojivé","10/7/2024 4:45:28 AM","","","PAH s.r.o.","36602124","Slovenská republika",
"Z20235223","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/340178","Uspokojivé","10/7/2024 4:47:27 AM","","","IGGY-TRADE s.r.o.","46729445","Slovenská republika",
"Z20235369","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/340324","Uspokojivé","10/7/2024 4:41:05 AM","","","RIZNER s. r. o.","46360379","Slovenská republika",
"Z20235435","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/340390","Uspokojivé","10/7/2024 4:49:58 AM","","","Vladimír Janičina ELKO","14268035","Slovenská republika",
"Z20235788","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/340743","Uspokojivé","10/7/2024 4:39:24 AM","","","ZNAČKY, s.r.o. ","43931111","Slovenská republika",
