"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201763657","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/155489","Pozitívne","6.12.2022 8:54:58","","","EUROGASTROP s.r.o.","44137761","Slovenská republika",
"Z201846656","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/209581","Pozitívne","20.12.2022 10:52:58","","","Slovak Telekom, a.s.","35763469","Slovenská republika",
"Z201848850","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/211775","Pozitívne","21.12.2022 8:19:52","","","Stredoslovenská energetika, a.s.","36403008","Slovenská republika",
"Z201852257","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/215182","Pozitívne","6.12.2022 6:45:28","","","TSS Group a. s.","36323551","Slovenská republika",
"Z201852578","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/215503","Pozitívne","20.12.2022 10:53:25","","","BENESTRA, s. r. o.","46303502","Slovenská republika",
"Z201854991","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/217916","Pozitívne","20.12.2022 11:10:15","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201855381","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/218306","Pozitívne","5.12.2022 6:37:55","","","ENGIE Services a.s.","35966289","Slovenská republika",
"Z20194339","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/224907","Uspokojivé","6.12.2022 8:16:52","","","PRESTO Co., s.r.o.","36451371","Slovenská republika",
"Z201911357","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/231925","Uspokojivé","6.12.2022 7:54:03","","","SOFOS, a. s.","31318347","Slovenská republika",
"Z201919450","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/240018","Uspokojivé","16.12.2022 11:49:11","","","Elektroservis VV, s.r.o.","44602731","Slovenská republika",
"Z201919513","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/240081","Uspokojivé","16.12.2022 12:26:24","","","Elektroservis VV, s.r.o.","44602731","Slovenská republika",
"Z201920067","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/240635","Uspokojivé","20.12.2022 11:17:42","","","EUROGASTROP s.r.o.","44137761","Slovenská republika",
"Z201920728","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/241296","Uspokojivé","1.12.2022 10:26:29","","","Elektroservis VV, s.r.o.","44602731","Slovenská republika",
"Z201920738","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/241306","Uspokojivé","6.12.2022 8:59:20","","","Elektroservis VV, s.r.o.","44602731","Slovenská republika",
"Z201921285","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/241853","Uspokojivé","16.12.2022 9:31:09","","","Ing. Martin Kováč - Gastrotechnika plus","33905690","Slovenská republika",
"Z201924486","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/245054","Uspokojivé","19.12.2022 9:48:57","","","EUROGASTROP s.r.o.","44137761","Slovenská republika",
"Z201929239","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249807","Uspokojivé","2.1.2023 14:43:37","","","Slovenské elektrárne – energetické služby, s.r.o.","44553412","Slovenská republika",
"Z201929241","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249809","Uspokojivé","5.12.2022 12:33:53","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201929383","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249951","Uspokojivé","16.12.2022 9:38:57","","","INMEDIA, spol. s r.o.","36019208","Slovenská republika",
"Z201929390","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249958","Uspokojivé","16.12.2022 9:41:16","","","Mäso ZEMPLÍN, a.s.","36205915","Slovenská republika",
"Z201929392","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249960","Uspokojivé","16.12.2022 9:43:38","","","INMEDIA, spol. s r.o.","36019208","Slovenská republika",
"Z201929395","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249963","Uspokojivé","16.12.2022 9:46:41","","","EMATRADE s.r.o.","46954767","Slovenská republika",
"Z201929396","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249964","Uspokojivé","16.12.2022 9:49:29","","","INMEDIA, spol. s r.o.","36019208","Slovenská republika",
"Z201929787","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/250355","Uspokojivé","16.12.2022 12:09:00","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201930177","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/250745","Uspokojivé","19.12.2022 9:44:33","","","INMEDIA, spol. s r.o.","36019208","Slovenská republika",
