"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201510087","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10451","Pozitívne","4.4.2022 7:13:44","","","PAXTRAVEL, s. r. o.","31340571","Slovenská republika",
"Z201533854","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/34218","Pozitívne","4.4.2022 7:13:19","","","Česká letecká servisní a.s.","25101137","Česká republika",
"Z20162941","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45305","Pozitívne","4.4.2022 10:37:08","","","GoBaKo, s.r.o.","36197670","Slovenská republika",
"Z20162976","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45340","Pozitívne","4.4.2022 10:36:13","","","TURAY PLUS, s.r.o.","35875101","Slovenská republika",
"Z201618373","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/60737","Pozitívne","7.4.2022 8:56:49","","","KOSIT a.s.","36205214","Slovenská republika",
"Z201633015","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/75379","Pozitívne","4.4.2022 7:12:56","","","KVANT spol. s r.o.","31398294","Slovenská republika",
"Z20174231","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/96063","Pozitívne","6.4.2022 8:40:19","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201720005","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/111837","Pozitívne","4.4.2022 7:12:39","","","LT SEZAM s.r.o.","27258122","Česká republika",
"Z201765386","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/157218","Pozitívne","11.4.2022 8:36:11","","","CWS-boco Slovensko, s. r. o.","31411045","Slovenská republika",
"Z201768653","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/160485","Pozitívne","4.4.2022 7:11:27","","","Bittner print s.r.o. ","35736534","Slovenská republika",
"Z20187698","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/170623","Pozitívne","6.4.2022 8:44:38","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201830394","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/193319","Pozitívne","27.4.2022 6:50:44","","","GX SOLUTIONS, a. s.","45232270","Slovenská republika",
"Z20194157","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/224725","Uspokojivé","4.4.2022 12:27:09","","","INTES Poprad, s.r.o.","36449814","Slovenská republika",
"Z20197933","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/228501","Uspokojivé","6.4.2022 8:46:35","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201912709","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/233277","Uspokojivé","27.4.2022 6:49:27","","","Agrokov, spol. s r.o.","46334831","Slovenská republika",
"Z201922614","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/243182","Uspokojivé","4.4.2022 6:53:32","","","Elektroservis VV, s.r.o.","44602731","Slovenská republika",
"Z201924484","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/245052","Uspokojivé","27.4.2022 6:48:20","","","HYCA s.r.o.","35900008","Slovenská republika",
