"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201769518","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/161350","Pozitívne","7.11.2022 7:52:07","","","Nemček G&R s.r.o.","46352295","Slovenská republika",
"Z201839606","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/202531","Pozitívne","8.11.2022 7:18:58","","","Škola.sk, s. r. o.","50293893","Slovenská republika",
"Z201839612","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/202537","Pozitívne","8.11.2022 7:17:48","","","MB TECH BB s.r.o.","36622524","Slovenská republika",
"Z201839609","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/202534","Pozitívne","8.11.2022 7:17:25","","","Škola.sk, s. r. o.","50293893","Slovenská republika",
"Z201841204","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/204129","Pozitívne","18.11.2022 10:22:36","","","Perfect Distribution a. s. - organizačná zložka","47719150","Slovenská republika",
"Z201843685","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/206610","Pozitívne","9.11.2022 9:10:47","","","SUNSOFT plus spol. s r.o.","31590128","Slovenská republika",
"Z201851222","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/214147","Pozitívne","8.11.2022 7:15:53","","","GOTANA, s. r. o.","46279491","Slovenská republika",
"Z20196704","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/227272","Uspokojivé","8.11.2022 7:18:18","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z201913852","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/234420","Uspokojivé","7.11.2022 11:38:54","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201924319","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/244887","Uspokojivé","7.11.2022 15:26:11","","","InterWay, a. s.","35728531","Slovenská republika",
"Z201924752","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/245320","Uspokojivé","11.11.2022 11:45:24","","","MEVA-SK s.r.o. Rožňava","31681051","Slovenská republika",
"Z201936524","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/257092","Uspokojivé","8.11.2022 8:48:11","","","NetPoint, a.s.","35819065","Slovenská republika",
"Z20209187","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/268596","Uspokojivé","9.11.2022 9:24:18","","","JRK Slovensko s.r.o.","50530950","Slovenská republika",
"Z202011568","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/270977","Uspokojivé","7.11.2022 8:55:17","","","Jozef Hlavatý","43429823","Slovenská republika",
"Z202013816","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/273225","Uspokojivé","25.11.2022 9:05:49","","","HENRYSO, s.r.o.","50687115","Slovenská republika",
"Z202013808","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/273217","Uspokojivé","25.11.2022 9:04:24","","","HENRYSO, s.r.o.","50687115","Slovenská republika",
"Z202015157","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/274566","Uspokojivé","25.11.2022 9:07:48","","","Škola.sk, s. r. o.","50293893","Slovenská republika",
"Z202015288","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/274697","Uspokojivé","25.11.2022 9:08:50","","","Škola.sk, s. r. o.","50293893","Slovenská republika",
"Z202016779","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/276188","Uspokojivé","7.11.2022 12:54:37","","","HENRYSO, s.r.o.","50687115","Slovenská republika",
"Z202017931","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/277340","Uspokojivé","25.11.2022 9:09:52","","","Škola.sk, s. r. o.","50293893","Slovenská republika",
"Z202021851","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/281260","Uspokojivé","7.11.2022 6:35:38","","","Tibor Varga TSV PAPIER","32627211","Slovenská republika",
"Z202023175","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/282584","Uspokojivé","7.11.2022 12:48:26","","","Ultra Print Digital, s.r.o.","31368646","Slovenská republika",
"Z202023444","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/282853","Uspokojivé","8.11.2022 13:35:22","","","TLAČIAREŇ J+K s. r. o.","44839677","Slovenská republika",
