"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201762532","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/154364","Pozitívne","9/8/2023 11:31:46 AM","","","MMJ Trade s.r.o.","36057487","Slovenská republika",
"Z201763634","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/155466","Pozitívne","9/4/2023 11:19:13 AM","Doplnenie","","LMM, spol. s r.o. ","31362044","Slovenská republika",
"Z20206451","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/265860","Uspokojivé","9/7/2023 6:38:41 AM","","","IRDistribution, a. s.","35872110","Slovenská republika",
"Z202029455","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/288864","Uspokojivé","9/4/2023 5:38:14 AM","","","Bittner print s.r.o. ","35736534","Slovenská republika",
"Z202034151","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/293560","Neuspokojivé","9/6/2023 7:46:16 AM","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","RAI - INTERNACIONAL, s.r.o. ","36629855","Slovenská republika",
"Z20211793","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/295550","Uspokojivé","9/6/2023 7:47:01 AM","","","EUROCOVER Slovakia, s.r.o.","35895331","Slovenská republika",
"Z20215982","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/299739","Uspokojivé","9/5/2023 9:17:32 AM","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z202110658","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/304415","Uspokojivé","9/19/2023 2:00:07 PM","","","Datacomp s.r.o.","36212466","Slovenská republika",
"Z202110665","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/304422","Uspokojivé","9/19/2023 1:47:02 PM","","","IRDistribution, a. s.","35872110","Slovenská republika",
"Z202110700","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/304457","Uspokojivé","9/19/2023 1:39:42 PM","","","Martin Gall - MG COMP","41751477","Slovenská republika",
"Z202113271","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/307028","Uspokojivé","9/4/2023 6:53:36 AM","","","FinStat, s. r. o.","47165367","Slovenská republika",
