"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201513674","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14038","Pozitívne","6/2/2025 7:46:17 AM","","","Richard Šrobár LITTERA","33580511","Slovenská republika",
"Z201527372","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/27736","Pozitívne","6/2/2025 7:45:32 AM","","","OMES spol. s r.o.","47505214","Slovenská republika",
"Z201634725","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/77089","Pozitívne","6/3/2025 12:57:47 PM","","","Ing. Jaroslav Marinica-MARINI","37533924","Slovenská republika",
"Z201641062","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/83426","Pozitívne","6/3/2025 12:56:28 PM","","","GASTRO VRÁBEĽ, s.r.o. ","43897452","Slovenská republika",
"Z201818735","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/181660","Pozitívne","6/3/2025 12:54:10 PM","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z201854745","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/217670","Pozitívne","6/3/2025 12:58:57 PM","","","GEPI s.r.o.","50210050","Slovenská republika",
"Z201856809","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/219734","Pozitívne","6/5/2025 1:41:53 PM","","","Brantner Fatra, s.r.o.","31578861","Slovenská republika",
"Z20205563","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/264972","Uspokojivé","6/3/2025 12:59:44 PM","","","OMES spol. s r.o.","47505214","Slovenská republika",
"Z20208394","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/267803","Uspokojivé","6/3/2025 10:32:17 AM","","","FERDUS s. r. o.","44669887","Slovenská republika",
"Z202026021","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/285430","Uspokojivé","6/2/2025 6:07:39 AM","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z2021229","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/293986","Uspokojivé","6/2/2025 5:07:50 AM","","","O2 Business Services, a. s.","50087487","Slovenská republika",
"Z202112942","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/306699","Uspokojivé","6/2/2025 8:44:13 AM","","","Brantner Poprad, s.r.o.","36444618","Slovenská republika",
"Z202213925","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/333023","Uspokojivé","6/2/2025 6:48:48 AM","","","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika",
"Z202215420","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/334518","Uspokojivé","6/2/2025 10:20:53 AM","","","AMEDIS spol. s r.o.","00612758","Slovenská republika",
"Z20232487","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/337442","Uspokojivé","6/2/2025 5:55:29 AM","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z20233083","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/338038","Uspokojivé","6/3/2025 7:53:02 AM","","","SLOVAKIA TEX s.r.o.","47462752","Slovenská republika",
"Z20233738","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/338693","Uspokojivé","6/2/2025 8:45:51 AM","","","Slovanet, a. s.","35954612","Slovenská republika",
"Z20233877","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/338832","Uspokojivé","6/2/2025 4:42:28 AM","","","Tibor Varga TSV PAPIER","32627211","Slovenská republika",
"Z20234985","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/339940","Uspokojivé","6/4/2025 9:57:17 AM","","","ALKA s.r.o. Prešov","31655165","Slovenská republika",
"Z202313017","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/347972","Uspokojivé","6/2/2025 6:48:09 AM","","","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika",
"Z202313377","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/348332","Uspokojivé","6/2/2025 3:19:24 AM","","","DMC, s.r.o.","36777455","Slovenská republika",
"Z202313903","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/348858","Uspokojivé","6/2/2025 6:44:37 AM","","","HENRYSO, s.r.o.","50687115","Slovenská republika",
"Z202314352","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/349307","Uspokojivé","6/2/2025 6:50:29 AM","","","HENRYSO, s.r.o.","50687115","Slovenská republika",
"Z20241277","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/350881","Uspokojivé","6/2/2025 6:44:34 AM","","","DATALAN, a.s.","35810734","Slovenská republika",
"Z20241322","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/350926","Uspokojivé","6/2/2025 7:13:44 AM","","","DATALAN, a.s.","35810734","Slovenská republika",
"Z20242323","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/351927","Uspokojivé","6/3/2025 8:54:05 AM","","","RACHAB, s. r. o.","54211930","Slovenská republika",
"Z20242400","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/352004","Uspokojivé","6/3/2025 11:02:18 AM","","","Torreol, s. r. o.","51127989","Slovenská republika",
"Z20242739","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/352343","Uspokojivé","6/2/2025 6:27:04 AM","","","Diversey Slovensko, s.r.o.","35835401","Slovenská republika",
"Z20242787","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/352391","Uspokojivé","6/2/2025 8:43:21 AM","","","Pasz s. r. o.","05004209","Česká republika",
"Z20242944","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/352548","Uspokojivé","6/4/2025 7:05:01 AM","","","JHStrans, s.r.o.","36802387","Slovenská republika",
"Z20243055","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/352659","Uspokojivé","6/2/2025 11:34:40 AM","","","PREFIS a.s.","35704977","Slovenská republika",
"Z20243185","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/352789","Uspokojivé","6/5/2025 9:42:09 AM","","","Štatistické a evidenčné vydavateľstvo tlačív, a.s.","31331131","Slovenská republika",
"Z20243388","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/352992","Uspokojivé","6/5/2025 9:47:37 AM","","","MEDIKO. spol. s r.o. ","31402917","Slovenská republika",
"Z20243443","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/353047","Uspokojivé","6/3/2025 8:55:16 AM","","","VHM Corp s. r. o.","53898834","Slovenská republika",
"Z20243493","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/353097","Uspokojivé","6/5/2025 9:42:26 AM","","","PHARMACOPOLA s.r.o.","31570895","Slovenská republika",
"Z20243517","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/353121","Uspokojivé","6/5/2025 5:14:33 AM","","","SATES, a.s.","31628541","Slovenská republika",
"Z20243603","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/353207","Uspokojivé","6/5/2025 9:47:20 AM","","","LYNX s.r.o.","00692069","Slovenská republika",
"Z20243639","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/353243","Uspokojivé","6/2/2025 6:53:04 AM","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20243686","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/353290","Uspokojivé","6/5/2025 7:47:30 AM","","","DMC, s.r.o.","36777455","Slovenská republika",
"Z20243722","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/353326","Uspokojivé","6/5/2025 5:12:38 AM","","","RG kovo s.r.o.","46645314","Slovenská republika",
"Z20243780","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/353384","Uspokojivé","6/3/2025 6:51:16 AM","","","Up Déjeuner, s. r. o.","53528654","Slovenská republika",
"Z20243929","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/353533","Uspokojivé","6/6/2025 6:11:07 AM","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z20244036","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/353640","Uspokojivé","6/5/2025 9:42:49 AM","","","ECOLAB GESELLSCHAFT MBH","FN 82573 g","Rakúska republika",
