"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z2014222","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/222","Pozitívne","6.5.2016 6:18:09","","","AC energia s. r. o.","44187653","Slovenská republika",
"Z201588","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/452","Pozitívne","2.5.2016 8:27:58","","","KIZZE D&S s. r. o. ","46079777","Slovenská republika",
"Z2015399","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/763","Negatívne","12.5.2016 5:44:07","","Dodávateľ nedodal predmet zmluvy v kvalite požadovanej podľa zmluvy","VIDRA a spol. s.r.o.","31589561","Slovenská republika",
"Z2015569","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/933","Pozitívne","3.5.2016 11:01:46","","","LEON global s.r.o.","36284238","Slovenská republika",
"Z2015923","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1287","Pozitívne","10.5.2016 9:29:39","","","MEDICAL GROUP SK a. s.","31708030","Slovenská republika",
"Z20151754","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2118","Pozitívne","3.5.2016 8:39:41","","","LASER servis, spol. s.r.o. ","35755989","Slovenská republika",
"Z20151771","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2135","Pozitívne","3.5.2016 5:19:40","","","ADACOM progatec, s.r.o.","36734497","Slovenská republika",
"Z20151978","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2342","Pozitívne","2.5.2016 8:28:25","","","Trend Hygiena, s.r.o.","44783892","Slovenská republika",
"Z20152434","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2798","Pozitívne","11.5.2016 8:37:39","","","DOLIS s.r.o.","35698586","Slovenská republika",
"Z20152495","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2859","Pozitívne","3.5.2016 11:27:35","","","CHRIEN, spol. s r.o.","36008338","Slovenská republika",
"Z20152659","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3023","Pozitívne","3.5.2016 7:52:57","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z20152633","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2997","Pozitívne","2.5.2016 9:15:07","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20152963","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3327","Pozitívne","3.5.2016 5:21:31","","","SAWBAC Slovensko, a.s.","35849584","Slovenská republika",
"Z20153109","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3473","Pozitívne","3.5.2016 8:11:53","","","Eurolab Lambda a.s.","35869429","Slovenská republika",
"Z20153349","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3713","Pozitívne","3.5.2016 5:21:48","","","MADA Slovakia s.r.o.","00617431","Slovenská republika",
"Z20153545","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3909","Pozitívne","2.5.2016 9:12:14","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z20153574","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3938","Pozitívne","2.5.2016 7:38:28","","","Ing. Peter Gerši GCTECH","36880574","Slovenská republika",
"Z20153605","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3969","Pozitívne","2.5.2016 7:50:23","","","Drogéria u Kovára s. r. o.","45641242","Slovenská republika",
"Z20153615","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3979","Pozitívne","2.5.2016 7:09:38","","","Ing. Peter Gerši GCTECH","36880574","Slovenská republika",
"Z20153635","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3999","Pozitívne","4.5.2016 7:06:50","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z20153927","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4291","Pozitívne","2.5.2016 8:29:49","","","CLEAN TONERY, s.r.o.","35891866","Slovenská republika",
"Z20153967","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4331","Pozitívne","2.5.2016 8:20:00","","","ČECHOVO, s. r. o.","46186484","Slovenská republika",
"Z20153913","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4277","Pozitívne","6.5.2016 7:03:55","","","eGroup Solutions, a. s. ","44989709","Slovenská republika",
"Z20154166","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4530","Pozitívne","2.5.2016 16:49:05","","","Ing. Tomáš Dzurňák - D & D","14382857","Slovenská republika",
"Z20154261","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4625","Negatívne","2.5.2016 8:47:28","","Dodávateľ nedodal predmet zmluvy v kvalite požadovanej podľa zmluvy","OBCHOD S PALIVOM, s.r.o.","36018457","Slovenská republika",
"Z20154476","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4840","Pozitívne","3.5.2016 5:20:03","","","Mýval Slovakia, s. r. o.","31367844","Slovenská republika",
"Z20154504","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4868","Pozitívne","3.5.2016 11:00:17","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20154541","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4905","Pozitívne","2.5.2016 9:38:02","","","VAŠA Slovensko, s. r. o.","35683813","Slovenská republika",
"Z20154594","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4958","Pozitívne","13.5.2016 6:02:15","","","CRT Service s.r.o. ","47696222","Slovenská republika",
"Z20154728","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5092","Pozitívne","2.5.2016 12:11:45","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20154790","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5154","Pozitívne","10.5.2016 9:30:58","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20155671","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6035","Pozitívne","2.5.2016 10:24:39","","","Mobilita servis, spol. s r.o.","35693011","Slovenská republika",
"Z20155817","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6181","Pozitívne","2.5.2016 9:03:31","","","MAT-obaly, s.r.o. ","36315303","Slovenská republika",
"Z20156082","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6446","Pozitívne","4.5.2016 10:59:21","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20156433","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6797","Pozitívne","3.5.2016 7:44:21","","","AC energia s. r. o.","44187653","Slovenská republika",
"Z20156456","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6820","Pozitívne","20.5.2016 12:22:37","","","VAŠA Slovensko, s. r. o.","35683813","Slovenská republika",
"Z20157466","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7830","Pozitívne","9.5.2016 9:08:52","","","VAŠA Slovensko, s. r. o.","35683813","Slovenská republika",
"Z20157475","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7839","Pozitívne","3.5.2016 10:36:34","","","Školská technika s.r.o.","47387882","Slovenská republika",
"Z20157043","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7407","Pozitívne","30.5.2016 7:30:56","","","SIOX s.r.o.","47012676","Slovenská republika",
"Z20158439","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8803","Pozitívne","16.5.2016 11:25:00","","","S PoweR export - import, s.r.o.","31367551","Slovenská republika",
"Z20158788","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9152","Pozitívne","2.5.2016 8:17:47","","","Ing. Peter Gerši GCTECH","36880574","Slovenská republika",
"Z20159870","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10234","Pozitívne","2.5.2016 8:18:17","","","DELTA COMMERCE, s.r.o ","44787677","Slovenská republika",
"Z201510114","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10478","Pozitívne","2.5.2016 8:22:49","","","Tibor Varga TSV PAPIER","32627211","Slovenská republika",
"Z20159994","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10358","Pozitívne","16.5.2016 11:32:27","","","A J Produkty a.s.","36268518","Slovenská republika",
"Z201510776","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/11140","Pozitívne","16.5.2016 11:17:33","","","nanoTECH s.r.o.","43798608","Slovenská republika",
"Z201511638","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12002","Pozitívne","2.5.2016 9:27:35","","","Ing. Ján Buchanec BB TRADE","33576009","Slovenská republika",
"Z201511717","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12081","Pozitívne","2.5.2016 8:13:24","","","Ing. Tomáš Dzurňák - D & D","14382857","Slovenská republika",
"Z201512311","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12675","Pozitívne","9.5.2016 10:18:45","","","MY DVA Slovakia, s.r.o.","35937548","Slovenská republika",
"Z201510818","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/11182","Pozitívne","16.5.2016 11:30:09","","","Gelezis, s.r.o.","47623322","Slovenská republika",
"Z201512650","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13014","Pozitívne","4.5.2016 6:44:02","","","Brenntag Slovakia s.r.o.","31336884","Slovenská republika",
"Z201512806","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13170","Pozitívne","2.5.2016 9:59:35","","","Eurolab Lambda a.s.","35869429","Slovenská republika",
"Z201512891","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13255","Pozitívne","3.5.2016 5:20:57","","","Intersystem EU s.r.o.","46186123","Slovenská republika",
"Z201513126","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13490","Pozitívne","2.5.2016 8:29:41","","","Obnovstav, s.r.o.","36439746","Slovenská republika",
"Z201513158","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13522","Pozitívne","2.5.2016 10:00:03","","","PRINT TRADE s.r.o. ","31585078","Slovenská republika",
"Z201513252","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13616","Pozitívne","3.5.2016 9:07:45","","","ŠTÝL - IVANOV s.r.o.","36498548","Slovenská republika",
"Z201513389","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13753","Pozitívne","12.5.2016 12:59:35","","","MACRO COMPONENTS s.r.o.","31562744","Slovenská republika",
"Z201513417","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13781","Pozitívne","3.5.2016 5:21:57","","","OBCHODNÁ POISŤOVACIA A ZAISŤOVACIA SPOLOČNOSŤ ASTRA S.A., pobočka poisťovne z iného členského štátu","47243597","Slovenská republika",
"Z201513476","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13840","Pozitívne","2.5.2016 8:30:07","","","SERVIS LINE, s.r.o. ","36545074","Slovenská republika",
"Z201512450","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12814","Pozitívne","30.5.2016 6:50:31","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201514118","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14482","Pozitívne","2.5.2016 10:00:31","","","FISHER Slovakia, spol. s r.o.","36483095","Slovenská republika",
"Z201514249","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14613","Pozitívne","2.5.2016 10:01:06","","","MERCI SLOVAKIA, s. r. o.","35765178","Slovenská republika",
"Z201514873","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/15237","Pozitívne","16.5.2016 4:48:55","","","Kvant  spol. s.r.o.","31398294","Slovenská republika",
