"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201513981","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14345","Pozitívne","7.3.2018 10:44:24","","","Roman Laco - ROADA","33191921","Slovenská republika",
"Z201527895","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/28259","Pozitívne","7.3.2018 10:00:02","","","KRISTL s.r.o.","43948341","Slovenská republika",
"Z201533337","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/33701","Pozitívne","5.3.2018 9:54:38","","","Ing. Peter Švec - ATIS","11838132","Slovenská republika",
"Z201536050","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/36414","Pozitívne","5.3.2018 7:01:37","","","AMG Security s.r.o.","46268995","Slovenská republika",
"Z201541469","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/41833","Pozitívne","5.3.2018 12:48:42","","","MB TECH BB s.r.o.","36622524","Slovenská republika",
"Z201541957","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42321","Pozitívne","6.3.2018 13:37:26","","","VIDRA a spol. s.r.o.","31589561","Slovenská republika",
"Z201541958","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42322","Pozitívne","6.3.2018 13:04:31","","","VIDRA a spol. s.r.o.","31589561","Slovenská republika",
"Z201620","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42384","Pozitívne","5.3.2018 18:08:16","","","Energy Europe, SE","47542667","Slovenská republika",
"Z2016779","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/43143","Pozitívne","5.3.2018 9:03:25","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z20161861","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/44225","Pozitívne","5.3.2018 6:38:36","","","Stredoslovenská energetika, a.s.","36403008","Slovenská republika",
"Z20161889","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/44253","Pozitívne","7.3.2018 6:33:09","","","MAGNUS COMPANY, s.r.o.","47190426","Slovenská republika",
"Z20162507","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/44871","Pozitívne","5.3.2018 7:23:09","","","DCX spol. s r.o.","47133694","Slovenská republika",
"Z20162183","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/44547","Pozitívne","5.3.2018 6:26:04","","","Lindström, s.r.o.","35742364","Slovenská republika",
"Z20162842","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45206","Pozitívne","5.3.2018 14:51:43","","","CHEMOLAK a.s.","31411851","Slovenská republika",
"Z20163172","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45536","Pozitívne","5.3.2018 10:00:41","","","Tibor Varga TSV PAPIER","32627211","Slovenská republika",
"Z20163291","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45655","Pozitívne","5.3.2018 5:41:27","","","Messer Tatragas, spol. s r.o.","00685852","Slovenská republika",
"Z20163536","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45900","Pozitívne","6.3.2018 13:49:14","","","DINA - HITEX SK, spol. s.r.o. ","36352446","Slovenská republika",
"Z20163767","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46131","Pozitívne","6.3.2018 8:27:18","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z20164618","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46982","Pozitívne","7.3.2018 8:35:19","","","Insomnium, s. r. o.","46590129","Slovenská republika",
"Z20167568","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/49932","Pozitívne","7.3.2018 8:36:34","","","Insomnium, s. r. o.","46590129","Slovenská republika",
"Z201616133","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/58497","Pozitívne","5.3.2018 10:55:45","","","SEHOS PLUS s. r. o. ","46979760","Slovenská republika",
"Z201616819","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/59183","Pozitívne","5.3.2018 10:57:06","","","Reiwag Facility Services SK, s. r. o. ","35905816","Slovenská republika",
"Z201620210","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/62574","Pozitívne","7.3.2018 9:58:45","","","ITSK, s.r.o.","36556050","Slovenská republika",
"Z201620667","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/63031","Pozitívne","5.3.2018 9:16:14","","","Brantner Fatra, s.r.o.","31578861","Slovenská republika",
"Z201626865","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/69229","Pozitívne","6.3.2018 14:05:42","","","KP, s.r.o.","36402516","Slovenská republika",
"Z201629711","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/72075","Pozitívne","5.3.2018 8:08:04","","","PENTIMEX, s.r.o.","31622054","Slovenská republika",
"Z201629895","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/72259","Pozitívne","5.3.2018 10:09:37","","","InterMedical, spol. s r.o.","36547263","Slovenská republika",
"Z201630968","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/73332","Pozitívne","5.3.2018 10:30:52","","","Bracco Imaging Slovakia s. r. o. ","46182870","Slovenská republika",
"Z201634665","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/77029","Pozitívne","6.3.2018 8:50:45","","","Ag - pulz s.r.o.","36492191","Slovenská republika",
"Z201637692","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/80056","Pozitívne","5.3.2018 13:40:26","","","OBCHOD S PALIVOM, s.r.o.","36018457","Slovenská republika",
"Z201638195","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/80559","Pozitívne","7.3.2018 9:58:16","","","Východoslovenská energetika a.s.","44483767","Slovenská republika",
"Z201639779","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/82143","Pozitívne","5.3.2018 6:29:18","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201642604","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/84968","Pozitívne","5.3.2018 11:31:13","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201643537","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/85901","Pozitívne","5.3.2018 15:48:13","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201643748","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/86112","Pozitívne","7.3.2018 6:52:12","","","REDOX, s.r.o.","36052981","Slovenská republika",
"Z201645566","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/87930","Pozitívne","7.3.2018 9:57:59","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201646633","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/88997","Pozitívne","7.3.2018 9:57:34","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201646719","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/89083","Pozitívne","7.3.2018 6:26:52","","","AMG Facility SK s.r.o.","50578901","Slovenská republika",
