"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20155796","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6160","Pozitívne","2.12.2019 8:36:56","","","DIAFAN, s.r.o.","36548073","Slovenská republika",
"Z201532989","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/33353","Pozitívne","19.12.2019 11:43:18","","","Ľubomír Tabaka - MOTOSPOL","33276188","Slovenská republika",
"Z201534596","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/34960","Pozitívne","18.12.2019 12:52:08","","","Konica Minolta Slovakia spol. s r. o.","31338551","Slovenská republika",
"Z201539425","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/39789","Pozitívne","17.12.2019 7:02:17","","","Štefan Vancík - ELOS","35412437","Slovenská republika",
"Z20161202","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/43566","Pozitívne","3.12.2019 11:28:10","","","Marián Šupa","11906022","Slovenská republika",
"Z201619548","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/61912","Pozitívne","11.12.2019 7:06:47","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201622668","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/65032","Pozitívne","18.12.2019 13:08:06","","","MAJES výťahy a eskalátory, a.s. ","35770732","Slovenská republika",
"Z201631647","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/74011","Pozitívne","11.12.2019 7:06:26","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201632246","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/74610","Pozitívne","17.12.2019 7:52:31","","","GLOBESY, s.r.o.","36407275","Slovenská republika",
"Z201632198","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/74562","Pozitívne","18.12.2019 13:04:39","","","Messer Tatragas, spol. s r.o.","00685852","Slovenská republika",
"Z201636941","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/79305","Pozitívne","20.12.2019 10:06:19","","","eGroup Solutions, a. s. ","44989709","Slovenská republika",
"Z20171850","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/93682","Pozitívne","19.12.2019 8:57:37","","","mediatip.sk, s. r. o.","36013978","Slovenská republika",
"Z20174121","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/95953","Pozitívne","19.12.2019 8:58:32","","","Jozef Forgáč-olympia","35275171","Slovenská republika",
"Z20175978","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/97810","Pozitívne","19.12.2019 8:59:25","","","JURIGA spol. s r. o.","31344194","Slovenská republika",
"Z20176836","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/98668","Pozitívne","19.12.2019 8:59:58","","","Tibor Varga TSV PAPIER","32627211","Slovenská republika",
"Z20179484","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/101316","Pozitívne","19.12.2019 9:00:34","","","VWR International GmbH","FN 189903 w","Rakúska republika",
"Z201710751","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/102583","Pozitívne","19.12.2019 9:04:16","","","MALÉ CENTRUM, s.r.o.","35812575","Slovenská republika",
"Z201711921","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/103753","Pozitívne","19.12.2019 9:04:53","","","Michal Vaško - VYDAVATEĽSTVO","31291228","Slovenská republika",
"Z201714474","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/106306","Pozitívne","19.12.2019 9:05:26","","","FISHER Slovakia, spol. s r.o.","36483095","Slovenská republika",
"Z201716525","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/108357","Pozitívne","19.12.2019 9:07:04","","","Cherry Promotion, s.r.o.","46520201","Slovenská republika",
"Z201717066","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/108898","Pozitívne","19.12.2019 9:08:04","","","Viera Szíkorová SANTECH","40219291","Slovenská republika",
"Z201719499","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/111331","Pozitívne","19.12.2019 9:08:29","","","Sk - technik, s.r.o.","36408972","Slovenská republika",
"Z201720824","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/112656","Pozitívne","19.12.2019 9:09:04","","","VWR International GmbH","FN 189903 w","Rakúska republika",
"Z201720857","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/112689","Pozitívne","19.12.2019 9:09:32","","","MICRONIX spol. s r.o.","31643761","Slovenská republika",
"Z201723300","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/115132","Pozitívne","19.12.2019 9:10:12","","","VWR International GmbH","FN 189903 w","Rakúska republika",
"Z201727640","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/119472","Pozitívne","19.12.2019 9:10:54","","","Ing. Robert Lukoťka REL","10990062","Slovenská republika",
"Z201731648","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/123480","Pozitívne","19.12.2019 9:11:32","","","FaxCopy Pro s. r. o.","47076178","Slovenská republika",
"Z201733666","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/125498","Pozitívne","19.12.2019 9:12:10","","","TR TECHNIC s.r.o.","45906114","Slovenská republika",
"Z201735400","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/127232","Pozitívne","2.12.2019 6:49:39","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201737020","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/128852","Pozitívne","19.12.2019 9:12:43","","","ELFI, s. r. o. ","46816887","Slovenská republika",
"Z201740584","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/132416","Pozitívne","2.12.2019 9:00:30","","","SVOP, spol. s r.o.","30775264","Slovenská republika",
"Z201742271","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/134103","Pozitívne","11.12.2019 8:51:21","","","KOSIT a.s.","36205214","Slovenská republika",
"Z201744349","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/136181","Pozitívne","2.12.2019 7:18:14","","","AKS group s.r.o. ","47424893","Slovenská republika",
"Z201746425","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/138257","Pozitívne","5.12.2019 10:05:19","","","G.P.R. spol. s r. o. ","17319463","Slovenská republika",
"Z201746427","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/138259","Pozitívne","5.12.2019 10:05:08","","","G.P.R. spol. s r. o. ","17319463","Slovenská republika",
"Z201746434","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/138266","Pozitívne","5.12.2019 10:04:54","","","G.P.R. spol. s r. o. ","17319463","Slovenská republika",
"Z201746466","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/138298","Pozitívne","5.12.2019 10:04:43","","","G.P.R. spol. s r. o. ","17319463","Slovenská republika",
"Z201746471","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/138303","Pozitívne","5.12.2019 10:04:29","","","G.P.R. spol. s r. o. ","17319463","Slovenská republika",
"Z201746474","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/138306","Pozitívne","5.12.2019 10:01:17","","","G.P.R. spol. s r. o. ","17319463","Slovenská republika",
"Z201746484","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/138316","Pozitívne","5.12.2019 10:03:34","","","G.P.R. spol. s r. o. ","17319463","Slovenská republika",
"Z201746490","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/138322","Pozitívne","5.12.2019 10:03:25","","","G.P.R. spol. s r. o. ","17319463","Slovenská republika",
"Z201750300","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/142132","Pozitívne","10.12.2019 7:26:28","","","TWINLOGY s. r. o.","44187653","Slovenská republika",
"Z201751147","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/142979","Pozitívne","19.12.2019 9:13:18","","","24music Martin s.r.o.","47428163","Slovenská republika",
"Z201754123","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/145955","Pozitívne","19.12.2019 9:14:03","","","Mikrochem Trade, spol. s r.o.","35948655","Slovenská republika",
"Z201754660","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/146492","Pozitívne","19.12.2019 9:14:35","","","ITSK, s.r.o.","36556050","Slovenská republika",
"Z201755882","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/147714","Pozitívne","19.12.2019 9:16:26","","","MCN s.r.o.","36180726","Slovenská republika",
"Z201757439","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/149271","Pozitívne","2.12.2019 4:58:45","","","Teleflex Medical s.r.o.","34137921","Slovenská republika",
"Z201757729","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/149561","Pozitívne","19.12.2019 11:49:55","","","Štefan Nagy - FAN – AUTO ","32529597","Slovenská republika",
"Z201758443","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/150275","Pozitívne","19.12.2019 7:08:56","","","Servis pre pozemné komunikácie, s.r.o.","36404616","Slovenská republika",
"Z201760777","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/152609","Pozitívne","19.12.2019 9:17:05","","","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika",
"Z201761069","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/152901","Pozitívne","3.12.2019 7:04:43","","","Ing. Ladislav Ivanics  IL - MED","33126500","Slovenská republika",
