"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20151704","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2068","Pozitívne","4.4.2017 12:21:00","","","IKARO s.r.o.","31656544","Slovenská republika",
"Z20152224","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2588","Pozitívne","5.4.2017 7:36:54","","","BTS-PO, s.r.o.","36491501","Slovenská republika",
"Z201512301","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12665","Pozitívne","3.4.2017 9:06:32","Dodávateľ nakoniec nerealizoval zákazku po dohode.","","Sokol trade spol. s r.o.","36605735","Slovenská republika",
"Z201513073","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13437","Pozitívne","4.4.2017 9:46:16","","","Energie2, a.s.","46113177","Slovenská republika",
"Z201513782","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14146","Pozitívne","18.4.2017 9:37:01","","","AXON PRO, s.r.o.","31387811","Slovenská republika",
"Z201517546","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/17910","Pozitívne","3.4.2017 12:51:52","","","Mátl & Bula, spol. s r.o.","25313568","Česká republika",
"Z201518848","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/19212","Pozitívne","3.4.2017 5:22:15","","","Meditech SK, s.r.o.","46964690","Slovenská republika",
"Z201526055","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/26419","Pozitívne","11.4.2017 6:31:43","","","Ing. Pavol Šutý - EKOSTAV","22605789","Slovenská republika",
"Z201527359","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/27723","Pozitívne","3.4.2017 10:46:49","","","U N I M A T spol. s r.o.","30228042","Slovenská republika",
"Z201527732","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/28096","Pozitívne","7.4.2017 12:54:08","","","SOAR, spol. s r.o.","36380041","Slovenská republika",
"Z201528153","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/28517","Pozitívne","3.4.2017 12:34:27","","","Pepita-Z, s.r.o.","47452439","Slovenská republika",
"Z201529955","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/30319","Pozitívne","5.4.2017 12:58:31","","","SINAKO SK, s.r.o.","44791712","Slovenská republika",
"Z201530544","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/30908","Pozitívne","11.4.2017 5:43:28","","","VIDRA a spol. s.r.o.","31589561","Slovenská republika",
"Z201530059","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/30423","Pozitívne","4.4.2017 5:49:55","","","EUROMAR spol s .r.o.","36216054","Slovenská republika",
"Z201531226","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31590","Pozitívne","3.4.2017 6:35:01","","","BASCO SK, s.r.o.","34140328","Slovenská republika",
"Z201532053","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/32417","Pozitívne","7.4.2017 12:54:22","","","L4T, s. r. o. ","44598378","Slovenská republika",
"Z201531497","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31861","Pozitívne","11.4.2017 5:44:06","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201531505","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31869","Pozitívne","11.4.2017 5:44:21","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201531529","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31893","Pozitívne","11.4.2017 5:44:44","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201531510","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31874","Pozitívne","11.4.2017 5:44:33","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201532718","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/33082","Pozitívne","11.4.2017 5:40:19","","","VIDRA a spol. s.r.o.","31589561","Slovenská republika",
"Z201534322","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/34686","Pozitívne","4.4.2017 12:20:42","","","nanoTECH s.r.o.","43798608","Slovenská republika",
"Z201536282","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/36646","Pozitívne","5.4.2017 13:00:29","","","KLIMÍK SK, s.r.o.","47558601","Slovenská republika",
"Z201537695","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/38059","Pozitívne","6.4.2017 13:19:07","","","PD BA 08, s.r.o.","44672250","Slovenská republika",
"Z201538962","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/39326","Pozitívne","5.4.2017 10:55:57","","","BB KOMES - EXPORT - IMPORT, s.r.o.","31606300","Slovenská republika",
"Z201540562","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/40926","Pozitívne","5.4.2017 10:45:01","","","MET Slovakia, a.s.","45860637","Slovenská republika",
"Z201540827","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/41191","Pozitívne","7.4.2017 12:54:35","","","TECHNOMOL, s.r.o.","36375128","Slovenská republika",
"Z201541315","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/41679","Pozitívne","3.4.2017 10:01:42","","","Ing. Martin Kováč - Gastrotechnika plus","33905690","Slovenská republika",
"Z201541410","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/41774","Pozitívne","4.4.2017 11:38:53","","","Lucia Rošková R-interiér","41192516","Slovenská republika",
"Z201541671","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42035","Pozitívne","7.4.2017 9:13:50","","","Polygrafické centrum, s.r.o. ","43801111","Slovenská republika",
"Z201541893","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42257","Pozitívne","6.4.2017 12:00:23","","","AutoCont SK a.s. ","36396222","Slovenská republika",
"Z201659","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42423","Pozitívne","6.4.2017 7:06:04","","","STOP LUP, s.r.o.","45724351","Slovenská republika",
"Z201669","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42433","Pozitívne","10.4.2017 10:56:17","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z2016300","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42664","Pozitívne","3.4.2017 6:00:41","","","Štatistické a evidenčné vydavateľstvo tlačív, a.s.","31331131","Slovenská republika",
"Z2016371","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42735","Pozitívne","3.4.2017 11:20:05","","","ABAKE spol. s r.o.","36442071","Slovenská republika",
"Z20161385","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/43749","Pozitívne","3.4.2017 9:42:18","","","SCP PAPIER, a. s.","36373583","Slovenská republika",
"Z20161296","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/43660","Pozitívne","4.4.2017 12:22:00","","","Fuel Traders Corporation s. r. o.","46014195","Slovenská republika",
"Z20162799","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45163","Pozitívne","4.4.2017 15:20:48","","","Tibor Varga TSV PAPIER","32627211","Slovenská republika",
"Z20162746","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45110","Pozitívne","3.4.2017 18:22:57","","","Konica Minolta Slovakia spol. s r. o.","31338551","Slovenská republika",
"Z20163400","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45764","Pozitívne","4.4.2017 15:22:25","","","Tibor Varga TSV PAPIER","32627211","Slovenská republika",
"Z20163404","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45768","Pozitívne","4.4.2017 15:23:21","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z20163878","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46242","Pozitívne","3.4.2017 18:31:13","","","PC SEMA, s.r.o.","36426041","Slovenská republika",
"Z20163950","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46314","Pozitívne","5.4.2017 7:30:34","","","Nábytok R studio, s.r.o.","36283371","Slovenská republika",
"Z20164020","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46384","Pozitívne","4.4.2017 15:26:42","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z20164022","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46386","Pozitívne","4.4.2017 15:25:42","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z20164037","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46401","Pozitívne","3.4.2017 18:38:45","","","PC SEMA, s.r.o.","36426041","Slovenská republika",
"Z20164091","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46455","Pozitívne","4.4.2017 15:28:39","","","Tibor Varga TSV PAPIER","32627211","Slovenská republika",
"Z20164255","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46619","Pozitívne","4.4.2017 15:31:27","","","Ing. Petra Spišáková - Majster Papier","46340998","Slovenská republika",
"Z20164307","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46671","Pozitívne","4.4.2017 15:36:46","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z20164360","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46724","Pozitívne","4.4.2017 6:13:34","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20164437","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46801","Pozitívne","10.4.2017 9:21:42","skončenie platnosti zmluvy","","LASER servis, spol. s.r.o. ","35755989","Slovenská republika",
"Z20164441","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46805","Pozitívne","10.4.2017 9:23:12","ukončenie platnosti zmluvy","","LASER servis, spol. s.r.o. ","35755989","Slovenská republika",
"Z20164582","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46946","Pozitívne","3.4.2017 6:34:34","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20164698","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47062","Pozitívne","5.4.2017 7:03:17","","","M - NOVOMAX - D s.r.o.","36650757","Slovenská republika",
"Z20164757","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47121","Pozitívne","10.4.2017 17:35:23","","","PC SEMA, s.r.o.","36426041","Slovenská republika",
"Z2016666","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/43030","Pozitívne","6.4.2017 6:33:53","","","K-Kontrol, spol. s r.o.","36234851","Slovenská republika",
"Z20164851","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47215","Pozitívne","12.4.2017 13:04:40","","","SoftwareONE Slovakia s.r.o.","46457763","Slovenská republika",
"Z20164849","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47213","Pozitívne","3.4.2017 10:05:48","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z20164838","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47202","Pozitívne","3.4.2017 10:04:38","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z20164829","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47193","Pozitívne","3.4.2017 10:06:09","","","TATRA - ALPINE a. s.","00680885","Slovenská republika",
"Z20164804","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47168","Pozitívne","3.4.2017 10:05:09","","","MEDICAL GROUP SK a. s.","31708030","Slovenská republika",
"Z20164970","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47334","Pozitívne","3.4.2017 9:09:35","","","Agentúra PREKLADY A TLMOČENIE, s.r.o.","45411875","Slovenská republika",
"Z20164628","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46992","Pozitívne","4.4.2017 11:51:09","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20165001","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47365","Pozitívne","7.4.2017 9:02:30","","","Ing. Jozef Kaňuch - LIFTKAN  ","47687908","Slovenská republika",
"Z20165145","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47509","Pozitívne","4.4.2017 9:49:16","","","EDUCATO, s. r. o.","45457867","Slovenská republika",
"Z20165312","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47676","Pozitívne","3.4.2017 7:32:49","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z20165325","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47689","Pozitívne","4.4.2017 6:14:26","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20165248","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47612","Pozitívne","6.4.2017 5:36:45","","","UNOMED spol. s r. o.","00612791","Slovenská republika",
"Z20165404","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47768","Pozitívne","3.4.2017 6:11:15","","","LASER servis, spol. s.r.o. ","35755989","Slovenská republika",
"Z20165465","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47829","Pozitívne","7.4.2017 7:20:31","","","TONEX Plus s.r.o.","36540501","Slovenská republika",
"Z20165508","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47872","Pozitívne","25.4.2017 10:24:44","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20165548","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47912","Pozitívne","10.4.2017 17:47:02","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z20165609","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47973","Pozitívne","4.4.2017 8:02:47","","","WORLDCOLOUR, s.r.o. ","34121579","Slovenská republika",
"Z20165674","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48038","Pozitívne","4.4.2017 6:31:54","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20166050","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48414","Pozitívne","3.4.2017 6:07:16","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20166059","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48423","Pozitívne","6.4.2017 11:52:58","","","eDevelopment s.r.o.","35849428","Slovenská republika",
"Z20166074","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48438","Pozitívne","4.4.2017 8:19:28","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20166119","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48483","Pozitívne","3.4.2017 10:05:31","","","MEDIC INTERNATIONAL s. r. o. ","44023707","Slovenská republika",
"Z20166182","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48546","Pozitívne","3.4.2017 6:10:52","","","S.A.B. Slovakia s.r.o","44674201","Slovenská republika",
"Z20166279","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48643","Pozitívne","3.4.2017 17:04:19","","","INMEDIA, spol. s r.o.","36019208","Slovenská republika",
"Z20166430","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48794","Pozitívne","24.4.2017 11:34:42","","","FUJIFILM Europe GmbH - organizačná zložka","45497095","Slovenská republika",
"Z20166465","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48829","Pozitívne","4.4.2017 5:32:07","","","DCX spol. s r.o.","47133694","Slovenská republika",
"Z20166467","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48831","Pozitívne","4.4.2017 5:39:10","","","DCX spol. s r.o.","47133694","Slovenská republika",
"Z20166477","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48841","Pozitívne","4.4.2017 6:24:01","","","DCX spol. s r.o.","47133694","Slovenská republika",
"Z20166480","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48844","Pozitívne","4.4.2017 6:29:01","","","DCX spol. s r.o.","47133694","Slovenská republika",
"Z20166485","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48849","Pozitívne","4.4.2017 6:34:17","","","DCX spol. s r.o.","47133694","Slovenská republika",
"Z20166489","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48853","Pozitívne","4.4.2017 6:39:07","","","DCX spol. s r.o.","47133694","Slovenská republika",
"Z20166544","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48908","Pozitívne","5.4.2017 8:33:51","","","CHRISTEYNS Slovakia s. r. o.","46872973","Slovenská republika",
"Z20166081","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48445","Pozitívne","11.4.2017 7:39:06","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20166679","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/49043","Pozitívne","20.4.2017 13:46:17","","","Europapier Slovensko, s.r.o.","31344381","Slovenská republika",
"Z20166686","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/49050","Pozitívne","20.4.2017 14:14:18","","","Europapier Slovensko, s.r.o.","31344381","Slovenská republika",
"Z20166711","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/49075","Pozitívne","3.4.2017 17:03:48","","","HAMÉ SLOVAKIA spol. s r.o.","31391079","Slovenská republika",
"Z20166859","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/49223","Pozitívne","13.4.2017 11:03:39","","","LASER servis, spol. s.r.o. ","35755989","Slovenská republika",
