"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201513996","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14360","Pozitívne","1/9/2025 7:46:32 AM","","","SLOVHOLDING, a.s.","31389163","Slovenská republika",
"Z201616327","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/58691","Pozitívne","1/6/2025 3:43:10 PM","","","gr8design s.r.o.","50104527","Slovenská republika",
"Z201616331","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/58695","Pozitívne","1/6/2025 3:42:41 PM","","","Ultra Print, s.r.o.","31399088","Slovenská republika",
"Z201751865","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/143697","Pozitívne","1/7/2025 5:51:19 AM","","","BUKÓZA ENERGO, a. s.","43806643","Slovenská republika",
"Z201762792","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/154624","Pozitívne","1/17/2025 6:17:45 AM","","","AUSTRO SERVIS s.r.o.","45412111","Slovenská republika",
"Z201766559","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/158391","Negatívne","1/13/2025 3:14:16 PM","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","X logistics, s.r.o.","47899948","Slovenská republika",
"Z201928636","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249204","Uspokojivé","1/7/2025 7:23:07 AM","","","STOLAMED PLUS, s. r. o.","46892923","Slovenská republika",
"Z201928638","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249206","Uspokojivé","1/7/2025 7:22:46 AM","","","STOLAMED PLUS, s. r. o.","46892923","Slovenská republika",
"Z201928640","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249208","Uspokojivé","1/7/2025 7:22:25 AM","","","STOLAMED PLUS, s. r. o.","46892923","Slovenská republika",
"Z201938278","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/258846","Uspokojivé","1/9/2025 1:41:27 PM","","","Siemens Healthcare s. r. o.","48146676","Slovenská republika",
"Z201938284","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/258852","Uspokojivé","1/6/2025 3:39:22 PM","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20201023","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/260432","Uspokojivé","1/7/2025 6:35:31 AM","","","HAKOM, s.r.o., ","36000124","Slovenská republika",
"Z20205103","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/264512","Uspokojivé","1/7/2025 6:32:50 AM","","","TRIS, spol. s r.o.","36202771","Slovenská republika",
"Z202010557","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/269966","Uspokojivé","1/9/2025 2:36:22 PM","","","Brantner Fatra, s.r.o.","31578861","Slovenská republika",
"Z202024018","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/283427","Uspokojivé","1/7/2025 6:37:18 AM","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
