"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z2015429","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/793","Pozitívne","19.6.2017 10:52:03","","","TIMED, s.r.o. ","00602175","Slovenská republika",
"Z2015498","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/862","Pozitívne","19.6.2017 11:27:18","","","TIMED, s.r.o. ","00602175","Slovenská republika",
"Z2015905","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1269","Pozitívne","8.6.2017 7:54:30","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z2015999","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1363","Pozitívne","22.6.2017 8:17:14","","","INAMED, s. r. o.","44484275","Slovenská republika",
"Z20151594","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1958","Pozitívne","28.6.2017 13:25:21","","","INAMED, s. r. o.","44484275","Slovenská republika",
"Z20151599","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1963","Pozitívne","28.6.2017 13:16:00","","","PANEP s.r.o.","25550250","Česká republika",
"Z20151604","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1968","Pozitívne","28.6.2017 13:32:17","","","INAMED, s. r. o.","44484275","Slovenská republika",
"Z20153270","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3634","Pozitívne","5.6.2017 6:12:13","","","MB TECH BB s.r.o.","36622524","Slovenská republika",
"Z20153507","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3871","Pozitívne","5.6.2017 6:12:42","","","GLOBAMERICA, s.r.o","31398081","Slovenská republika",
"Z20153538","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3902","Pozitívne","7.6.2017 5:19:43","","","Slovak Telekom, a.s.","35763469","Slovenská republika",
"Z20153995","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4359","Pozitívne","5.6.2017 6:13:05","","","Lambda Life a.s.","35848189","Slovenská republika",
"Z20153272","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3636","Pozitívne","5.6.2017 6:04:29","","","CRT Service s.r.o. ","47696222","Slovenská republika",
"Z20154655","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5019","Pozitívne","5.6.2017 6:13:20","","","GENYuse, s. r. o.","45689784","Slovenská republika",
"Z20154770","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5134","Pozitívne","5.6.2017 6:13:40","","","Lohmann & Rauscher, s.r.o","31347827","Slovenská republika",
"Z20154771","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5135","Pozitívne","5.6.2017 6:13:54","","","BIOTECH s.r.o.","35768444","Slovenská republika",
"Z20154846","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5210","Pozitívne","5.6.2017 6:14:12","","","SELVIT, spol. s r.o.","36370053","Slovenská republika",
"Z20155892","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6256","Pozitívne","5.6.2017 9:25:56","","","A S C spol. s r.o. ","31432981","Slovenská republika",
"Z20156497","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6861","Pozitívne","5.6.2017 4:11:22","","","TIMED, s.r.o. ","00602175","Slovenská republika",
"Z20157024","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7388","Pozitívne","28.6.2017 13:57:56","","","PANEP s.r.o.","25550250","Česká republika",
"Z20157587","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7951","Pozitívne","5.6.2017 6:14:27","","","Ecoli s.r.o.","35815906","Slovenská republika",
"Z20157621","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7985","Pozitívne","5.6.2017 6:14:39","","","GLOBAMERICA, s.r.o","31398081","Slovenská republika",
"Z20157637","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8001","Pozitívne","5.6.2017 6:16:13","","","Henrich Sonnenschein - ITSK","37212931","Slovenská republika",
"Z20158096","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8460","Pozitívne","5.6.2017 6:17:02","","","LASER servis, spol. s.r.o. ","35755989","Slovenská republika",
"Z20159305","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9669","Pozitívne","5.6.2017 6:17:19","","","LASER servis, spol. s.r.o. ","35755989","Slovenská republika",
"Z201510070","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10434","Pozitívne","5.6.2017 6:17:34","","","E L C E N , spol. s r.o.","00650951","Slovenská republika",
"Z201510312","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10676","Pozitívne","5.6.2017 7:02:11","","","FACSON, spol. s r.o.","40763374","Česká republika",
"Z201514476","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14840","Pozitívne","5.6.2017 6:17:50","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z201514482","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14846","Pozitívne","5.6.2017 6:18:05","","","K-TRADE spol. s r.o.","35848570","Slovenská republika",
"Z201514484","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14848","Pozitívne","5.6.2017 6:19:23","","","K-TRADE spol. s r.o.","35848570","Slovenská republika",
"Z201514966","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/15330","Pozitívne","9.6.2017 5:55:41","","","Energie2, a.s.","46113177","Slovenská republika",
"Z201515554","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/15918","Pozitívne","5.6.2017 6:19:41","","","Chromservis SK s.r.o.","45515930","Slovenská republika",
"Z201515566","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/15930","Pozitívne","5.6.2017 6:19:55","","","Chromservis SK s.r.o.","45515930","Slovenská republika",
"Z201515987","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/16351","Pozitívne","5.6.2017 6:20:10","","","Ecoli s.r.o.","35815906","Slovenská republika",
"Z201515992","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/16356","Pozitívne","5.6.2017 6:20:27","","","LifeTechnologies s.r.o.","45341931","Slovenská republika",
"Z201515997","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/16361","Pozitívne","5.6.2017 6:20:44","","","LifeTechnologies s.r.o.","45341931","Slovenská republika",
"Z201516905","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/17269","Pozitívne","5.6.2017 6:20:59","","","Lambda Life a.s.","35848189","Slovenská republika",
"Z201516906","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/17270","Pozitívne","5.6.2017 6:21:12","","","Lambda Life a.s.","35848189","Slovenská republika",
"Z201516907","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/17271","Pozitívne","5.6.2017 6:21:27","","","Lambda Life a.s.","35848189","Slovenská republika",
"Z201518184","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/18548","Pozitívne","5.6.2017 6:21:42","","","Lambda Life a.s.","35848189","Slovenská republika",
"Z201518794","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/19158","Pozitívne","9.6.2017 5:50:29","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z201520343","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/20707","Pozitívne","8.6.2017 7:36:03","","","CARS SERVICE s.r.o.","44108672","Slovenská republika",
"Z201522181","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/22545","Pozitívne","7.6.2017 13:02:35","","","ERPOS, spol. s r.o.","31588506","Slovenská republika",
"Z201522446","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/22810","Pozitívne","5.6.2017 6:21:56","","","BARIA s.r.o.","47131241","Slovenská republika",
