"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20211660","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/295417","Uspokojivé","4/7/2025 4:47:30 AM","","","SWAN, a.s.","47258314","Slovenská republika",
"Z202112793","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/306550","Uspokojivé","4/9/2025 7:28:30 AM","","","A.En. Slovensko s.r.o.","36399604","Slovenská republika",
"Z202112794","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/306551","Uspokojivé","4/9/2025 7:27:22 AM","","","CYEB s.r.o.","46851658","Slovenská republika",
"Z202114934","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/308691","Uspokojivé","4/9/2025 7:11:03 AM","","","BIOHEM, spol. s r.o.","31442617","Slovenská republika",
"Z202123481","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/317238","Uspokojivé","4/7/2025 10:20:17 AM","","","Stredoslovenská energetika, a. s.","51865467","Slovenská republika",
"Z202124929","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/318686","Uspokojivé","4/7/2025 2:18:53 PM","","","Slovak Telekom, a.s.","35763469","Slovenská republika",
"Z20223016","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/322114","Uspokojivé","4/9/2025 10:45:20 AM","","","MET Slovakia, a.s.","45860637","Slovenská republika",
"Z20228827","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/327925","Uspokojivé","4/7/2025 5:42:05 AM","","","OTIS Výťahy, s.r.o.","35683929","Slovenská republika",
"Z20231209","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/336164","Uspokojivé","4/8/2025 10:08:52 AM","","","Up Déjeuner, s. r. o.","53528654","Slovenská republika",
"Z20231453","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/336408","Uspokojivé","4/7/2025 6:13:11 AM","","","Slovak Telekom, a.s.","35763469","Slovenská republika",
"Z20234365","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/339320","Uspokojivé","4/7/2025 5:25:01 AM","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z202311337","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/346292","Uspokojivé","4/10/2025 8:58:00 PM","","","Stredoslovenská energetika, a. s.","51865467","Slovenská republika",
"Z202311698","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/346653","Uspokojivé","4/7/2025 11:27:59 AM","","","MVM CEEnergy Slovakia s.r.o.","50060872","Slovenská republika",
"Z202314040","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/348995","Uspokojivé","4/8/2025 8:41:05 AM","","","Up Déjeuner, s. r. o.","53528654","Slovenská republika",
"Z2024112","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/349716","Uspokojivé","4/8/2025 3:34:15 PM","","","iServices s. r. o.","43872930","Slovenská republika",
