"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20166850","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/49214","Pozitívne","7.3.2022 14:05:00","","","Stavebné profily s.r.o.","36347965","Slovenská republika",
"Z201612294","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/54658","Pozitívne","7.3.2022 14:05:13","","","AG NÁRADIE - AGRODEAL, s.r.o.","18049401","Slovenská republika",
"Z201642368","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/84732","Pozitívne","9.3.2022 6:56:06","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201748248","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/140080","Pozitívne","8.3.2022 13:06:42","","","AGRA, s.r.o.","36382914","Slovenská republika",
"Z201758997","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/150829","Pozitívne","8.3.2022 12:57:45","","","GreMi KLIMA, s.r.o.","36424676","Slovenská republika",
"Z201765584","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/157416","Pozitívne","3.3.2022 9:55:40","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z20184570","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/167495","Pozitívne","24.3.2022 12:27:26","","","Viliam Turan TURANCAR","22679057","Slovenská republika",
"Z201823378","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/186303","Pozitívne","8.3.2022 13:00:45","","","IPP Consulting, s.r.o.","50794698","Slovenská republika",
"Z201843306","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/206231","Pozitívne","7.3.2022 14:07:25","","","Disig, a.s.","35975946","Slovenská republika",
"Z201854539","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/217464","Pozitívne","7.3.2022 14:06:45","","","DWC Slovakia a.s.","35918501","Slovenská republika",
