"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20152534","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2898","Pozitívne","2.5.2017 6:01:42","","","Groupama poisťovňa a. s., pobočka poisťovne z iného členského štátu","47236060","Slovenská republika",
"Z20152815","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3179","Pozitívne","10.5.2017 11:28:52","","","Magdaléna Kokoruďová - REPROS","34906231","Slovenská republika",
"Z20154190","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4554","Pozitívne","3.5.2017 12:11:26","","","A S C spol. s r.o. ","31432981","Slovenská republika",
"Z20155007","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5371","Pozitívne","10.5.2017 11:35:29","","","TOWDY s. r. o.","44801777","Slovenská republika",
"Z20155309","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5673","Pozitívne","1.5.2017 12:43:15","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20155970","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6334","Pozitívne","10.5.2017 11:34:46","","","PAPIER SERVIS, s.r.o.","36577308","Slovenská republika",
"Z20156187","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6551","Pozitívne","1.5.2017 12:41:57","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20156026","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6390","Pozitívne","2.5.2017 7:02:29","","","IKARCOM, s.r.o. ","34149171","Slovenská republika",
"Z20159390","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9754","Pozitívne","10.5.2017 10:10:27","","","ELCT, s.r.o.","47599171","Slovenská republika",
"Z201510493","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10857","Pozitívne","16.5.2017 9:10:28","","","MB TECH BB s.r.o.","36622524","Slovenská republika",
