"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z2015399","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/763","Pozitívne","10.11.2020 8:01:15","","","VIDRA a spol. s.r.o.","31589561","Slovenská republika",
"Z2015589","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/953","Pozitívne","10.11.2020 8:02:14","","","Ing. Ladislav Ivanics  IL - MED","33126500","Slovenská republika",
"Z201611261","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/53625","Pozitívne","10.11.2020 7:49:05","","","E L S T R O T E , spol. s r.o. ","30222915","Slovenská republika",
"Z201611465","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/53829","Pozitívne","10.11.2020 7:55:18","","","DISPOLAB, Žilina s.r.o.","31625746","Slovenská republika",
"Z201611468","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/53832","Pozitívne","10.11.2020 7:47:56","","","BATIST Medical SK, s.r.o.","36764248","Slovenská republika",
"Z201611471","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/53835","Pozitívne","10.11.2020 7:57:28","","","DISPOLAB, Žilina s.r.o.","31625746","Slovenská republika",
"Z201615686","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/58050","Pozitívne","10.11.2020 7:59:06","","","JANOLI, s.r.o.","36515507","Slovenská republika",
"Z201630871","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/73235","Pozitívne","3.11.2020 7:30:53","","","PANEP s.r.o.","25550250","Česká republika",
"Z201610708","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/53072","Pozitívne","3.11.2020 11:17:35","","","Stredoslovenská energetika, a.s.","36403008","Slovenská republika",
"Z201634668","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/77032","Pozitívne","10.11.2020 7:41:10","","","Perfect Distribution a. s. - organizačná zložka","47719150","Slovenská republika",
"Z201635794","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/78158","Pozitívne","4.11.2020 17:54:58","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z201637763","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/80127","Pozitívne","10.11.2020 7:47:04","","","KP plus, s.r.o.","36475025","Slovenská republika",
