"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201516679","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/17043","Pozitívne","1.2.2021 9:06:59","","","BEGA, s.r.o.","36547654","Slovenská republika",
"Z20161307","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/43671","Pozitívne","1.2.2021 7:38:45","","","IRESOFT s.r.o.","26297850","Česká republika",
"Z201632295","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/74659","Negatívne","1.2.2021 9:58:51","","Dodávateľ bol v nepovolenom omeškaní s dodaním predmetu zmluvy; Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve; Dodávateľ nedodal predmet zmluvy v kvalite požadovanej podľa zmluvy","Redinex, spol. s r.o.","44970455","Slovenská republika",
"Z201711710","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/103542","Pozitívne","2.2.2021 12:01:02","","","AUTO MARKET, s.r.o.","36371629","Slovenská republika",
"Z201720271","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/112103","Pozitívne","2.2.2021 19:44:11","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201755840","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/147672","Pozitívne","1.2.2021 7:43:47","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201757451","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/149283","Pozitívne","1.2.2021 12:30:58","","","Helada, s.r.o.","36398993","Slovenská republika",
"Z201763638","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/155470","Pozitívne","1.2.2021 8:36:11","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z2018218","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/163143","Pozitívne","8.2.2021 7:10:41","","","S-EPI, s. r. o.","36014991","Slovenská republika",
"Z20185070","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/167995","Pozitívne","1.2.2021 12:21:25","","","INMEDIA, spol. s r.o.","36019208","Slovenská republika",
"Z201816037","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/178962","Pozitívne","1.2.2021 11:26:35","","","TEMPEST a.s.","31326650","Slovenská republika",
"Z201816801","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/179726","Pozitívne","2.2.2021 8:55:26","","","KORATEX a. s.","31332277","Slovenská republika",
"Z201817163","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/180088","Pozitívne","2.2.2021 8:37:04","","","SEZAM, s.r.o.","00633194","Slovenská republika",
