"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201520731","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/21095","Pozitívne","7.12.2020 12:37:12","","","Bytkomfort, s.r.o.","36555193","Slovenská republika",
"Z201522982","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/23346","Pozitívne","7.12.2020 10:48:02","","","Agentúra PREKLADY A TLMOČENIE, s.r.o.","45411875","Slovenská republika",
"Z201535839","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/36203","Pozitívne","8.12.2020 7:25:32","","","JMTM, s.r.o.","47541521","Slovenská republika",
"Z2016369","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42733","Pozitívne","7.12.2020 10:51:37","","","STAVES s.r.o.","45194629","Česká republika",
"Z20165544","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47908","Pozitívne","7.12.2020 9:44:19","","","ELFI, s. r. o. ","46816887","Slovenská republika",
"Z20166349","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48713","Pozitívne","7.12.2020 11:19:11","","","ITSK, s.r.o.","36556050","Slovenská republika",
"Z201618614","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/60978","Pozitívne","7.12.2020 11:58:34","","","AutoFlex, s.r.o. ","46101241","Slovenská republika",
"Z201637893","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/80257","Pozitívne","7.12.2020 9:43:51","","","UniKnihy.sk, s.r.o.","36683132","Slovenská republika",
"Z201637886","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/80250","Pozitívne","7.12.2020 7:18:15","","","MIKO - MAT spol. s r.o.","31357237","Slovenská republika",
"Z201710733","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/102565","Pozitívne","10.12.2020 9:56:59","","","MUNUS s. r. o.","45327173","Slovenská republika",
"Z201752154","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/143986","Pozitívne","7.12.2020 9:48:03","","","Orange Slovensko, a.s.","35697270","Slovenská republika",
"Z201762535","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/154367","Pozitívne","7.12.2020 9:30:55","","","KCI TECH, s.r.o.","50471490","Slovenská republika",
"Z201833540","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/196465","Pozitívne","11.12.2020 8:18:32","","","PM SYSTEMS, a.s.","36839248","Slovenská republika",
"Z201833398","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/196323","Pozitívne","7.12.2020 8:51:08","","","KRAJSPOL SK, s.r.o.","36712736","Slovenská republika",
"Z201839381","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/202306","Pozitívne","8.12.2020 8:26:57","","","TR TECHNIC s.r.o.","45906114","Slovenská republika",
"Z201845584","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/208509","Pozitívne","8.12.2020 8:37:42","","","Teleflex Medical, s.r.o.","34137921","Slovenská republika",
"Z201847482","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/210407","Pozitívne","8.12.2020 8:33:37","","","Perfect Distribution a. s. - organizačná zložka","47719150","Slovenská republika",
"Z201847475","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/210400","Pozitívne","8.12.2020 8:39:25","","","Perfect Distribution a. s. - organizačná zložka","47719150","Slovenská republika",
"Z201848200","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/211125","Pozitívne","10.12.2020 9:55:09","","","MB TECH BB s.r.o.","36622524","Slovenská republika",
"Z201849201","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/212126","Pozitívne","3.12.2020 10:07:02","","","WINTEX s.r.o. Vranov nad Topľou","31700438","Slovenská republika",
"Z201848438","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/211363","Pozitívne","3.12.2020 8:41:24","","","SBS Alfa a Omega, s.r.o.","50646681","Slovenská republika",
"Z201851053","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/213978","Pozitívne","1.12.2020 10:14:06","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201852881","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/215806","Pozitívne","14.12.2020 9:10:17","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201854887","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/217812","Pozitívne","8.12.2020 9:57:08","","","Agroservis - Stred s.r.o.","45689792","Slovenská republika",
"Z20194501","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/225069","Uspokojivé","7.12.2020 11:56:18","","","OBUV-ŠPECIÁL, spol. s r.o.","36458503","Slovenská republika",
"Z201913686","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/234254","Uspokojivé","7.12.2020 7:23:46","","","Quatro LM, s.r.o. ","36431991","Slovenská republika",
"Z201914324","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/234892","Uspokojivé","7.12.2020 9:46:03","","","BIOTECH s.r.o.","35768444","Slovenská republika",
"Z201914734","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/235302","Uspokojivé","7.12.2020 12:01:43","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201916011","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/236579","Uspokojivé","7.12.2020 9:47:15","","","GARBIAR Stavebniny s.r.o.","47400072","Slovenská republika",
"Z201916646","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/237214","Uspokojivé","2.12.2020 13:41:48","","","Lamitec, spol. s r.o.","35710691","Slovenská republika",
"Z201916647","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/237215","Uspokojivé","3.12.2020 6:55:03","","","Tibor Varga TSV PAPIER","32627211","Slovenská republika",
"Z201917653","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/238221","Uspokojivé","7.12.2020 10:18:55","","","Gift Gallery s. r. o.","31347177","Slovenská republika",
"Z201920854","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/241422","Uspokojivé","1.12.2020 9:34:48","","","Miroslav Šimko SIMEX","17485100","Slovenská republika",
"Z201921270","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/241838","Uspokojivé","7.12.2020 10:19:29","","","BIOTECH s.r.o.","35768444","Slovenská republika",
"Z201921684","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/242252","Uspokojivé","11.12.2020 5:54:05","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201921828","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/242396","Uspokojivé","11.12.2020 10:25:10","","","EUROGASTROP s.r.o.","44137761","Slovenská republika",
"Z201922404","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/242972","Uspokojivé","7.12.2020 10:05:04","","","VWR International GmbH","FN 189903 w","Rakúska republika",
"Z201922848","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/243416","Uspokojivé","7.12.2020 9:47:45","","","KASON, s.r.o.","51662787","Slovenská republika",
"Z201923279","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/243847","Uspokojivé","1.12.2020 10:00:56","","","WinePool s.r.o.","31625444","Slovenská republika",
"Z201923287","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/243855","Uspokojivé","1.12.2020 9:35:38","","","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika",
"Z201923292","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/243860","Uspokojivé","1.12.2020 9:36:01","","","Chromservis SK s.r.o.","45515930","Slovenská republika",
"Z201923761","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/244329","Uspokojivé","1.12.2020 10:00:02","","","KASON, s.r.o.","51662787","Slovenská republika",
"Z201923768","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/244336","Uspokojivé","1.12.2020 10:12:53","","","WinePool s.r.o.","31625444","Slovenská republika",
"Z201924318","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/244886","Uspokojivé","7.12.2020 12:51:10","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201924450","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/245018","Uspokojivé","7.12.2020 10:03:09","","","WinePool s.r.o.","31625444","Slovenská republika",
"Z201924465","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/245033","Uspokojivé","1.12.2020 10:00:25","","","CODUM s.r.o.","35684038","Slovenská republika",
"Z201924656","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/245224","Uspokojivé","1.12.2020 10:08:14","","","VWR International GmbH","FN 189903 w","Rakúska republika",
"Z201924657","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/245225","Uspokojivé","1.12.2020 9:59:07","","","Martin Gall - MG COMP","41751477","Slovenská republika",
"Z201924659","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/245227","Uspokojivé","7.12.2020 10:17:03","","","Aloquence, s. r. o.","50674137","Slovenská republika",
"Z201926643","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/247211","Uspokojivé","7.12.2020 7:22:04","","","Démos trade, s.r.o.","36439851","Slovenská republika",
"Z201926724","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/247292","Uspokojivé","7.12.2020 10:03:38","","","HENRYSO, s.r.o.","50687115","Slovenská republika",
"Z201927355","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/247923","Uspokojivé","1.12.2020 10:01:28","","","WinePool s.r.o.","31625444","Slovenská republika",
"Z201927534","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/248102","Uspokojivé","7.12.2020 7:16:53","","","DATALAN, a.s.","35810734","Slovenská republika",
"Z201928275","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/248843","Uspokojivé","1.12.2020 10:08:36","","","HENRYSO, s.r.o.","50687115","Slovenská republika",
"Z201928912","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249480","Uspokojivé","1.12.2020 10:13:18","","","TATRACHEMA VD","31434193","Slovenská republika",
"Z201928919","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249487","Uspokojivé","7.12.2020 10:22:11","","","WinePool s.r.o.","31625444","Slovenská republika",
"Z201929232","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249800","Uspokojivé","1.12.2020 9:59:37","","","SKARAB, s.r.o.","25857631","Česká republika",
