"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201512123","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12487","Pozitívne","21.10.2019 7:18:35","","","Datacomp s.r.o.","36212466","Slovenská republika",
"Z201512218","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12582","Pozitívne","21.10.2019 7:17:51","","","Datacomp s.r.o.","36212466","Slovenská republika",
"Z201518991","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/19355","Pozitívne","9.10.2019 9:02:31","","","Súkromná bezpečnostná služba SHIELD, spol. s r.o.","36208922","Slovenská republika",
"Z201521587","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/21951","Pozitívne","7.10.2019 6:56:56","","","FINAL - CD Bratislava, spol. s r.o.","45960470","Slovenská republika",
"Z201522714","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/23078","Pozitívne","7.10.2019 9:19:33","","","COMIX,spoločnosť s ručením obmedzeným","36520284","Slovenská republika",
"Z201523309","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/23673","Pozitívne","7.10.2019 7:39:37","","","REKOM - Košice s.r.o.","31685226","Slovenská republika",
"Z201526585","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/26949","Pozitívne","10.10.2019 11:46:19","","","PRESS & BURG Finance s.r.o.","35745631","Slovenská republika",
"Z201657","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42421","Pozitívne","8.10.2019 8:21:20","","","FISgroup ASSET, spol. s r.o.","44496788","Slovenská republika",
"Z2016976","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/43340","Pozitívne","8.10.2019 8:09:56","","","REKOM - Košice s.r.o.","31685226","Slovenská republika",
"Z20162132","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/44496","Pozitívne","8.10.2019 8:19:25","","","FISgroup ASSET, spol. s r.o.","44496788","Slovenská republika",
"Z20165832","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48196","Negatívne","31.10.2019 12:02:47","","Dodávateľ bol v nepovolenom omeškaní s dodaním predmetu zmluvy; Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve; Dodávateľ nedodal predmet zmluvy v kvalite požadovanej podľa zmluvy","FISgroup ASSET, spol. s r.o.","44496788","Slovenská republika",
"Z201624074","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/66438","Pozitívne","25.10.2019 13:08:37","","","REVSTAV s.r.o.","35684003","Slovenská republika",
"Z201624076","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/66440","Pozitívne","21.10.2019 10:55:38","","","Michal Servátka Aquel M.S Servis","44876831","Slovenská republika",
"Z201624531","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/66895","Pozitívne","7.10.2019 8:43:58","","","Citace.com, s.r.o.","04222491","Česká republika",
"Z201625326","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/67690","Pozitívne","29.10.2019 7:16:18","","","WEXIM TRUCK s.r.o. ","45420165","Slovenská republika",
"Z201627925","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/70289","Pozitívne","18.10.2019 12:01:01","","","Juraj Hudy - GAMA TNS","10689231","Slovenská republika",
"Z201627931","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/70295","Pozitívne","24.10.2019 9:13:06","","","Juraj Hudy - GAMA TNS","10689231","Slovenská republika",
"Z201645310","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/87674","Pozitívne","31.10.2019 19:24:43","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201647578","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/89942","Pozitívne","7.10.2019 7:10:29","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201710652","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/102484","Pozitívne","7.10.2019 6:56:37","","","Motor-Car Bratislava spol. s r.o.","35828161","Slovenská republika",
"Z201710282","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/102114","Pozitívne","11.10.2019 11:09:40","","","BOAT a.s.","35756764","Slovenská republika",
"Z201712073","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/103905","Pozitívne","7.10.2019 6:55:59","","","Motor-Car Bratislava spol. s r.o.","35828161","Slovenská republika",
"Z201714808","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/106640","Pozitívne","7.10.2019 6:55:36","","","AUTOPOLIS, a.s.","35728311","Slovenská republika",
"Z201736136","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/127968","Pozitívne","7.10.2019 10:35:10","","","ELKOPLAST Slovakia s.r.o.","36851264","Slovenská republika",
"Z201736116","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/127948","Pozitívne","7.10.2019 10:50:22","","","ELKOPLAST Slovakia s.r.o.","36851264","Slovenská republika",
"Z201736664","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/128496","Pozitívne","11.10.2019 6:24:05","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z201738752","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/130584","Pozitívne","7.10.2019 7:26:09","","","OBCHOD S PALIVOM, s.r.o.","36018457","Slovenská republika",
"Z201740362","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/132194","Pozitívne","8.10.2019 6:40:43","","","MABONEX SLOVAKIA spol. s r.o. ","31428819","Slovenská republika",
"Z201740397","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/132229","Pozitívne","4.10.2019 9:01:41","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201742619","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/134451","Pozitívne","8.10.2019 9:01:08","","","MAFRA, a.s.","45313351","Česká republika",
"Z201745194","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/137026","Negatívne","4.10.2019 8:17:43","","Dodávateľ bol v nepovolenom omeškaní s dodaním predmetu zmluvy; Dodávateľ nedodal predmet zmluvy v kvalite požadovanej podľa zmluvy","Enfield, s.r.o.","47216174","Slovenská republika",
"Z201746121","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/137953","Pozitívne","7.10.2019 3:53:07","","","UNOTECH, spol. s r.o.","31424562","Slovenská republika",
"Z201747689","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/139521","Pozitívne","7.10.2019 3:50:20","","","MEDITRADE spol. s r.o.","17312001","Slovenská republika",
"Z201747690","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/139522","Pozitívne","7.10.2019 3:45:25","","","MEDLINE MEDICA SLOVAKIA, s.r.o.","35727578","Slovenská republika",
