"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20152553","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2917","Pozitívne","5.8.2019 5:02:47","","","TWINLOGY s. r. o.","44187653","Slovenská republika",
"Z20152763","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3127","Pozitívne","11.8.2019 12:05:44","","","LEON global s.r.o.","36284238","Slovenská republika",
"Z20153266","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3630","Pozitívne","5.8.2019 6:30:59","","","GLOBAMERICA, s.r.o","31398081","Slovenská republika",
"Z20159030","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9394","Pozitívne","5.8.2019 6:09:20","","","TEMPEST a.s.","31326650","Slovenská republika",
"Z201510935","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/11299","Pozitívne","5.8.2019 6:10:25","","","Pyroteam Group, s.r.o. ","36241903","Slovenská republika",
"Z201517989","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/18353","Pozitívne","7.8.2019 11:45:07","","","CHEMIX-D s.r.o.","31406840","Slovenská republika",
"Z201531390","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31754","Pozitívne","5.8.2019 6:56:23","","","Miroslav Slušný","44671300","Slovenská republika",
"Z20169223","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/51587","Pozitívne","5.8.2019 6:18:59","","","ITSK, s.r.o.","36556050","Slovenská republika",
"Z201636919","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/79283","Pozitívne","2.8.2019 6:29:31","","","Mikrochem Trade, spol. s r.o.","35948655","Slovenská republika",
"Z201638040","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/80404","Pozitívne","5.8.2019 6:29:21","","","M - SILNICE a.s.","42196868","Česká republika",
"Z201647016","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/89380","Pozitívne","5.8.2019 8:14:17","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z20172298","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/94130","Pozitívne","20.8.2019 6:44:34","","","ENGIE Services a.s.","35966289","Slovenská republika",
"Z201719577","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/111409","Pozitívne","5.8.2019 6:17:41","","","IReSoft, s.r.o","26297850","Česká republika",
"Z201718721","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/110553","Pozitívne","5.8.2019 6:34:13","","","MSD Company, spol. s r.o.","35795832","Slovenská republika",
"Z201721681","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/113513","Pozitívne","5.8.2019 8:21:35","","","Štefan Jendrušák AGRO-AUTO","43321682","Slovenská republika",
"Z201721683","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/113515","Pozitívne","5.8.2019 8:20:04","","","ALBERA Slovensko s. r. o.","44010834","Slovenská republika",
"Z201722620","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/114452","Pozitívne","5.8.2019 8:32:00","","","MEVA-SK s.r.o. Rožňava","31681051","Slovenská republika",
"Z201723057","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/114889","Pozitívne","5.8.2019 4:47:47","","","OSIVO a.s.","31562965","Slovenská republika",
"Z201726822","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/118654","Pozitívne","20.11.2019 14:28:44","","","BENESTRA, s. r. o.","46303502","Slovenská republika",
"Z201728138","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/119970","Pozitívne","5.8.2019 9:08:40","","","AUTOCONT s.r.o.","36396222","Slovenská republika",
"Z201729682","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/121514","Pozitívne","6.8.2019 7:00:37","","","Aliter Technologies, a.s.","36831221","Slovenská republika",
"Z201732063","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/123895","Pozitívne","6.8.2019 12:26:10","","","ELKOPLAST Slovakia s.r.o.","36851264","Slovenská republika",
"Z201733199","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/125031","Pozitívne","5.8.2019 9:23:39","","","nanoTECH s.r.o.","43798608","Slovenská republika",
"Z201734606","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/126438","Pozitívne","7.8.2019 9:04:42","","","Perfect Distribution a. s. - organizačná zložka","47719150","Slovenská republika",
"Z201736697","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/128529","Pozitívne","6.8.2019 6:17:30","","","TEMPEST a.s.","31326650","Slovenská republika",
"Z201736395","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/128227","Pozitívne","13.8.2019 11:50:50","","","Orange Slovensko, a.s.","35697270","Slovenská republika",
"Z201750425","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/142257","Pozitívne","5.8.2019 4:21:22","","","STRABAG s.r.o.","17317282","Slovenská republika",
"Z201756400","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/148232","Pozitívne","15.8.2019 6:56:03","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z201767687","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/159519","Pozitívne","2.8.2019 6:28:57","","","Mikrochem Trade, spol. s r.o.","35948655","Slovenská republika",
"Z201769560","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/161392","Pozitívne","6.8.2019 21:08:15","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201769850","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/161682","Pozitívne","21.8.2019 14:19:24","","","Ing. Vojtech Gottschall BAGETA","30104424","Slovenská republika",
"Z201771049","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/162881","Pozitívne","5.8.2019 6:38:35","","","TREND SLOVAKIA, s.r.o.","35787414","Slovenská republika",
"Z201816170","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/179095","Pozitívne","8.8.2019 5:31:20","","","GROSSA NOVA s.r.o.","36024210","Slovenská republika",
"Z201816173","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/179098","Pozitívne","8.8.2019 5:33:12","","","GROSSA NOVA s.r.o.","36024210","Slovenská republika",
"Z201816174","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/179099","Pozitívne","7.8.2019 10:58:30","","","KRAJSPOL SK, s.r.o.","36712736","Slovenská republika",
"Z201817920","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/180845","Pozitívne","5.8.2019 6:40:51","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201822389","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/185314","Pozitívne","5.8.2019 6:10:11","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201822898","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/185823","Pozitívne","21.8.2019 14:18:47","","","AMG Security s.r.o.","46268995","Slovenská republika",
"Z201822921","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/185846","Pozitívne","5.8.2019 6:03:57","","","TERAVA, s.r.o.","44644329","Slovenská republika",
"Z201822860","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/185785","Pozitívne","5.8.2019 8:42:59","","","Súkromná bezpečnostná služba SHIELD, spol. s r.o.","36208922","Slovenská republika",
"Z201823634","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/186559","Pozitívne","5.8.2019 6:28:36","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201823863","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/186788","Pozitívne","6.8.2019 11:28:37","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201824026","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/186951","Pozitívne","19.8.2019 7:19:28","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z201824168","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/187093","Pozitívne","5.8.2019 7:33:16","","","MABONEX SLOVAKIA spol. s r.o. ","31428819","Slovenská republika",
"Z201825082","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/188007","Pozitívne","21.8.2019 14:17:23","","","DEMIFOOD spol. s r.o.","36324124","Slovenská republika",
"Z201825091","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/188016","Pozitívne","21.8.2019 13:50:24","","","MABONEX SLOVAKIA spol. s r.o. ","31428819","Slovenská republika",
"Z201825108","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/188033","Pozitívne","5.8.2019 7:49:30","","","PENAM SLOVAKIA, a.s.","36283576","Slovenská republika",
"Z201825233","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/188158","Pozitívne","1.8.2019 13:13:59","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201825362","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/188287","Pozitívne","5.8.2019 9:20:46","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201825446","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/188371","Pozitívne","5.8.2019 7:42:53","","","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika",
"Z201825702","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/188627","Pozitívne","5.8.2019 8:00:10","","","PolyStar, s.r.o.","36552119","Slovenská republika",
"Z201825743","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/188668","Pozitívne","21.8.2019 14:16:56","","","Práčovne a čistiarne s.r.o. Nitra","31438890","Slovenská republika",
"Z201825754","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/188679","Pozitívne","9.8.2019 9:05:51","","","ERIK, s.r.o. ","36177083","Slovenská republika",
"Z201825766","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/188691","Pozitívne","5.8.2019 7:47:30","","","MIK, s.r.o. ","34099514","Slovenská republika",
"Z201825768","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/188693","Pozitívne","5.8.2019 7:45:12","","","Štefan Mesároš - VEZOPAX","10928693","Slovenská republika",
"Z201825770","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/188695","Pozitívne","5.8.2019 8:02:20","","","MABONEX SLOVAKIA spol. s r.o. ","31428819","Slovenská republika",
"Z201825771","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/188696","Pozitívne","5.8.2019 7:57:16","","","MABONEX SLOVAKIA spol. s r.o. ","31428819","Slovenská republika",
"Z201825935","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/188860","Pozitívne","5.8.2019 7:55:49","","","LASER servis, spol. s.r.o. ","35755989","Slovenská republika",
"Z201826232","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/189157","Pozitívne","7.8.2019 7:18:47","","","DMC, s.r.o.","36777455","Slovenská republika",
"Z201826470","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/189395","Pozitívne","26.8.2019 7:04:59","","","PC SEMA, s.r.o.","36426041","Slovenská republika",
"Z201826478","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/189403","Pozitívne","7.8.2019 11:51:05","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201826624","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/189549","Pozitívne","21.8.2019 13:58:54","","","MABONEX SLOVAKIA spol. s r.o. ","31428819","Slovenská republika",
"Z201826712","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/189637","Pozitívne","21.8.2019 14:07:03","","","DEMIFOOD spol. s r.o.","36324124","Slovenská republika",
"Z201826895","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/189820","Pozitívne","5.8.2019 11:46:32","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201826840","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/189765","Pozitívne","5.8.2019 11:45:08","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201827031","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/189956","Pozitívne","6.8.2019 7:08:44","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201827646","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/190571","Pozitívne","5.8.2019 7:39:33","","","INTRAVENA s.r.o.","31717802","Slovenská republika",
"Z201828003","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/190928","Pozitívne","5.8.2019 8:51:27","","","INMEDIA, spol. s r.o.","36019208","Slovenská republika",
"Z201828082","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/191007","Pozitívne","5.8.2019 5:12:40","","","OfficeLand, s.r.o.","35843136","Slovenská republika",
"Z201828118","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/191043","Pozitívne","5.8.2019 8:07:02","","","JNL s.r.o.","51026414","Slovenská republika",
"Z201828479","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/191404","Pozitívne","5.8.2019 6:16:21","","","DATALAN, a.s.","35810734","Slovenská republika",
"Z201828450","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/191375","Pozitívne","6.8.2019 9:53:09","","","Perfect Distribution a. s. - organizačná zložka","47719150","Slovenská republika",
"Z201828780","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/191705","Pozitívne","5.8.2019 5:45:17","","","OTIS Výťahy, s.r.o.","35683929","Slovenská republika",
