"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201518867","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/19231","Pozitívne","5.9.2019 11:11:20","","","EUROPEA group, spol. s r.o.","31324932","Slovenská republika",
"Z201519253","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/19617","Pozitívne","5.9.2019 11:10:09","","","REMAS Servis , s.r.o.","35760303","Slovenská republika",
"Z201519392","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/19756","Pozitívne","2.9.2019 12:11:05","","","COMIX,spoločnosť s ručením obmedzeným","36520284","Slovenská republika",
"Z2016297","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42661","Pozitívne","16.9.2019 7:14:15","","","EUROVIA SK, a.s.","31651518","Slovenská republika",
"Z20161401","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/43765","Pozitívne","9.9.2019 8:49:52","","","EUROVIA SK, a.s.","31651518","Slovenská republika",
"Z20162404","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/44768","Pozitívne","13.9.2019 6:52:07","","","ENTO, spol. s r. o. Košice","31656552","Slovenská republika",
"Z20163261","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45625","Pozitívne","13.9.2019 13:04:44","","","PEhAES, a.s.","00155764","Slovenská republika",
"Z201614536","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/56900","Pozitívne","2.9.2019 10:46:35","","","Inštitút bezpečnosti práce, s.r.o.","35859857","Slovenská republika",
"Z201620146","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/62510","Pozitívne","20.9.2019 10:03:58","","","TERMEL SK, spol. s r.o.","36402869","Slovenská republika",
"Z201631552","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/73916","Pozitívne","2.9.2019 9:06:26","","","ITSK, s.r.o.","36556050","Slovenská republika",
"Z201636875","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/79239","Pozitívne","10.9.2019 8:43:39","","","Práčovne a čistiarne s.r.o. Nitra","31438890","Slovenská republika",
"Z201646871","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/89235","Pozitívne","4.9.2019 8:23:18","","","BCF s.r.o.","36597007","Slovenská republika",
"Z2017357","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/92189","Pozitívne","12.9.2019 12:40:03","","","MEDITRADE spol. s r.o.","17312001","Slovenská republika",
"Z20171103","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/92935","Pozitívne","12.9.2019 12:50:01","","","MEDITRADE spol. s r.o.","17312001","Slovenská republika",
"Z20174218","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/96050","Pozitívne","4.9.2019 9:03:00","","","AGB ekoservis s.r.o.","36182508","Slovenská republika",
"Z20179309","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/101141","Pozitívne","12.9.2019 13:03:29","","","A care, s.r.o.","35724609","Slovenská republika",
"Z20179314","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/101146","Pozitívne","12.9.2019 13:07:53","","","A care, s.r.o.","35724609","Slovenská republika",
"Z201710465","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/102297","Pozitívne","12.9.2019 13:14:48","","","UNOMED spol. s r. o.","00612791","Slovenská republika",
"Z201714982","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/106814","Pozitívne","4.9.2019 9:04:02","","","CLEAN TONERY, s.r.o.","35891866","Slovenská republika",
"Z201715788","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/107620","Pozitívne","12.9.2019 12:04:14","","","AUTOCONT s.r.o.","36396222","Slovenská republika",
"Z201723028","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/114860","Pozitívne","13.9.2019 6:24:19","","","TIMED, s.r.o. ","00602175","Slovenská republika",
"Z201723029","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/114861","Pozitívne","13.9.2019 6:36:40","","","TIMED, s.r.o. ","00602175","Slovenská republika",
"Z201724080","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/115912","Pozitívne","4.9.2019 9:06:00","","","FECUPRAL, spol. s r.o.","36448974","Slovenská republika",
"Z201724922","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/116754","Pozitívne","4.9.2019 9:06:52","","","EBA, s.r.o.","31376134","Slovenská republika",
"Z201726427","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/118259","Pozitívne","12.9.2019 8:00:20","","","INAMED, s. r. o.","44484275","Slovenská republika",
"Z201727421","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/119253","Pozitívne","12.9.2019 7:44:27","","","INAMED, s. r. o.","44484275","Slovenská republika",
"Z201731461","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/123293","Pozitívne","12.9.2019 8:09:03","","","PANEP s.r.o.","25550250","Česká republika",
"Z201734095","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/125927","Negatívne","6.9.2019 9:22:30","","Dodávateľ nedodal predmet zmluvy v kvalite požadovanej podľa zmluvy","DINA - HITEX SK, spol. s.r.o. ","36352446","Slovenská republika",
"Z201736193","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/128025","Pozitívne","11.9.2019 14:35:29","","","STEBERG s.r.o.","46604049","Slovenská republika",
"Z201736662","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/128494","Pozitívne","24.9.2019 14:15:51","","","FAX & COPY Prešov, spol. s r. o.","31674615","Slovenská republika",
"Z201737556","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/129388","Pozitívne","12.9.2019 8:41:03","","","Lohmann & Rauscher, s.r.o.","31347827","Slovenská republika",
"Z201737858","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/129690","Pozitívne","4.9.2019 9:07:35","","","KÁVOMATY, s.r.o.","31735657","Slovenská republika",
"Z201738158","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/129990","Pozitívne","11.9.2019 13:37:33","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201738212","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/130044","Pozitívne","12.9.2019 11:13:34","","","Linde Gas k.s.","31373861","Slovenská republika",
"Z201739202","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/131034","Pozitívne","12.9.2019 8:58:25","","","MEDITRADE spol. s r.o.","17312001","Slovenská republika",
"Z201739624","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/131456","Pozitívne","4.9.2019 9:08:14","","","COMFORTA TEXTIL SERVIS, s.r.o.","44798695","Slovenská republika",
"Z201739626","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/131458","Pozitívne","4.9.2019 9:08:34","","","WASCO - družstvo","48079707","Slovenská republika",
