"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201512277","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12641","Pozitívne","5/6/2025 4:48:06 AM","","","Mgr. Miroslav Princík","31229158","Slovenská republika",
"Z201616321","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/58685","Pozitívne","5/6/2025 4:51:27 AM","","","BE-SOFT a.s.","36191337","Slovenská republika",
"Z201626916","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/69280","Pozitívne","5/6/2025 4:58:14 AM","","","PLQ Development s.r.o.","47910003","Slovenská republika",
"Z201628964","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/71328","Pozitívne","5/6/2025 4:56:52 AM","","","M - SILNICE a.s.","42196868","Česká republika",
"Z201631911","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/74275","Pozitívne","5/6/2025 4:58:00 AM","","","Techtonic, s.r.o.","45425582","Slovenská republika",
"Z201754960","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/146792","Pozitívne","5/5/2025 4:43:30 AM","","","OMES spol. s r.o.","47505214","Slovenská republika",
"Z201754995","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/146827","Pozitívne","5/5/2025 4:42:42 AM","","","OMES spol. s r.o.","47505214","Slovenská republika",
"Z20211179","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/294936","Uspokojivé","5/5/2025 4:42:01 AM","","","VIDRA a spol. s.r.o.","31589561","Slovenská republika",
"Z20214741","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/298498","Uspokojivé","5/5/2025 4:40:46 AM","","","PANEP s.r.o.","25550250","Česká republika",
"Z20216183","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/299940","Uspokojivé","5/5/2025 7:43:41 AM","","","SETING Bratislava, spol. s r.o.","31397778","Slovenská republika",
"Z202123593","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/317350","Uspokojivé","5/5/2025 6:01:06 AM","","","MET Slovakia, a.s.","45860637","Slovenská republika",
"Z202124338","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/318095","Uspokojivé","5/5/2025 4:54:27 AM","","","MCN s.r.o.","36180726","Slovenská republika",
"Z20221294","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/320392","Uspokojivé","5/5/2025 4:53:42 AM","","","Vostok Tehno Med Slovakia s. r. o.","45597481","Slovenská republika",
"Z20227150","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/326248","Uspokojivé","5/5/2025 11:47:48 AM","","","ITSK, s.r.o.","36556050","Slovenská republika",
"Z202213890","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/332988","Uspokojivé","5/6/2025 6:00:52 AM","","","Up Déjeuner, s. r. o.","53528654","Slovenská republika",
"Z202213371","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/332469","Uspokojivé","5/5/2025 5:42:57 AM","","","RAPIER s.r.o.","44565445","Slovenská republika",
"Z2023687","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/335642","Uspokojivé","5/5/2025 6:42:05 AM","","","PRINTO s.r.o.","44961022","Slovenská republika",
"Z20232165","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/337120","Uspokojivé","5/5/2025 8:05:25 AM","","","Z + M servis a. s.","44195591","Slovenská republika",
"Z20232589","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/337544","Neuspokojivé","5/7/2025 10:30:35 AM","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","Homola spol. s r.o.","31325921","Slovenská republika",
"Z20232807","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/337762","Uspokojivé","5/7/2025 5:49:33 AM","","","Homola spol. s r.o.","31325921","Slovenská republika",
"Z20232808","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/337763","Uspokojivé","5/7/2025 5:53:21 AM","","","Slovenská legálna metrológia, n.o.","37954521","Slovenská republika",
"Z20233247","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/338202","Uspokojivé","5/5/2025 5:50:31 AM","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20238071","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/343026","Uspokojivé","5/5/2025 5:28:50 AM","","","RIZNER s. r. o.","46360379","Slovenská republika",
"Z20238409","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/343364","Uspokojivé","5/5/2025 5:36:29 AM","","","IGGY-TRADE s.r.o.","46729445","Slovenská republika",
"Z20238552","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/343507","Uspokojivé","5/7/2025 9:51:53 AM","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z20238634","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/343589","Uspokojivé","5/5/2025 5:26:47 AM","","","MARINI TRADE s.r.o.","51153025","Slovenská republika",
"Z20238637","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/343592","Uspokojivé","5/5/2025 5:35:13 AM","","","Marek Gaľ GastroGal","41579526","Slovenská republika",
"Z20239444","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/344399","Uspokojivé","5/5/2025 5:29:22 AM","","","SAFETRONICS a.s.","36029203","Slovenská republika",
"Z20239889","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/344844","Uspokojivé","5/5/2025 5:31:15 AM","","","Pixel Print s.r.o.","50557050","Slovenská republika",
"Z20239888","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/344843","Uspokojivé","5/5/2025 5:28:29 AM","","","TRADENET s.r.o.","31589952","Slovenská republika",
"Z20239887","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/344842","Uspokojivé","5/5/2025 5:30:55 AM","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z20239926","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/344881","Uspokojivé","5/5/2025 4:44:49 AM","","","Nelux, s.r.o.","35740710","Slovenská republika",
"Z202310188","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/345143","Uspokojivé","5/5/2025 5:28:05 AM","","","Mgr. Darina Godálová - DAFE","14047152","Slovenská republika",
"Z202310410","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/345365","Uspokojivé","5/5/2025 5:32:58 AM","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
