"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20157682","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8046","Pozitívne","7.1.2021 12:35:12","","","RIGHT POWER ENERGY, s.r.o.","44742479","Slovenská republika",
"Z20159702","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10066","Pozitívne","7.1.2021 12:46:56","","","Energy Europe, SE","47542667","Slovenská republika",
"Z201512038","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12402","Pozitívne","7.1.2021 12:50:07","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201512925","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13289","Pozitívne","7.1.2021 12:54:08","","","MIHI.sk, s.r.o.","36645095","Slovenská republika",
"Z201521518","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/21882","Pozitívne","8.1.2021 10:42:59","","","CLEAN TONERY, s.r.o.","35891866","Slovenská republika",
"Z201521633","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/21997","Pozitívne","7.1.2021 12:56:51","","","WERNAM, s.r.o.","36650552","Slovenská republika",
"Z201521849","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/22213","Pozitívne","8.1.2021 10:13:26","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z201522580","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/22944","Pozitívne","7.1.2021 12:52:23","","","Valter Mészáros-OFFICE Centrum","43088961","Slovenská republika",
"Z201525296","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/25660","Pozitívne","8.1.2021 10:21:53","","","PRESS & BURG Finance s.r.o.","35745631","Slovenská republika",
"Z201526032","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/26396","Pozitívne","8.1.2021 10:22:58","","","exe, a.s.","17321450","Slovenská republika",
"Z201528233","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/28597","Pozitívne","8.1.2021 10:17:15","","","MIHI.sk, s.r.o.","36645095","Slovenská republika",
"Z201530048","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/30412","Pozitívne","8.1.2021 10:18:35","","","Ladislav Jaborek - ATTRACT-KEROBAJ obchod s papierom","13980793","Slovenská republika",
"Z201530395","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/30759","Pozitívne","8.1.2021 10:44:36","","","Hauerland spol. s r.o.","35777885","Slovenská republika",
"Z201531109","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31473","Pozitívne","8.1.2021 10:24:31","","","Hauerland spol. s r.o.","35777885","Slovenská republika",
"Z201533623","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/33987","Pozitívne","7.1.2021 12:58:42","","","Valter Mészáros-OFFICE Centrum","43088961","Slovenská republika",
"Z201533740","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/34104","Pozitívne","8.1.2021 10:16:01","","","OFFICE STAR, s.r.o.","46323546","Slovenská republika",
"Z201534957","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/35321","Pozitívne","8.1.2021 10:56:18","","","TYPOPRESS-TLAČIAREŇ s.r.o.","36200891","Slovenská republika",
"Z2016334","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42698","Pozitívne","8.1.2021 10:25:25","","","PROFILINE Group, s.r.o.","46819118","Slovenská republika",
