"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201523391","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/23755","Pozitívne","6.3.2019 17:05:33","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201524650","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/25014","Pozitívne","4.3.2019 7:40:30","","","Tibor Varga TSV PAPIER","32627211","Slovenská republika",
"Z201529958","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/30322","Pozitívne","4.3.2019 8:43:06","","","LASER servis, spol. s.r.o. ","35755989","Slovenská republika",
"Z201530427","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/30791","Pozitívne","4.3.2019 8:42:14","","","PIKULA Spolka z o.o.","180403913","Poľská republika",
"Z201530648","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31012","Pozitívne","4.3.2019 8:41:12","","","TURAY PLUS, s.r.o.","35875101","Slovenská republika",
"Z2016938","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/43302","Pozitívne","5.3.2019 11:15:25","","","Balsam, s.r.o.","36488925","Slovenská republika",
"Z20163606","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45970","Pozitívne","4.3.2019 8:28:22","","","EMARK s.r.o.","35803606","Slovenská republika",
"Z20163951","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46315","Pozitívne","4.3.2019 18:18:04","","","VAAT, spol. s r.o.","45585954","Slovenská republika",
"Z20164977","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47341","Pozitívne","4.3.2019 13:10:19","","","Ing. Ľudovít Paulina MIPA","32687699","Slovenská republika",
"Z201615604","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/57968","Pozitívne","1.3.2019 9:56:53","","","Balkar, s. r. o.","44441576","Slovenská republika",
"Z201628369","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/70733","Pozitívne","7.3.2019 8:51:57","","","Energy Europe, SE","47542667","Slovenská republika",
"Z201631258","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/73622","Pozitívne","5.3.2019 12:22:36","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z201633804","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/76168","Pozitívne","4.3.2019 6:31:10","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201635185","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/77549","Pozitívne","4.3.2019 13:58:05","","","MEVA-SK s.r.o. Rožňava","31681051","Slovenská republika",
"Z201635186","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/77550","Pozitívne","4.3.2019 13:55:33","","","Marián Šupa","11906022","Slovenská republika",
"Z201637099","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/79463","Pozitívne","4.3.2019 9:06:11","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z201639425","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/81789","Pozitívne","4.3.2019 6:31:55","","","Energy Europe, SE","47542667","Slovenská republika",
"Z201640525","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/82889","Pozitívne","6.3.2019 12:38:49","","","ENERGA Slovakia s. r. o. ","36362727","Slovenská republika",
"Z201640530","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/82894","Pozitívne","6.3.2019 12:44:22","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201633828","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/76192","Pozitívne","7.3.2019 8:52:35","","","Energy Europe, SE","47542667","Slovenská republika",
"Z201633910","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/76274","Pozitívne","7.3.2019 8:50:17","","","MET Slovakia, a.s.","45860637","Slovenská republika",
"Z201644737","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/87101","Pozitívne","4.3.2019 6:29:34","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201645952","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/88316","Pozitívne","1.3.2019 4:00:03","","","Tuzexx s. r. o.","45542759","Slovenská republika",
