"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20156792","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7156","Pozitívne","3.3.2021 11:34:15","","","PROCONTROL - SK, s.r.o.","47569301","Slovenská republika",
"Z201629019","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/71383","Pozitívne","5.3.2021 13:20:38","","","KONNEX s.r.o. ","17639727","Slovenská republika",
"Z20171351","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/93183","Pozitívne","1.3.2021 8:49:01","","","O2 Business Services, a. s.","50087487","Slovenská republika",
"Z201763671","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/155503","Pozitívne","5.3.2021 7:29:25","","","ŠTÝL EU s.r.o.","45329478","Slovenská republika",
"Z201766960","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/158792","Pozitívne","1.3.2021 7:59:03","","","Commander Systems, s.r.o.","35938617","Slovenská republika",
"Z20187826","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/170751","Pozitívne","4.3.2021 14:08:23","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z201816551","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/179476","Pozitívne","1.3.2021 9:43:02","","","ŠTÝL - IVANOV s.r.o.","36498548","Slovenská republika",
"Z201823414","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/186339","Pozitívne","1.3.2021 5:02:10","","","OLLÍK,s.r.o.","45955956","Slovenská republika",
"Z201828435","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/191360","Pozitívne","5.3.2021 7:53:52","","","Vision IT Solutions, a. s.","36815799","Slovenská republika",
"Z201832164","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/195089","Pozitívne","10.3.2021 13:18:29","","","JRK Slovensko s.r.o.","50530950","Slovenská republika",
"Z201840529","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/203454","Pozitívne","1.3.2021 14:06:22","","","Liptovské pekárne a cukrárne VČELA - Lippek k.s.","36394556","Slovenská republika",
"Z201848392","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/211317","Pozitívne","4.3.2021 8:35:08","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
