"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201517895","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/18259","Negatívne","5.2.2018 13:42:30","","Dodávateľ bol v nepovolenom omeškaní s dodaním predmetu zmluvy","KOREX networks, s.r.o.","36683710","Slovenská republika",
"Z201522727","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/23091","Pozitívne","5.2.2018 6:51:33","","","MET Slovakia, a.s.","45860637","Slovenská republika",
"Z201524467","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/24831","Pozitívne","5.2.2018 7:26:01","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201530683","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31047","Pozitívne","5.2.2018 7:39:31","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201531314","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31678","Pozitívne","13.2.2018 9:33:52","","","Agentúra PREKLADY A TLMOČENIE, s.r.o.","45411875","Slovenská republika",
"Z201531433","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31797","Pozitívne","5.2.2018 6:26:22","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201532574","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/32938","Pozitívne","5.2.2018 6:32:05","","","ELPO POPRAD Slovakia, s.r.o.","36846325","Slovenská republika",
"Z201533196","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/33560","Pozitívne","5.2.2018 14:35:20","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201539710","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/40074","Pozitívne","5.2.2018 15:33:08","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201540743","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/41107","Pozitívne","14.2.2018 13:51:25","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201540894","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/41258","Pozitívne","5.2.2018 12:51:49","","","SGL media, s. r. o ","45000093","Slovenská republika",
"Z201541304","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/41668","Pozitívne","5.2.2018 13:35:41","","","DAHLHAUSEN SK, s.r.o. ","36313564","Slovenská republika",
"Z201541363","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/41727","Pozitívne","5.2.2018 6:04:51","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201541027","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/41391","Pozitívne","15.2.2018 12:33:37","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z201541485","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/41849","Pozitívne","7.2.2018 9:29:06","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201541953","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42317","Pozitívne","5.2.2018 14:04:00","","","VIDRA a spol. s.r.o.","31589561","Slovenská republika",
"Z201541955","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42319","Pozitívne","8.2.2018 7:58:06","","","VIDRA a spol. s.r.o.","31589561","Slovenská republika",
"Z201541959","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42323","Pozitívne","5.2.2018 12:24:18","","","PANEP s.r.o.","25550250","Česká republika",
"Z201541639","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42003","Pozitívne","5.2.2018 7:12:55","","","Súkromná bezpečnostná služba SHIELD, spol. s r.o.","36208922","Slovenská republika",
"Z201676","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42440","Pozitívne","5.2.2018 9:30:35","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z2016179","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42543","Pozitívne","5.2.2018 6:25:29","","","TaP, s.r.o.","36758361","Slovenská republika",
"Z2016578","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42942","Pozitívne","12.2.2018 18:01:52","","","TOMCAT PLUS spol. s r.o. Košice","31667589","Slovenská republika",
"Z2016654","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/43018","Pozitívne","5.2.2018 13:50:01","","","VIDRA a spol. s.r.o.","31589561","Slovenská republika",
