"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201540","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/404","Pozitívne","22.2.2016 11:38:33","","","Ultra Print, s.r.o.","31399088","Slovenská republika",
"Z2015544","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/908","Pozitívne","3.2.2016 14:00:34","","","INTERVIA s. r. o.","44534582","Slovenská republika",
"Z20151167","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1531","Pozitívne","1.2.2016 9:36:57","","","FEREX, s.r.o.","17682258","Slovenská republika",
"Z2015588","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/952","Pozitívne","29.2.2016 8:58:08","","","IDSYS, s.r.o.","47182024","Slovenská republika",
"Z20151054","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1418","Pozitívne","29.2.2016 8:58:52","","","BANCHEM, s.r.o.","36227901","Slovenská republika",
"Z20151057","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1421","Pozitívne","29.2.2016 8:59:51","","","Jozef Igaz - TLAČIVÁ - PAPIER","11751398","Slovenská republika",
"Z20151336","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1700","Pozitívne","1.2.2016 9:16:27","","","EXPA PRINT, s.r.o.","36577715","Slovenská republika",
"Z20151496","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1860","Pozitívne","29.2.2016 9:00:24","","","KP plus, s.r.o.","36475025","Slovenská republika",
"Z20151637","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2001","Pozitívne","23.2.2016 10:03:03","","","FEREX, s.r.o.","17682258","Slovenská republika",
"Z20151705","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2069","Pozitívne","1.2.2016 13:41:08","","","PANEP s.r.o.","25550250","Česká republika",
"Z20151651","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2015","Pozitívne","29.2.2016 9:00:58","","","Media Comp. s.r.o.","35731486","Slovenská republika",
"Z20152323","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2687","Pozitívne","2.2.2016 10:57:43","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20152289","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2653","Pozitívne","29.2.2016 9:01:28","","","BANCHEM, s.r.o.","36227901","Slovenská republika",
"Z20152355","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2719","Pozitívne","29.2.2016 9:01:56","","","E L S T R O T E , spol. s r.o. ","30222915","Slovenská republika",
"Z20153221","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3585","Pozitívne","1.2.2016 12:17:50","","","Energy Europe, SE","47542667","Slovenská republika",
"Z20153275","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3639","Negatívne","1.2.2016 9:51:51","","Dodávateľ nedodal predmet zmluvy na miesto / miesta plnenia uvedené v zmluve","HÍLEK a spol., a.s.","36239542","Slovenská republika",
"Z20153322","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3686","Pozitívne","3.2.2016 9:34:32","","","Mikrochem Trade, spol. s r.o.","35948655","Slovenská republika",
"Z20153374","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3738","Pozitívne","1.2.2016 11:52:59","","","Newport Group, a.s.","46279610","Slovenská republika",
"Z20153368","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3732","Pozitívne","15.2.2016 5:59:25","","","AD značenie, s. r. o. ","31623743","Slovenská republika",
"Z20153648","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4012","Pozitívne","1.2.2016 9:16:00","","","Tlačiareň a vydavateľstvo SLZA, spol. s r.o. Poprad","31675859","Slovenská republika",
"Z20153944","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4308","Pozitívne","1.2.2016 9:07:19","","","LASER servis, spol. s.r.o. ","35755989","Slovenská republika",
"Z20154036","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4400","Pozitívne","30.5.2016 12:23:33","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z20154040","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4404","Pozitívne","8.2.2016 14:21:23","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z20153939","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4303","Pozitívne","1.2.2016 9:07:26","","","TURAY PLUS, s.r.o.","35875101","Slovenská republika",
"Z20153774","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4138","Pozitívne","29.2.2016 9:03:16","","","KORAKO plus, s. r. o.","43959954","Slovenská republika",
"Z20154132","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4496","Negatívne","1.2.2016 10:13:16","","Dodávateľ bol v nepovolenom omeškaní s dodaním predmetu zmluvy; Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve; Dodávateľ nedodal predmet zmluvy v kvalite požadovanej podľa zmluvy","Sokol trade spol. s r.o.","36605735","Slovenská republika",
"Z20154169","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4533","Pozitívne","1.2.2016 9:24:41","","","INTERVIA s. r. o.","44534582","Slovenská republika",
"Z20154491","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4855","Pozitívne","29.2.2016 9:03:44","","","VILLA MARKET s.r.o.","31668461","Slovenská republika",
"Z20154625","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4989","Pozitívne","2.2.2016 12:00:47","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20154695","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5059","Pozitívne","1.2.2016 9:25:34","","","OfficeLand, s.r.o.","35843136","Slovenská republika",
"Z20154766","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5130","Pozitívne","25.2.2016 20:20:40","","","KIZZE D&S s. r. o. ","46079777","Slovenská republika",
"Z20155083","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5447","Pozitívne","3.2.2016 9:34:52","","","KONIMPEX, spoločnosť s ručením obmedzeným","36174874","Slovenská republika",
