"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20151162","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1526","Negatívne","12.9.2016 12:12:24","","Dodávateľ bol v nepovolenom omeškaní s dodaním predmetu zmluvy","KROVBAV s.r.o.","43805302","Slovenská republika",
"Z20156876","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7240","Pozitívne","5.9.2016 12:36:40","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20159359","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9723","Pozitívne","16.9.2016 7:38:38","","","LASER servis, spol. s.r.o. ","35755989","Slovenská republika",
"Z201510795","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/11159","Pozitívne","23.9.2016 9:11:44","","","BATTEX Slovakia, s.r.o.","35832274","Slovenská republika",
"Z201511523","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/11887","Pozitívne","5.9.2016 11:41:44","","","MET Slovakia, a.s.","45860637","Slovenská republika",
"Z201511637","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12001","Pozitívne","13.9.2016 13:32:30","","","Agromont Nitra, spol. s r.o. ","36546534","Slovenská republika",
"Z201512911","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13275","Pozitívne","8.9.2016 14:15:06","","","MET Slovakia, a.s.","45860637","Slovenská republika",
"Z201513242","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13606","Pozitívne","22.9.2016 10:14:55","","","VAŠA Slovensko, s. r. o.","35683813","Slovenská republika",
"Z201513308","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13672","Pozitívne","9.9.2016 7:25:45","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201513904","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14268","Pozitívne","12.9.2016 8:32:51","","","ALFA BIO s.r.o. ","30223041","Slovenská republika",
"Z201514068","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14432","Pozitívne","2.9.2016 13:28:53","","","MM Retail s.r.o.","46589457","Slovenská republika",
"Z201514422","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14786","Negatívne","5.9.2016 8:42:32","","Dodávateľ nedodal predmet zmluvy v kvalite požadovanej podľa zmluvy","E L S T R O T E , spol. s r.o. ","30222915","Slovenská republika",
"Z201515177","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/15541","Pozitívne","5.9.2016 9:47:47","","","Ing. Peter Gerši GCTECH","36880574","Slovenská republika",
"Z201515530","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/15894","Pozitívne","5.9.2016 9:53:05","","","Peter Skubák - AD REM","11782889","Slovenská republika",
"Z201517216","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/17580","Pozitívne","7.9.2016 6:18:24","","","ENERGA Slovakia s. r. o. ","36362727","Slovenská republika",
"Z201517458","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/17822","Pozitívne","9.9.2016 6:40:49","","","Linde Gas k.s.","31373861","Slovenská republika",
"Z201517593","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/17957","Pozitívne","5.9.2016 8:21:10","","","Humania spol. s r.o.","44921730","Slovenská republika",
"Z201517832","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/18196","Pozitívne","7.9.2016 12:04:35","","","Tuzexx s. r. o.","45542759","Slovenská republika",
"Z201517852","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/18216","Pozitívne","7.9.2016 12:06:23","","","D. H. K O M P L E T s. r. o. ","44130287","Slovenská republika",
"Z201517868","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/18232","Pozitívne","7.9.2016 12:05:25","","","Hagleitner Hygiene Slovensko, s.r.o.","35840790","Slovenská republika",
"Z201517878","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/18242","Pozitívne","7.9.2016 11:32:53","","","D. H. K O M P L E T s. r. o. ","44130287","Slovenská republika",
"Z201518124","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/18488","Pozitívne","5.9.2016 10:14:06","Ukončenie platnosti zmluvy.","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z201518178","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/18542","Pozitívne","5.9.2016 12:50:55","","","Výroba a obchod ŠVAGERKO, s.r.o.","36486256","Slovenská republika",
"Z201518312","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/18676","Pozitívne","6.9.2016 9:53:19","","","CHRIŠTOF, spol. s r.o.","42660351","Česká republika",
"Z201516523","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/16887","Pozitívne","9.9.2016 11:55:48","","","Ľubomír Antol - AL-KLIMA","40442381","Slovenská republika",
"Z201518498","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/18862","Pozitívne","7.9.2016 14:17:16","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201518568","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/18932","Pozitívne","7.9.2016 19:53:08","","","STOP LUP, s.r.o.","45724351","Slovenská republika",
"Z201518852","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/19216","Pozitívne","6.9.2016 10:10:06","","","RICOH Slovakia s.r.o.","31331785","Slovenská republika",
"Z201519275","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/19639","Pozitívne","13.9.2016 9:37:02","","","Trend Hygiena, s.r.o.","44783892","Slovenská republika",
"Z201519456","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/19820","Pozitívne","16.9.2016 7:52:23","","","VAŠA Slovensko, s. r. o.","35683813","Slovenská republika",
"Z201519561","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/19925","Pozitívne","5.9.2016 8:21:18","","","MINERÁLNE VODY a.s.","31711464","Slovenská republika",
"Z201519641","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/20005","Pozitívne","6.9.2016 21:21:49","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z201520120","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/20484","Pozitívne","6.9.2016 11:49:39","","","LEON global s.r.o.","36284238","Slovenská republika",
"Z201520475","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/20839","Pozitívne","8.9.2016 12:41:23","","","B.Braun Medical s.r.o.","31350780","Slovenská republika",
"Z201520621","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/20985","Pozitívne","5.9.2016 9:07:41","","","CLEAN TONERY, s.r.o.","35891866","Slovenská republika",
"Z201520818","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/21182","Pozitívne","8.9.2016 12:41:38","","","PANEP s.r.o.","25550250","Česká republika",
"Z201520934","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/21298","Pozitívne","6.9.2016 6:12:15","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z201521169","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/21533","Pozitívne","8.9.2016 5:02:53","","","ARID obchodná spoločnosť, s.r.o.","31350836","Slovenská republika",
"Z201521069","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/21433","Pozitívne","9.9.2016 11:56:12","","","Union poisťovňa a. s.","31322051","Slovenská republika",
"Z201521886","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/22250","Pozitívne","8.9.2016 5:03:15","","","TIMED, s.r.o. ","00602175","Slovenská republika",
"Z201522339","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/22703","Pozitívne","12.9.2016 8:57:55","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z201523700","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/24064","Negatívne","5.9.2016 11:12:24","","Dodávateľ bol v nepovolenom omeškaní s dodaním predmetu zmluvy","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z201524404","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/24768","Pozitívne","16.9.2016 7:01:22","","","Pavol Styk - SERVIS","14156831","Slovenská republika",
"Z201526908","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/27272","Negatívne","23.9.2016 5:04:40","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","Quatro Finance s.r.o.","35745631","Slovenská republika",
"Z201527984","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/28348","Negatívne","23.9.2016 5:05:42","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","INNOVIS, s.r.o.","47894458","Slovenská republika",
"Z201530208","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/30572","Negatívne","7.9.2016 5:46:16","","Dodávateľ nedodal predmet zmluvy v kvalite požadovanej podľa zmluvy","jump in! s.r.o.","46710221","Slovenská republika",
"Z201530347","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/30711","Pozitívne","5.9.2016 10:26:14","","","PolyStar, s.r.o.","36552119","Slovenská republika",
"Z201529994","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/30358","Pozitívne","30.9.2016 7:00:00","","","Europapier Slovensko, s.r.o.","31344381","Slovenská republika",
"Z201530907","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31271","Pozitívne","7.9.2016 5:48:39","","","Computer Control Technology s.r.o.","31649475","Slovenská republika",
"Z201531239","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31603","Pozitívne","14.9.2016 13:27:20","","","Henrich Sonnenschein - ITSK","37212931","Slovenská republika",
"Z201532503","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/32867","Pozitívne","14.9.2016 13:27:50","","","Henrich Sonnenschein - ITSK","37212931","Slovenská republika",
"Z201532534","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/32898","Pozitívne","9.9.2016 9:08:59","","","TIMED, s.r.o. ","00602175","Slovenská republika",
"Z201532811","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/33175","Pozitívne","13.9.2016 13:38:34","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
