"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20177757","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/99589","Pozitívne","8.3.2023 8:36:36","","","Q-zet s.r.o.","36343188","Slovenská republika",
"Z201843206","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/206131","Pozitívne","6.3.2023 7:23:02","","","PolyStar, s.r.o.","36552119","Slovenská republika",
"Z201850686","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/213611","Pozitívne","20.3.2023 8:59:57","","","SZĽH Infra, s. r. o.","51054825","Slovenská republika",
"Z201852418","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/215343","Pozitívne","9.3.2023 8:22:41","","","EUROGASTROP s.r.o.","44137761","Slovenská republika",
"Z20192858","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/223426","Uspokojivé","17.3.2023 12:17:16","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z20194834","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/225402","Uspokojivé","6.3.2023 9:28:01","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z20196387","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/226955","Uspokojivé","6.3.2023 9:42:21","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z20199433","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/230001","Uspokojivé","6.3.2023 6:15:58","","","WASCO - družstvo","48079707","Slovenská republika",
"Z201912081","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/232649","Uspokojivé","6.3.2023 10:16:38","","","PURUS, spol. s r.o.","31643451","Slovenská republika",
"Z201918520","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/239088","Uspokojivé","6.3.2023 9:01:01","","","Lucia Hucíková - ŠKOLÁĆIK MAJO","47880775","Slovenská republika",
"Z201919732","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/240300","Uspokojivé","8.3.2023 10:27:28","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z201925192","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/245760","Uspokojivé","6.3.2023 8:51:28","","","WOOD ENERGY, s.r.o.","36435694","Slovenská republika",
"Z201925701","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/246269","Uspokojivé","6.3.2023 10:20:54","","","SIAD Slovakia spol. s r. o.","35746343","Slovenská republika",
"Z201928611","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249179","Uspokojivé","6.3.2023 6:15:42","","","Štefan Nagy - FAN – AUTO ","32529597","Slovenská republika",
"Z201928893","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249461","Uspokojivé","8.3.2023 10:29:51","","","HENRYSO, s.r.o.","50687115","Slovenská republika",
"Z201929170","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249738","Uspokojivé","14.3.2023 8:21:08","","","SECORAMA s.r.o.","45509859","Slovenská republika",
"Z201929755","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/250323","Uspokojivé","6.3.2023 6:15:25","","","WASCO - družstvo","48079707","Slovenská republika",
"Z201930542","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/251110","Uspokojivé","8.3.2023 10:27:41","","","FISHER Slovakia, spol. s r.o.","36483095","Slovenská republika",
"Z201930964","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/251532","Uspokojivé","6.3.2023 10:24:03","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201931906","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/252474","Uspokojivé","8.3.2023 9:52:22","","","MEGAWASTE SLOVAKIA s.r.o.","36265144","Slovenská republika",
"Z201932642","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/253210","Uspokojivé","6.3.2023 9:01:35","","","STOLAMED PLUS, s. r. o.","46892923","Slovenská republika",
"Z201934689","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/255257","Uspokojivé","6.3.2023 9:02:10","","","5K, spoločnosť s ručením obmedzeným","36200883","Slovenská republika",
"Z201934698","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/255266","Uspokojivé","6.3.2023 9:08:58","","","Železiarstvo HAMMER, s.r.o.","36428353","Slovenská republika",
"Z201934699","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/255267","Uspokojivé","6.3.2023 9:02:58","","","STAVIVÁ Pavlík a Solárik, spol. s r.o.","46484655","Slovenská republika",
"Z201938106","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/258674","Uspokojivé","9.3.2023 10:19:59","","","EBA, s.r.o.","31376134","Slovenská republika",
"Z20203851","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/263260","Uspokojivé","6.3.2023 8:01:01","","","Danucem Slovensko a.s.","00214973","Slovenská republika",
"Z20206324","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/265733","Uspokojivé","6.3.2023 7:20:59","","","ESPIK s.r.o.","51893452","Slovenská republika",
"Z20208855","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/268264","Uspokojivé","6.3.2023 9:57:32","","","PURUS, spol. s r.o.","31643451","Slovenská republika",
"Z202010252","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/269661","Uspokojivé","8.3.2023 9:22:49","","","LABSERVICE, spol. s r.o.","36206741","Slovenská republika",
