"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20151417","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1781","Pozitívne","5.12.2016 10:31:46","","","INTERVIA s. r. o.","44534582","Slovenská republika",
"Z20151901","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2265","Pozitívne","8.12.2016 12:31:47","","","LASER servis, spol. s.r.o. ","35755989","Slovenská republika",
"Z20153628","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3992","Pozitívne","8.12.2016 8:52:46","","","Alfa print, s.r.o.","36403229","Slovenská republika",
"Z20154167","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4531","Pozitívne","6.12.2016 13:27:29","","","AQUA PRO, s.r.o.","36184683","Slovenská republika",
"Z20157141","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7505","Pozitívne","9.12.2016 8:54:32","","","GARANT PARTNER PLUS, s. r. o.","43809731","Slovenská republika",
"Z20157259","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7623","Pozitívne","15.12.2016 7:47:19","","","Alexander Vereš","43868878","Slovenská republika",
"Z201511949","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12313","Pozitívne","27.12.2016 14:09:08","","","Lucia Hucíková - ŠKOLÁĆIK MAJO","47880775","Slovenská republika",
"Z201511945","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12309","Pozitívne","27.12.2016 14:08:41","","","Martin Gall - MG COMP","41751477","Slovenská republika",
"Z201515189","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/15553","Pozitívne","1.12.2016 8:09:53","","","TREZOR SLOVAKIA, s.r.o.","36028738","Slovenská republika",
"Z201516708","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/17072","Pozitívne","30.12.2016 14:59:44","30.12.2016 - zadanie hodnotenia ","","Construction s.r.o.","31106064","Slovenská republika",
"Z201517596","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/17960","Pozitívne","29.12.2016 13:32:39","","","Ing. Milan Podhora CONSTRUCT","14183293","Slovenská republika",
"Z201518127","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/18491","Pozitívne","6.12.2016 13:15:51","","","OBCHODNÁ POISŤOVACIA A ZAISŤOVACIA SPOLOČNOSŤ ASTRA S.A., pobočka poisťovne z iného členského štátu","47243597","Slovenská republika",
"Z201518892","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/19256","Pozitívne","29.12.2016 13:31:40","","","Ing. Milan Podhora CONSTRUCT","14183293","Slovenská republika",
"Z201519757","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/20121","Pozitívne","5.12.2016 6:15:30","","","RICOH Slovakia s.r.o.","31331785","Slovenská republika",
"Z201520827","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/21191","Pozitívne","1.12.2016 7:34:04","","","HS - PLUS, s.r.o.","31726402","Slovenská republika",
"Z201521711","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/22075","Pozitívne","13.12.2016 12:52:14","","","MEDITRADE spol. s r.o.","17312001","Slovenská republika",
"Z201522158","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/22522","Pozitívne","6.12.2016 9:27:03","","","TIMED, s.r.o. ","00602175","Slovenská republika",
"Z201522543","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/22907","Negatívne","7.12.2016 8:51:16","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","B.Braun Medical s.r.o.","31350780","Slovenská republika",
"Z201524292","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/24656","Pozitívne","6.12.2016 8:27:28","","","Ing. Ján Strapec Oxico","11667958","Slovenská republika",
"Z201524413","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/24777","Pozitívne","12.12.2016 8:23:32","","","Súkromná bezpečnostná služba SHIELD, spol. s r.o.","36208922","Slovenská republika",
"Z201524426","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/24790","Pozitívne","16.12.2016 8:16:15","","","ExNet s. r. o.","44821743","Slovenská republika",
"Z201524479","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/24843","Pozitívne","5.12.2016 9:59:10","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z201525262","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/25626","Negatívne","6.12.2016 12:57:51","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","VICTOR BUSINESS DATA, spol. s r.o. ","31652352","Slovenská republika",
"Z201525483","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/25847","Pozitívne","28.12.2016 11:15:50","","","STK s.r.o. ČADCA ","36379697","Slovenská republika",
"Z201525517","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/25881","Pozitívne","16.12.2016 8:20:02","","","nanoTECH s.r.o.","43798608","Slovenská republika",
"Z201526482","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/26846","Negatívne","6.12.2016 10:56:18","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","Teleflex Medical s.r.o.","34137921","Slovenská republika",
"Z201526498","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/26862","Pozitívne","6.12.2016 9:14:05","","","Teleflex Medical s.r.o.","34137921","Slovenská republika",
"Z201526615","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/26979","Pozitívne","13.12.2016 13:56:30","","","INAMED, s. r. o.","44484275","Slovenská republika",
"Z201527309","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/27673","Pozitívne","6.12.2016 8:32:23","","","Linde Gas k.s.","31373861","Slovenská republika",
"Z201527301","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/27665","Pozitívne","6.12.2016 8:56:06","","","Linde Gas k.s.","31373861","Slovenská republika",
"Z201527465","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/27829","Pozitívne","16.12.2016 8:20:57","","","WERTEM s.r.o.","46822348","Slovenská republika",
"Z201528029","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/28393","Pozitívne","5.12.2016 9:48:40","","","SATUR TRAVEL a.s. ","35787201","Slovenská republika",
"Z201528112","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/28476","Pozitívne","2.12.2016 11:36:55","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201528184","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/28548","Pozitívne","7.12.2016 12:30:08","","","TOPlast, a.s.","36213241","Slovenská republika",
"Z201528320","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/28684","Pozitívne","22.12.2016 9:59:25","","","Servis pre pozemné komunikácie, s.r.o.","36404616","Slovenská republika",
"Z201528593","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/28957","Pozitívne","6.12.2016 8:31:00","","","Ing. Jozef Kaňuch - LIFTKAN  ","47687908","Slovenská republika",
"Z201528613","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/28977","Pozitívne","12.12.2016 9:47:46","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z201528563","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/28927","Pozitívne","13.12.2016 13:02:12","","","B.Braun Medical s.r.o.","31350780","Slovenská republika",
"Z201530275","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/30639","Pozitívne","5.12.2016 13:43:36","","","DITEC, a.s.","31385401","Slovenská republika",
"Z201531114","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31478","Negatívne","20.12.2016 11:38:03","","Dodávateľ bol v nepovolenom omeškaní s dodaním predmetu zmluvy","KUHN-MT Slovakia, s.r.o.","36615129","Slovenská republika",
"Z201531438","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31802","Pozitívne","13.12.2016 12:54:12","","","UNOMED spol. s r. o.","00612791","Slovenská republika",
