"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20151319","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1683","Pozitívne","8.6.2016 10:51:35","","","PESMENPOL, spol. s r.o. ","36507881","Slovenská republika",
"Z20152069","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2433","Pozitívne","7.6.2016 9:24:27","","","BETRIX, s.r.o.","34101110","Slovenská republika",
"Z20152075","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2439","Pozitívne","7.6.2016 7:56:55","","","ŠTÝL - IVANOV s.r.o.","36498548","Slovenská republika",
"Z20152006","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2370","Pozitívne","15.6.2016 14:18:02","","","PUBLISHING HOUSE, a.s.","46495959","Slovenská republika",
"Z20152287","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2651","Pozitívne","10.6.2016 5:43:58","","","K4FIN, s.r.o.","45427232","Slovenská republika",
"Z20152385","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2749","Pozitívne","7.6.2016 7:59:42","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z20152500","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2864","Pozitívne","13.6.2016 8:12:37","","","EKO TONER s.r.o.","47689650","Slovenská republika",
"Z20152665","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3029","Pozitívne","7.6.2016 7:59:05","","","CORA GASTRO s.r.o.","44857187","Slovenská republika",
"Z20152677","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3041","Pozitívne","7.6.2016 8:17:09","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z20152797","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3161","Pozitívne","13.6.2016 8:12:43","","","Absolutio, s.r.o.","36692301","Slovenská republika",
"Z20152914","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3278","Pozitívne","7.6.2016 8:00:29","","","KAMIKO - HYGIENE s.r.o. ","45965340","Slovenská republika",
"Z20153040","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3404","Pozitívne","30.6.2016 11:51:18","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20153081","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3445","Pozitívne","7.6.2016 7:20:41","","","Brillant Trade s.r.o.","46587896","Slovenská republika",
"Z20153088","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3452","Pozitívne","7.6.2016 9:15:13","","","ELKOPLAST Slovakia s.r.o.","36851264","Slovenská republika",
"Z20153094","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3458","Pozitívne","7.6.2016 8:03:28","","","PRIMUS spol. s r.o.","31632548","Slovenská republika",
"Z20153096","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3460","Pozitívne","7.6.2016 9:41:26","","","JUMICOL, s.r.o.","36783943","Slovenská republika",
"Z20153256","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3620","Pozitívne","7.6.2016 9:28:00","","","PRIMUS spol. s r.o.","31632548","Slovenská republika",
"Z20153263","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3627","Pozitívne","7.6.2016 9:14:43","","","Ing. Tomáš Dzurňák - D & D","14382857","Slovenská republika",
"Z20153267","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3631","Pozitívne","7.6.2016 9:17:49","","","KORAKO plus, s. r. o.","43959954","Slovenská republika",
"Z20153304","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3668","Pozitívne","13.6.2016 8:12:48","","","Drogéria u Kovára s. r. o.","45641242","Slovenská republika",
"Z20153859","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4223","Pozitívne","6.6.2016 14:00:50","","","PROCONTROL - SK, s.r.o.","47569301","Slovenská republika",
"Z20153941","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4305","Pozitívne","7.6.2016 9:24:56","","","KRIDLA s.r.o","36466778","Slovenská republika",
"Z20153949","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4313","Pozitívne","7.6.2016 9:16:21","","","Trend Hygiena, s.r.o.","44783892","Slovenská republika",
"Z20154303","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4667","Pozitívne","7.6.2016 9:32:23","","","Perfect Distribution a. s. - organizačná zložka","47719150","Slovenská republika",
