"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201614678","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/57042","Pozitívne","6/3/2024 5:59:01 AM","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201614681","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/57045","Pozitívne","6/3/2024 5:20:18 AM","","","ENERGA Slovakia s. r. o. ","36362727","Slovenská republika",
"Z201619125","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/61489","Pozitívne","6/3/2024 5:51:21 AM","","","Ján Letko - WDJ","37132776","Slovenská republika",
"Z201630941","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/73305","Pozitívne","6/3/2024 5:59:24 AM","","","MEVA-SK s.r.o. Rožňava","31681051","Slovenská republika",
"Z201721336","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/113168","Pozitívne","6/3/2024 11:26:44 AM","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20181112","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/164037","Pozitívne","6/3/2024 8:06:09 AM","","","FIRE - SYS, s. r. o. ","36701653","Slovenská republika",
"Z201818855","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/181780","Pozitívne","6/3/2024 5:58:09 AM","","","EMATECH, s.r.o. ","31413919","Slovenská republika",
"Z201937538","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/258106","Uspokojivé","6/3/2024 4:57:29 AM","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z20204440","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/263849","Uspokojivé","6/5/2024 12:46:53 PM","","","COPY PRINT GROUP, a.s.","45310106","Slovenská republika",
"Z202018578","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/277987","Uspokojivé","6/3/2024 6:31:52 AM","","","GALMONT JOB s.r.o.","47574763","Slovenská republika",
"Z202027412","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/286821","Uspokojivé","6/3/2024 6:15:37 AM","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z202027414","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/286823","Uspokojivé","6/3/2024 6:14:26 AM","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
