"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201510686","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/11050","Pozitívne","6.8.2020 11:08:22","","","Volis Academy, s.r.o. ","36841561","Slovenská republika",
"Z201512554","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12918","Pozitívne","4.8.2020 13:14:59","","","LASER servis, spol. s.r.o. ","35755989","Slovenská republika",
"Z201513694","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14058","Pozitívne","11.8.2020 8:38:15","","","DUG s.r.o. ","36034762","Slovenská republika",
"Z201513689","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14053","Pozitívne","12.8.2020 6:57:06","","","Súkromná bezpečnostná služba SHIELD, spol. s r.o.","36208922","Slovenská republika",
"Z201513649","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14013","Pozitívne","11.8.2020 9:08:40","","","JMK TREND s.r.o.","31661025","Slovenská republika",
"Z201521559","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/21923","Pozitívne","12.8.2020 6:51:59","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201532592","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/32956","Pozitívne","13.8.2020 8:39:52","","","HAI, spol. s r.o.","31335217","Slovenská republika",
"Z201534280","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/34644","Pozitívne","4.8.2020 10:02:29","","","JEEL, s.r.o.","36058572","Slovenská republika",
"Z201540512","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/40876","Pozitívne","4.8.2020 13:17:58","","","SYTELI, s.r.o.","36173975","Slovenská republika",
"Z201541750","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/42114","Pozitívne","4.8.2020 10:04:45","","","VIDRA a spol. s.r.o.","31589561","Slovenská republika",
"Z20161109","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/43473","Pozitívne","4.8.2020 9:59:08","","","RIO - IPO, spol. s r.o. ","34120629","Slovenská republika",
"Z20161540","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/43904","Pozitívne","4.8.2020 13:19:02","","","EMM International, spol. s r.o.","35706503","Slovenská republika",
"Z20161710","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/44074","Pozitívne","4.8.2020 10:05:38","","","H-COLOR, spol.s.r.o.","36539457","Slovenská republika",
"Z20163447","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45811","Pozitívne","4.8.2020 10:00:57","","","OLD HEROLD, s. r. o.","36380547","Slovenská republika",
"Z20165242","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47606","Pozitívne","4.8.2020 9:58:02","","","OPTOTEAM, s.r.o. ","35810840","Slovenská republika",
