"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20151954","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2318","Pozitívne","8.2.2017 12:53:33","","","INTRAVENA s.r.o.","31717802","Slovenská republika",
"Z20152739","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3103","Pozitívne","6.2.2017 12:52:04","","","DOLIS s.r.o.","35698586","Slovenská republika",
"Z20154969","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5333","Pozitívne","6.2.2017 9:15:56","","","CS, s.r.o.","44101937","Slovenská republika",
"Z20155444","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5808","Pozitívne","7.2.2017 8:46:02","","","MIHI.sk, s.r.o.","36645095","Slovenská republika",
"Z20157425","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7789","Pozitívne","15.2.2017 10:01:57","","","BANCHEM, s.r.o.","36227901","Slovenská republika",
"Z20157994","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8358","Pozitívne","9.2.2017 10:51:47","","","ANASOFT APR s.r.o.","31361552","Slovenská republika",
"Z20158556","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8920","Pozitívne","6.2.2017 8:55:42","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201510719","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/11083","Pozitívne","8.2.2017 9:19:08","","","ELFI, s. r. o. ","46816887","Slovenská republika",
"Z201510824","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/11188","Negatívne","6.2.2017 12:33:58","","Dodávateľ nedodal predmet zmluvy v kvalite požadovanej podľa zmluvy","DEC  International s.r.o.","46370218","Slovenská republika",
"Z201510725","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/11089","Pozitívne","6.2.2017 7:34:08","","","Regionálna Inovačná Agentúra z.p.o","35578157","Slovenská republika",
"Z201514042","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14406","Pozitívne","16.2.2017 13:36:29","","","APL plus, s.r.o.","36492604","Slovenská republika",
"Z201515460","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/15824","Pozitívne","10.2.2017 7:42:51","","","ENVI-GEOS Nitra, s.r.o.","31434347","Slovenská republika",
