"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20156110","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6474","Pozitívne","7.1.2019 7:48:44","","","KIZZE D&S s. r. o. ","46079777","Slovenská republika",
"Z20159902","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10266","Pozitívne","7.1.2019 7:49:21","","","MVDr. Zlatica Kudrecová DUMAR","17180392","Slovenská republika",
"Z201512101","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12465","Pozitívne","14.1.2019 11:01:05","","","GFCH spol. s r.o.","00614521","Slovenská republika",
"Z201514385","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/14749","Pozitívne","11.1.2019 7:11:04","","","VAŠA Slovensko, s. r. o.","35683813","Slovenská republika",
"Z201521588","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/21952","Pozitívne","11.1.2019 9:53:38","","","ELMONT - HC, s.r.o. ","36266663","Slovenská republika",
"Z201524755","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/25119","Pozitívne","23.1.2019 13:05:53","","","COPY PRINT GROUP, a.s.","45310106","Slovenská republika",
"Z201531358","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/31722","Pozitívne","15.1.2019 7:54:24","","","WASCO - družstvo","48079707","Slovenská republika",
"Z201535436","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/35800","Pozitívne","30.1.2019 7:58:09","","","Groupama poisťovňa a. s., pobočka poisťovne z iného členského štátu","47236060","Slovenská republika",
"Z201536323","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/36687","Pozitívne","7.1.2019 6:10:50","","","Accalio s.r.o.","43770738","Slovenská republika",
"Z201538732","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/39096","Pozitívne","31.1.2019 14:06:35","","","BB KOMES - EXPORT - IMPORT, s.r.o.","31606300","Slovenská republika",
"Z201539542","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/39906","Pozitívne","9.1.2019 8:41:29","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201540268","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/40632","Pozitívne","15.1.2019 7:39:56","","","EKO - SALMO s.r.o.","31359647","Slovenská republika",
"Z201540351","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/40715","Pozitívne","7.1.2019 10:58:30","","","Marius Pedersen, a.s.","34115901","Slovenská republika",
"Z201540823","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/41187","Pozitívne","30.1.2019 8:33:59","","","Miloš Danada - DOMSUBYT","34537139","Slovenská republika",
"Z20161412","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/43776","Pozitívne","29.1.2019 14:56:53","","","EUROVIA SK, a.s.","31651518","Slovenská republika",
"Z20161827","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/44191","Pozitívne","24.1.2019 7:20:18","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20163734","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46098","Pozitívne","11.1.2019 10:09:08","","","Gratex International, a.s.","35743468","Slovenská republika",
"Z20167400","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/49764","Pozitívne","16.1.2019 13:59:53","","","K&M MEDIA s.r.o.","44879806","Slovenská republika",
"Z20167552","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/49916","Pozitívne","23.1.2019 13:05:36","","","COPY PRINT GROUP, a.s.","45310106","Slovenská republika",
"Z20168005","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/50369","Pozitívne","8.1.2019 6:43:20","","","Energie2, a.s.","46113177","Slovenská republika",
"Z20169309","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/51673","Pozitívne","31.1.2019 14:09:39","","","STROJSTAV PREŠOV s.r.o.","36511862","Slovenská republika",
