"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201541445","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/41809","Pozitívne","6.7.2020 7:03:06","","","mediaTIP, s.r.o.","36335487","Slovenská republika",
"Z20167577","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/49941","Pozitívne","7.7.2020 5:41:25","","","AMG Security s.r.o.","46268995","Slovenská republika",
"Z201612800","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/55164","Pozitívne","6.7.2020 4:15:13","","","Konica Minolta Slovakia spol. s r. o.","31338551","Slovenská republika",
"Z20172498","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/94330","Pozitívne","7.7.2020 6:29:23","","","EDUCATO, s. r. o.","45457867","Slovenská republika",
"Z201711568","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/103400","Pozitívne","6.7.2020 5:43:17","","","S-EPI, s. r. o.","36014991","Slovenská republika",
"Z201712904","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/104736","Pozitívne","8.7.2020 6:44:33","","","Brantner Fatra, s.r.o.","31578861","Slovenská republika",
"Z201717252","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/109084","Negatívne","6.7.2020 11:34:42","","Dodávateľ nedodal predmet zmluvy v kvalite požadovanej podľa zmluvy","ISTER CENTRUM s.r.o.","35776251","Slovenská republika",
"Z201729331","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/121163","Pozitívne","8.7.2020 10:39:12","","","Štatistické a evidenčné vydavateľstvo tlačív, a.s.","31331131","Slovenská republika",
"Z201756500","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/148332","Pozitívne","8.7.2020 6:25:32","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z201763118","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/154950","Pozitívne","3.7.2020 11:04:08","","","LEKÁREŇ V POLIKLINIKE, s.r.o.","47384123","Slovenská republika",
"Z201765546","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/157378","Pozitívne","7.7.2020 11:06:43","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201765549","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/157381","Pozitívne","7.7.2020 11:07:59","","","ZSE Energia, a.s.","36677281","Slovenská republika",
"Z201766392","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/158224","Pozitívne","7.7.2020 6:28:33","","","X logistics, s.r.o.","47899948","Slovenská republika",
"Z201768635","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/160467","Pozitívne","7.7.2020 6:27:19","","","ITSK, s.r.o.","36556050","Slovenská republika",
"Z20187455","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/170380","Pozitívne","3.7.2020 11:07:49","","","LEKÁREŇ V POLIKLINIKE, s.r.o.","47384123","Slovenská republika",
"Z20188479","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/171404","Pozitívne","8.7.2020 10:35:50","","","SAFIRS, s.r.o. ","36423874","Slovenská republika",
"Z201815294","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/178219","Pozitívne","6.7.2020 6:08:12","","","O2 Slovakia, s.r.o.","35848863","Slovenská republika",
"Z201817741","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/180666","Pozitívne","8.7.2020 20:39:47","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201820911","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/183836","Pozitívne","6.7.2020 9:40:24","","","BCF s.r.o.","36597007","Slovenská republika",
"Z201821796","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/184721","Pozitívne","6.7.2020 7:53:06","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z201822390","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/185315","Pozitívne","6.7.2020 6:46:32","","","Viera Szíkorová SANTECH","40219291","Slovenská republika",
"Z201822924","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/185849","Pozitívne","7.7.2020 12:16:48","","","Štefan Nagy - FAN – AUTO ","32529597","Slovenská republika",
"Z201822929","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/185854","Pozitívne","7.7.2020 12:17:40","","","Štefan Nagy - FAN – AUTO ","32529597","Slovenská republika",
"Z201822336","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/185261","Pozitívne","6.7.2020 7:06:49","","","UNOMED spol. s r. o.","00612791","Slovenská republika",
"Z201823662","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/186587","Pozitívne","10.7.2020 10:58:31","","","Operatíva, medicínska spoločnosť s.r.o.","35757329","Slovenská republika",
"Z201823676","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/186601","Pozitívne","6.7.2020 6:41:22","","","KVANT spol. s r.o.","31398294","Slovenská republika",
"Z201823507","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/186432","Pozitívne","7.7.2020 12:23:19","","","MMJ Trade s.r.o.","36057487","Slovenská republika",
"Z201823736","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/186661","Pozitívne","6.7.2020 7:09:09","","","MEDIS Nitra, spol. s r.o.","36531774","Slovenská republika",
"Z201823834","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/186759","Pozitívne","8.7.2020 7:55:49","","","Perfect Distribution a. s. - organizačná zložka","47719150","Slovenská republika",
"Z201823855","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/186780","Pozitívne","6.7.2020 6:52:45","","","UNOMED spol. s r. o.","00612791","Slovenská republika",
"Z201824002","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/186927","Pozitívne","6.7.2020 7:11:56","","","Lohmann & Rauscher, s.r.o.","31347827","Slovenská republika",
"Z201824107","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/187032","Pozitívne","6.7.2020 5:15:49","","","RG kovo s.r.o.","46645314","Slovenská republika",
"Z201824426","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/187351","Pozitívne","7.7.2020 12:22:38","","","A care, s.r.o.","35724609","Slovenská republika",
"Z201824530","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/187455","Pozitívne","6.7.2020 15:40:11","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201824911","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/187836","Pozitívne","6.7.2020 7:14:13","","","VIDRA a spol. s.r.o.","31589561","Slovenská republika",
"Z201824912","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/187837","Pozitívne","6.7.2020 7:30:51","","","PANEP s.r.o.","25550250","Česká republika",
