"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20152225","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2589","Pozitívne","7.5.2019 8:27:07","","","Ing. Ladislav Kende - GASTEST-KONŠTRUKTA","10688323","Slovenská republika",
"Z20155464","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5828","Pozitívne","6.5.2019 15:06:20","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201526430","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/26794","Pozitívne","7.5.2019 12:41:31","","","MET Slovakia, a.s.","45860637","Slovenská republika",
"Z201533041","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/33405","Pozitívne","7.5.2019 12:20:23","","","BCF s.r.o.","36597007","Slovenská republika",
"Z201535384","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/35748","Pozitívne","7.5.2019 12:32:56","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z20163689","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/46053","Pozitívne","6.5.2019 5:53:16","","","Synerta Car Service s. r. o.","45568235","Slovenská republika",
"Z20166076","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/48440","Pozitívne","6.5.2019 8:14:18","","","OTIS Výťahy, s.r.o.","35683929","Slovenská republika",
"Z20166880","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/49244","Pozitívne","6.5.2019 6:27:35","","","Asphere, a.s.","36706795","Slovenská republika",
"Z20167443","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/49807","Pozitívne","6.5.2019 7:36:32","","","Denis Kandela - REVYT","44334877","Slovenská republika",
"Z20167736","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/50100","Pozitívne","9.5.2019 7:03:40","","","REMPO UNIVERS EU, s.r.o. ","47619511","Slovenská republika",
"Z20168660","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/51024","Pozitívne","6.5.2019 7:35:28","","","MR SERVIS spol.s r.o.","36170305","Slovenská republika",
"Z201632217","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/74581","Pozitívne","14.5.2019 6:27:19","","","Enfield, s.r.o.","47216174","Slovenská republika",
"Z201634672","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/77036","Negatívne","6.5.2019 18:55:10","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","MAPEKA s.r.o.","36688843","Slovenská republika",
"Z20177924","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/99756","Pozitívne","14.5.2019 10:29:52","","","KOSIT a.s.","36205214","Slovenská republika",
"Z20176987","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/98819","Pozitívne","7.5.2019 12:51:40","","","Energie2, a.s.","46113177","Slovenská republika",
"Z20179068","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/100900","Pozitívne","7.5.2019 5:54:04","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201711572","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/103404","Pozitívne","6.5.2019 5:37:43","","","AQUA PRO, s.r.o.","36184683","Slovenská republika",
"Z201712051","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/103883","Pozitívne","6.5.2019 8:05:13","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201711016","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/102848","Pozitívne","27.5.2019 8:52:49","","","FERAMA spol. s r.o.","36575305","Slovenská republika",
"Z201712459","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/104291","Pozitívne","6.5.2019 11:45:01","","","TATRA - ALPINE a. s.","00680885","Slovenská republika",
"Z201712465","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/104297","Pozitívne","6.5.2019 11:23:09","","","Biomedica Slovakia, s.r.o. ","35849258","Slovenská republika",
"Z201712483","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/104315","Pozitívne","6.5.2019 11:02:58","","","INTEC PHARMA s.r.o.","00683264","Slovenská republika",
"Z201712497","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/104329","Pozitívne","6.5.2019 11:00:00","","","MGP, spol. s r.o.","00684023","Slovenská republika",
"Z201712861","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/104693","Pozitívne","6.5.2019 11:28:09","","","BAX PHARMA, s.r.o.","35758481","Slovenská republika",
"Z201712892","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/104724","Pozitívne","6.5.2019 10:55:07","","","MEDITRADE spol. s r.o.","17312001","Slovenská republika",
"Z201712902","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/104734","Pozitívne","6.5.2019 11:49:07","","","TIMED, s.r.o. ","00602175","Slovenská republika",
"Z201713187","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/105019","Pozitívne","6.5.2019 7:08:01","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201713885","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/105717","Pozitívne","6.5.2019 11:49:10","","","LYNX - spoločnosť s ručením obmedzeným Košice","00692069","Slovenská republika",
"Z201713905","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/105737","Pozitívne","6.5.2019 11:57:33","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201713930","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/105762","Pozitívne","6.5.2019 11:25:50","","","Medtronic Slovakia s. r. o.","46410759","Slovenská republika",
"Z201713963","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/105795","Pozitívne","6.5.2019 11:41:09","","","Biomedica Slovakia, s.r.o. ","35849258","Slovenská republika",
"Z201713971","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/105803","Pozitívne","6.5.2019 11:55:07","","","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika",
"Z201714779","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/106611","Pozitívne","10.5.2019 10:37:36","","","Tibor Varga TSV PAPIER","32627211","Slovenská republika",
"Z201715049","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/106881","Pozitívne","6.5.2019 11:37:47","","","UNOMED spol. s r. o.","00612791","Slovenská republika",
"Z201715243","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/107075","Pozitívne","13.5.2019 11:25:52","","","GGFS s.r.o. ","47079690","Slovenská republika",
"Z201715906","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/107738","Pozitívne","21.5.2019 7:26:32","","","JUTEX - Contract, s.r.o. ","35787473","Slovenská republika",
"Z201716085","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/107917","Pozitívne","6.5.2019 8:11:01","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z201716135","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/107967","Pozitívne","6.5.2019 6:46:08","","","MSD Company, spol. s r.o.","35795832","Slovenská republika",
"Z201715019","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/106851","Pozitívne","3.5.2019 7:31:44","","","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika",
"Z201715066","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/106898","Pozitívne","3.5.2019 9:03:28","","","INTRAVENA s.r.o.","31717802","Slovenská republika",
"Z201716953","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/108785","Pozitívne","14.5.2019 13:54:06","","","Gratex International, a.s.","35743468","Slovenská republika",
"Z201717251","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/109083","Pozitívne","6.5.2019 11:37:19","","","TIMED, s.r.o. ","00602175","Slovenská republika",
"Z201719141","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/110973","Pozitívne","6.5.2019 11:55:08","","","B.Braun Medical s.r.o.","31350780","Slovenská republika",
"Z201715805","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/107637","Pozitívne","3.5.2019 9:52:16","","","BAX PHARMA, s.r.o.","35758481","Slovenská republika",
"Z201717143","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/108975","Pozitívne","3.5.2019 11:08:23","","","INTRAVENA s.r.o.","31717802","Slovenská republika",
"Z201717444","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/109276","Pozitívne","22.5.2019 7:41:04","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201717435","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/109267","Pozitívne","3.5.2019 11:26:05","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201717389","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/109221","Pozitívne","22.5.2019 9:32:03","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201720998","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/112830","Pozitívne","22.5.2019 7:52:15","","","INTRAVENA s.r.o.","31717802","Slovenská republika",
"Z201721052","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/112884","Pozitívne","22.5.2019 9:11:15","","","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika",
"Z201717448","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/109280","Pozitívne","3.5.2019 11:40:00","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201717351","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/109183","Pozitívne","3.5.2019 12:20:17","","","BAX PHARMA, s.r.o.","35758481","Slovenská republika",
