"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201473","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/73","Pozitívne","7.1.2016 11:58:54","","","Tibor Varga TSV PAPIER","32627211","Slovenská republika",
"Z2014121","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/121","Pozitívne","13.1.2016 7:06:39","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z2014364","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/364","Pozitívne","30.1.2016 19:07:00","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z201526","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/390","Pozitívne","7.1.2016 6:47:46","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z201542","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/406","Pozitívne","4.1.2016 13:48:49","","","Bennet Oil s.r.o.","36707279","Slovenská republika",
"Z2015205","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/569","Pozitívne","4.1.2016 9:21:11","","","INTERVIA s. r. o.","44534582","Slovenská republika",
"Z2015237","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/601","Pozitívne","8.1.2016 10:20:24","","","KIZZE D&S s. r. o. ","46079777","Slovenská republika",
"Z2015854","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1218","Pozitívne","4.1.2016 9:13:35","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z2015577","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/941","Pozitívne","14.1.2016 14:12:32","","","VICOM  s.r.o.","35908076","Slovenská republika",
"Z2015857","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1221","Pozitívne","5.1.2016 13:43:41","","","ATRIO PLUS, s.r.o. ","36844781","Slovenská republika",
"Z20151093","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1457","Pozitívne","28.1.2016 16:47:59","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20151410","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1774","Pozitívne","4.1.2016 11:03:36","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20151519","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1883","Pozitívne","4.1.2016 14:04:29","","","ContiTrade Slovakia s.r.o.","36336556","Slovenská republika",
"Z20151566","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1930","Pozitívne","7.1.2016 7:50:03","","","Meditecon, s.r.o.","35725273","Slovenská republika",
"Z20151722","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2086","Pozitívne","25.1.2016 11:49:39","","","UNIONTEX TRADE, spol. s r.o. ","34117598","Slovenská republika",
"Z20151803","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2167","Negatívne","4.1.2016 14:02:25","","Dodávateľ nedodal predmet zmluvy v kvalite požadovanej podľa zmluvy","STAVOKOV s.r.o. ","31583253","Slovenská republika",
"Z20152251","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2615","Pozitívne","8.1.2016 11:50:52","","","Marius Pedersen, a.s.","34115901","Slovenská republika",
"Z20152290","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2654","Pozitívne","4.1.2016 17:54:48","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20152303","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2667","Pozitívne","4.1.2016 12:00:48","","","Sk - technik, s.r.o.","36408972","Slovenská republika",
"Z20151520","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1884","Pozitívne","4.1.2016 12:00:08","","","Henrich Sonnenschein - ITSK","37212931","Slovenská republika",
"Z20151265","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/1629","Pozitívne","4.1.2016 11:58:52","","","Martin Gall - MG COMP","41751477","Slovenská republika",
"Z20152540","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/2904","Pozitívne","8.1.2016 8:21:59","","","LIBEX, s.r.o.","31620795","Slovenská republika",
"Z20152723","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3087","Pozitívne","8.1.2016 10:48:38","","","RIO - IPO, spol. s r.o. ","34120629","Slovenská republika",
"Z20152900","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3264","Pozitívne","11.1.2016 13:29:34","","","Cb elektro s.r.o. ","36584622","Slovenská republika",
"Z20153067","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3431","Pozitívne","27.1.2016 11:35:05","","","INTERVIA s. r. o.","44534582","Slovenská republika",
"Z20153142","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3506","Pozitívne","8.1.2016 10:50:33","","","OTIS Výťahy, s.r.o.","35683929","Slovenská republika",
"Z20153153","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3517","Pozitívne","15.1.2016 12:15:41","","","DIAFAN, s.r.o.","36548073","Slovenská republika",
"Z20153244","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3608","Pozitívne","7.1.2016 8:12:07","","","MEDIS Nitra, spol. s r.o.","36531774","Slovenská republika",
"Z20153277","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3641","Pozitívne","7.1.2016 8:15:49","","","B.Braun Medical s.r.o.","31350780","Slovenská republika",
"Z20153406","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3770","Pozitívne","5.1.2016 14:39:51","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z20153629","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/3993","Pozitívne","4.1.2016 13:58:14","","","DOMÉNA CONSULTING s.r.o. ","35778059","Slovenská republika",
"Z20153659","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4023","Negatívne","4.1.2016 11:11:40","","Dodávateľ nedodal predmet zmluvy v kvalite požadovanej podľa zmluvy","Mgr. Vladimír Olašák ORIOLA","35120673","Slovenská republika",
"Z20153960","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4324","Pozitívne","5.1.2016 8:11:30","","","TRUDON, s.r.o.","31698638","Slovenská republika",
"Z20153983","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4347","Pozitívne","14.1.2016 12:23:09","","","VAŠA Slovensko, s. r. o.","35683813","Slovenská republika",
"Z20154130","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4494","Pozitívne","4.1.2016 9:48:38","","","REMAS Servis , s.r.o.","35760303","Slovenská republika",
"Z20154159","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4523","Pozitívne","13.1.2016 9:56:05","","","PYRA, spol. s r.o.","31396623","Slovenská republika",
"Z20154171","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4535","Pozitívne","4.1.2016 15:34:26","","","Mgr. Miroslava Boháčová - BOA","32067691","Slovenská republika",
"Z20154278","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4642","Pozitívne","4.1.2016 12:01:56","","","Kvant  spol. s.r.o.","31398294","Slovenská republika",
"Z20154296","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4660","Pozitívne","4.1.2016 12:02:42","","","DIDACTIC Martin, s.r.o.","36374881","Slovenská republika",
"Z20154481","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4845","Pozitívne","4.1.2016 9:27:22","","","OTIS Výťahy, s.r.o.","35683929","Slovenská republika",
"Z20153749","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4113","Pozitívne","18.1.2016 7:50:48","","","TURAY PLUS, s.r.o.","35875101","Slovenská republika",
"Z20154749","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5113","Pozitívne","4.1.2016 11:33:13","","","ŠKOLEX, spol. s r.o.","31396763","Slovenská republika",
"Z20154751","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5115","Pozitívne","4.1.2016 11:32:12","","","Školská technika s.r.o.","47387882","Slovenská republika",
"Z20154558","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/4922","Pozitívne","12.1.2016 8:53:56","","","DALI-BB, s.r.o.","36045144","Slovenská republika",
"Z20154823","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5187","Negatívne","11.1.2016 12:36:52","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","Empira s.r.o.","47313439","Slovenská republika",
"Z20154825","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5189","Pozitívne","11.1.2016 7:57:41","","","DUG s.r.o. ","36034762","Slovenská republika",
"Z20154826","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5190","Pozitívne","11.1.2016 7:56:59","","","TOPPRO s.r.o.","44325851","Slovenská republika",
"Z20154700","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5064","Pozitívne","12.1.2016 8:13:16","","","Tekovská ekologická, s.r.o.","34131451","Slovenská republika",
"Z20154869","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5233","Pozitívne","8.1.2016 10:42:55","","","OTIS Výťahy, s.r.o.","35683929","Slovenská republika",
"Z20154951","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5315","Pozitívne","4.1.2016 10:01:11","","","KEKO TRADING spol. s r.o.","17311454","Slovenská republika",
"Z20154971","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5335","Pozitívne","5.1.2016 15:18:12","","","TATRACHEMA VD","31434193","Slovenská republika",
"Z20155004","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5368","Pozitívne","15.1.2016 12:22:17","","","Informačná technika, spol. s r.o.","684295","Slovenská republika",
"Z20155024","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5388","Pozitívne","4.1.2016 9:28:07","","","Pavel Ďurík","41652762","Slovenská republika",
"Z20155560","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/5924","Pozitívne","5.1.2016 10:45:53","","","MABONEX SLOVAKIA spol. s r.o. ","31428819","Slovenská republika",
"Z20155910","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6274","Pozitívne","4.1.2016 10:59:15","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20155931","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6295","Pozitívne","4.1.2016 9:53:49","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z20155974","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6338","Pozitívne","28.1.2016 10:02:30","","","GEOPRIS, spol. s r.o.","30228701","Slovenská republika",
"Z20156016","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6380","Pozitívne","4.1.2016 10:28:41","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20156208","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6572","Pozitívne","5.1.2016 11:05:04","","","Ing. Peter Gerši GCTECH","36880574","Slovenská republika",
"Z20156528","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6892","Pozitívne","15.1.2016 17:24:21","","","MIHI.sk, s.r.o.","36645095","Slovenská republika",
"Z20156590","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6954","Pozitívne","4.1.2016 10:03:54","","","Ján Volf","11785250","Slovenská republika",
"Z20156720","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7084","Pozitívne","5.1.2016 7:55:42","","","SLOVAKIA TREND EXPORT - IMPORT, s.r.o","46512250","Slovenská republika",
"Z20156723","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7087","Pozitívne","28.1.2016 8:58:56","","","Ing. Peter Gerši GCTECH","36880574","Slovenská republika",
"Z20156747","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7111","Pozitívne","4.1.2016 10:04:57","","","Ján Volf","11785250","Slovenská republika",
"Z20156898","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7262","Pozitívne","4.1.2016 12:03:25","","","F.A.T., s.r.o.","44647654","Slovenská republika",
"Z20156929","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7293","Pozitívne","5.1.2016 8:53:34","","","Quatro Finance s.r.o.","35745631","Slovenská republika",
"Z20157013","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7377","Pozitívne","4.1.2016 9:21:54","","","JURIGA spol. s r. o.","31344194","Slovenská republika",
"Z20157084","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7448","Pozitívne","7.1.2016 7:25:26","","","AQUA PRO, s.r.o.","36184683","Slovenská republika",
"Z20157114","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7478","Pozitívne","15.1.2016 12:45:07","","","PRAMAKO, s.r.o.","36698121","Slovenská republika",
"Z20157165","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7529","Pozitívne","7.1.2016 7:02:41","","","EUROVIA SK, a.s.","31651518","Slovenská republika",
"Z20157424","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7788","Pozitívne","7.1.2016 8:06:21","","","EURO BAUMEX, spol. s r.o.","31616577","Slovenská republika",
"Z20157511","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7875","Pozitívne","22.1.2016 8:53:33","","","DIAFAN, s.r.o.","36548073","Slovenská republika",
"Z20157513","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7877","Pozitívne","4.1.2016 11:19:47","","","Jaroslav Prekop AUTOŠKOLA ","22824804","Slovenská republika",
"Z20157749","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8113","Pozitívne","25.1.2016 8:13:12","","","LBM - Bratislava s.r.o. ","36670774","Slovenská republika",
"Z20157755","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8119","Pozitívne","25.1.2016 8:14:59","","","LBM - Bratislava s.r.o. ","36670774","Slovenská republika",
"Z20157486","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7850","Pozitívne","28.1.2016 9:52:37","","","MET Slovakia, a.s.","45860637","Slovenská republika",
"Z20157836","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8200","Pozitívne","7.1.2016 12:56:11","","","LASER servis, spol. s.r.o. ","35755989","Slovenská republika",
"Z20157034","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7398","Pozitívne","30.1.2016 13:44:54","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z20157866","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8230","Pozitívne","8.1.2016 10:38:54","","","OTIS Výťahy, s.r.o.","35683929","Slovenská republika",
"Z20157883","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8247","Pozitívne","22.1.2016 8:37:25","","","Jozef Rihák - Garáže Astra ","17341817","Slovenská republika",
"Z20157982","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8346","Pozitívne","4.1.2016 12:04:21","","","PcProfi s. r. o. ","44685173","Slovenská republika",
"Z20157983","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8347","Pozitívne","5.1.2016 9:04:02","","","KRIDLA s.r.o","36466778","Slovenská republika",
"Z20157985","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8349","Pozitívne","5.1.2016 9:05:02","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z20157989","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8353","Pozitívne","4.1.2016 12:48:24","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z20157991","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8355","Pozitívne","5.1.2016 9:00:47","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z20157992","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8356","Pozitívne","5.1.2016 9:07:25","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z20157993","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8357","Pozitívne","5.1.2016 9:06:22","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z20157998","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8362","Pozitívne","5.1.2016 9:07:49","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z20158001","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8365","Pozitívne","5.1.2016 9:08:14","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z20158003","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8367","Pozitívne","5.1.2016 9:08:37","","","LEON global s.r.o.","36284238","Slovenská republika",
"Z20158005","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8369","Pozitívne","5.1.2016 9:08:57","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z20158007","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8371","Pozitívne","5.1.2016 9:09:20","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z20158008","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8372","Pozitívne","5.1.2016 9:09:42","","","Ing. Iveta Janíková","34559671","Slovenská republika",
"Z20158013","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8377","Pozitívne","5.1.2016 9:10:30","","","KRIDLA s.r.o","36466778","Slovenská republika",
"Z20158014","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8378","Pozitívne","5.1.2016 9:10:05","","","Brillant Trade s.r.o.","46587896","Slovenská republika",
"Z20158017","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8381","Pozitívne","5.1.2016 9:10:53","","","KRIDLA s.r.o","36466778","Slovenská republika",
"Z20158032","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8396","Pozitívne","11.1.2016 7:12:28","","","IDSYS, s.r.o.","47182024","Slovenská republika",
"Z20158036","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8400","Pozitívne","5.1.2016 9:11:17","","","MIHI.sk, s.r.o.","36645095","Slovenská republika",
"Z20158039","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8403","Pozitívne","5.1.2016 9:11:46","","","KRIDLA s.r.o","36466778","Slovenská republika",
"Z20158043","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8407","Pozitívne","5.1.2016 9:12:19","","","MAT-obaly, s.r.o. ","36315303","Slovenská republika",
"Z20158045","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8409","Pozitívne","5.1.2016 9:12:51","","","Scandi s.r.o.","36642983","Slovenská republika",
"Z20158050","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8414","Pozitívne","5.1.2016 9:13:14","","","Brillant Trade s.r.o.","46587896","Slovenská republika",
"Z20158052","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8416","Pozitívne","5.1.2016 9:13:36","","","LEON global s.r.o.","36284238","Slovenská republika",
"Z20158057","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8421","Pozitívne","4.1.2016 10:26:47","","","UNOMED spol. s r. o.","00612791","Slovenská republika",
"Z20158074","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8438","Pozitívne","5.1.2016 8:02:13","","","ČECHOVO, s. r. o.","46186484","Slovenská republika",
"Z20158170","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8534","Pozitívne","25.1.2016 20:32:26","","","Ing. Peter Gerši GCTECH","36880574","Slovenská republika",
"Z20158314","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8678","Pozitívne","4.1.2016 9:48:58","","","EUROFINS BEL/NOVAMANN s.r.o.","31329209","Slovenská republika",
"Z20158319","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8683","Pozitívne","4.1.2016 12:05:27","","","Bc.Richard Guček - GuR","35495669","Slovenská republika",
"Z20158240","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8604","Pozitívne","5.1.2016 11:05:37","","","Ing. Peter Gerši GCTECH","36880574","Slovenská republika",
"Z20158426","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8790","Pozitívne","4.1.2016 13:24:12","","","KIZZE D&S s. r. o. ","46079777","Slovenská republika",
"Z20158565","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8929","Pozitívne","5.1.2016 5:09:21","","","KSR - Kameňolomy SR, s.r.o.","31559123","Slovenská republika",
"Z20158609","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8973","Pozitívne","4.1.2016 10:08:13","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20158666","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9030","Pozitívne","28.1.2016 15:05:48","","","PARAPETROL a.s.","36526606","Slovenská republika",
"Z20158707","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9071","Pozitívne","22.1.2016 11:38:11","","","SLOVHOLDING, a.s.","31389163","Slovenská republika",
"Z20158752","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9116","Pozitívne","11.1.2016 9:33:47","","","MIHI.sk, s.r.o.","36645095","Slovenská republika",
"Z20157514","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7878","Pozitívne","7.1.2016 9:32:06","","","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika",
"Z20158869","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9233","Pozitívne","11.1.2016 7:38:10","","","VILLA MARKET s.r.o.","31668461","Slovenská republika",
"Z20158992","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9356","Pozitívne","27.1.2016 10:57:13","","","MEDIS Nitra, spol. s r.o.","36531774","Slovenská republika",
"Z20159181","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9545","Pozitívne","4.1.2016 10:05:53","","","Ján Volf","11785250","Slovenská republika",
"Z20159229","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9593","Pozitívne","4.1.2016 10:06:45","","","Ján Volf","11785250","Slovenská republika",
"Z20159223","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9587","Pozitívne","11.1.2016 13:32:33","","","Jozef Igaz - TLAČIVÁ - PAPIER","11751398","Slovenská republika",
"Z20159231","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9595","Pozitívne","11.1.2016 13:30:27","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z20159272","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9636","Pozitívne","7.1.2016 7:49:11","","","Ani - pet, spol. s r.o.","36557714","Slovenská republika",
"Z20159439","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9803","Pozitívne","5.1.2016 8:16:31","","","ČECHOVO, s. r. o.","46186484","Slovenská republika",
"Z20159259","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9623","Pozitívne","26.1.2016 12:53:29","","","ESEA SK, s.r.o.","31614396","Slovenská republika",
"Z20159326","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9690","Negatívne","26.1.2016 9:36:10","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","Ján Rončák - BREL","30482593","Slovenská republika",
"Z20159040","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9404","Pozitívne","31.1.2016 18:05:34","","","DAAX spol. s r.o.","36804754","Slovenská republika",
"Z20159343","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9707","Negatívne","26.1.2016 9:35:50","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","Ján Rončák - BREL","30482593","Slovenská republika",
"Z20159354","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9718","Negatívne","26.1.2016 9:35:09","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","Ján Rončák - BREL","30482593","Slovenská republika",
"Z20159363","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9727","Negatívne","26.1.2016 9:35:30","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","Ján Rončák - BREL","30482593","Slovenská republika",
"Z20159472","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9836","Pozitívne","18.1.2016 11:56:35","","","Auto Gábriel, s.r.o. Košice","31699090","Slovenská republika",
"Z20159993","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10357","Pozitívne","12.1.2016 14:58:50","","","JMK TREND s.r.o.","31661025","Slovenská republika",
"Z20159999","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10363","Pozitívne","4.1.2016 12:06:20","","","DIDACTIC Martin, s.r.o.","36374881","Slovenská republika",
"Z201510006","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10370","Pozitívne","4.1.2016 12:07:02","","","Kvant  spol. s.r.o.","31398294","Slovenská republika",
"Z201510049","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10413","Pozitívne","14.1.2016 9:37:57","","","TT-CAR, s.r.o.","34147101","Slovenská republika",
"Z20159944","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10308","Pozitívne","5.1.2016 8:02:19","","","Linde Gas k.s.","31373861","Slovenská republika",
"Z201510056","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10420","Pozitívne","7.1.2016 7:52:41","","","OMES spol. s r.o.","47505214","Slovenská republika",
"Z201510190","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10554","Pozitívne","27.1.2016 10:59:02","","","MEDIS Nitra, spol. s r.o.","36531774","Slovenská republika",
"Z201510286","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10650","Pozitívne","11.1.2016 9:53:37","","","Anna Szilágyiová - ANIS","32004699","Slovenská republika",
"Z201510409","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10773","Pozitívne","13.1.2016 14:12:37","","","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika",
"Z201510413","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10777","Pozitívne","7.1.2016 9:55:01","","","cleanex - cleanex, s. r. o.","43891811","Slovenská republika",
"Z201510542","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10906","Pozitívne","7.1.2016 8:08:19","","","EXPA PRINT, s.r.o.","36577715","Slovenská republika",
"Z201510582","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10946","Negatívne","26.1.2016 8:51:06","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","Ján Rončák - BREL","30482593","Slovenská republika",
"Z201510585","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/10949","Negatívne","26.1.2016 9:13:32","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","Ján Rončák - BREL","30482593","Slovenská republika",
