"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20163446","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45810","Pozitívne","3/3/2025 1:17:41 PM","","","Šaliga s.r.o","48163279","Slovenská republika",
"Z201913808","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/234376","Uspokojivé","3/17/2025 8:06:38 AM","","","SZĽH Infra, s. r. o.","51054825","Slovenská republika",
"Z201936008","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/256576","Uspokojivé","3/3/2025 7:35:05 PM","","","KOSIT a.s.","36205214","Slovenská republika",
"Z202010457","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/269866","Uspokojivé","3/3/2025 7:13:05 AM","","","HYDRA Computer s.r.o.","44307691","Slovenská republika",
"Z20215780","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/299537","Uspokojivé","3/17/2025 7:59:52 AM","","","Alfa 04 a.s.","35889853","Slovenská republika",
"Z20217087","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/300844","Uspokojivé","3/5/2025 8:19:26 AM","","","QSCert, spol. s r.o.","36040631","Slovenská republika",
"Z20219402","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/303159","Uspokojivé","3/3/2025 9:26:47 AM","","","YMS, a.s.","36224278","Slovenská republika",
"Z202116704","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/310461","Uspokojivé","3/3/2025 9:56:23 AM","","","Aricoma Systems s.r.o.","36396222","Slovenská republika",
"Z202120059","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/313816","Uspokojivé","3/3/2025 9:25:56 AM","","","LABSERVICE, spol. s r.o.","36206741","Slovenská republika",
"Z202121736","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/315493","Uspokojivé","3/18/2025 9:34:09 AM","","","A.En. Slovensko s.r.o.","36399604","Slovenská republika",
"Z202121735","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/315492","Uspokojivé","3/18/2025 9:30:22 AM","","","MET Slovakia, a.s.","45860637","Slovenská republika",
"Z20221173","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/320271","Uspokojivé","3/7/2025 8:03:30 AM","","","Lohmann & Rauscher, s.r.o.","31347827","Slovenská republika",
"Z20226208","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325306","Uspokojivé","3/3/2025 6:14:43 PM","","","MEVA-SK s.r.o. Rožňava","31681051","Slovenská republika",
"Z20228783","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/327881","Uspokojivé","3/5/2025 8:25:41 AM","","","BEXPO s.r.o.","51463440","Slovenská republika",
"Z20228690","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/327788","Uspokojivé","3/3/2025 8:26:56 AM","","","eGroup Solutions, a. s.","44989709","Slovenská republika",
"Z202215582","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/334680","Uspokojivé","3/5/2025 2:12:03 PM","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z2023502","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/335457","Uspokojivé","3/3/2025 12:51:53 PM","","","Ústav radiačnej ochrany, s.r.o. ","36348279","Slovenská republika",
"Z2023481","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/335436","Uspokojivé","3/3/2025 6:05:06 AM","","","Wolters Kluwer SR s. r. o.","31348262","Slovenská republika",
"Z20231418","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/336373","Uspokojivé","3/3/2025 7:30:42 PM","","","Energie2, a.s.","46113177","Slovenská republika",
"Z20231614","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/336569","Uspokojivé","3/10/2025 11:57:19 AM","","","IXPERTA s. r. o., organizačná zložka","48257591","Slovenská republika",
"Z20232044","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/336999","Uspokojivé","3/4/2025 9:02:32 AM","","","FCC Slovensko, s.r.o.","31318762","Slovenská republika",
"Z20232805","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/337760","Uspokojivé","3/3/2025 6:42:26 AM","","","AGB ekoservis s.r.o.","36182508","Slovenská republika",
