"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20156991","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/7355","Pozitívne","12.7.2018 10:08:07","Služba bola poskytnutá v plnom rozsahu v zmysle  Zmluvy.","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20157770","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/8134","Pozitívne","2.7.2018 5:59:38","","","STAEG Facility, spol. s r.o.","24141623","Česká republika",
"Z20158670","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9034","Pozitívne","3.7.2018 7:30:53","","","Henrich Sonnenschein - ITSK","37212931","Slovenská republika",
"Z20158706","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9070","Pozitívne","3.7.2018 7:30:19","","","Peter Skubák - AD REM","11782889","Slovenská republika",
"Z201534627","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/34991","Pozitívne","2.7.2018 5:46:11","","","NADOSAH, spol. s r. o.","45329753","Slovenská republika",
"Z201538175","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/38539","Pozitívne","3.7.2018 8:37:51","","","NAJADA SLUŽBY, s. r. o. ","44527276","Slovenská republika",
"Z201539471","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/39835","Pozitívne","4.7.2018 12:17:55","","","AMG Security s.r.o.","46268995","Slovenská republika",
"Z201539790","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/40154","Pozitívne","2.7.2018 8:56:31","","","FLAGA spol. s r.o.","34116940","Slovenská republika",
"Z20163184","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45548","Pozitívne","16.7.2018 6:57:37","","","Miloš Danada - DOMSUBYT","34537139","Slovenská republika",
"Z20167501","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/49865","Pozitívne","3.7.2018 7:29:17","","","ENERGA Slovakia s. r. o. ","36362727","Slovenská republika",
"Z20168430","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/50794","Pozitívne","3.7.2018 7:12:16","","","Jaroslav Kačmár - HasPO","34896465","Slovenská republika",
"Z20169497","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/51861","Pozitívne","8.7.2018 18:36:30","","","ENERGA Slovakia s. r. o. ","36362727","Slovenská republika",
"Z201612255","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/54619","Pozitívne","4.7.2018 6:47:18","","","ENERGA Slovakia s. r. o. ","36362727","Slovenská republika",
"Z201612386","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/54750","Pozitívne","4.7.2018 12:03:24","","","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika",
"Z201613432","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/55796","Pozitívne","20.7.2018 6:50:26","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201613436","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/55800","Pozitívne","20.7.2018 7:10:35","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201613447","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/55811","Pozitívne","20.7.2018 7:16:05","","","INTRAVENA s.r.o.","31717802","Slovenská republika",
"Z201613756","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/56120","Pozitívne","20.7.2018 7:22:08","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201613758","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/56122","Pozitívne","20.7.2018 7:23:51","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201613761","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/56125","Pozitívne","20.7.2018 7:29:16","","","MEDICAL GROUP SK a. s.","31708030","Slovenská republika",
"Z201614429","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/56793","Pozitívne","2.7.2018 5:17:44","","","BENESTRA, s. r. o.","46303502","Slovenská republika",
