"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z20156104","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/6468","Pozitívne","1.10.2018 6:16:10","","","KORAKO plus, s. r. o.","43959954","Slovenská republika",
"Z20159035","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/9399","Pozitívne","1.10.2018 6:14:46","","","Bc.Richard Guček - GuR","35495669","Slovenská republika",
"Z201511073","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/11437","Pozitívne","1.10.2018 6:17:36","","","OFFICE STAR, s.r.o.","46323546","Slovenská republika",
"Z201511848","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/12212","Pozitívne","1.10.2018 6:18:37","","","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika",
"Z201513518","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/13882","Pozitívne","1.10.2018 6:18:17","","","Bc.Richard Guček - GuR","35495669","Slovenská republika",
"Z201515318","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/15682","Pozitívne","1.10.2018 7:11:55","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201518626","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/18990","Pozitívne","1.10.2018 6:17:16","","","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika",
"Z201519525","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/19889","Pozitívne","1.10.2018 6:17:58","","","ARJO-HUMANIC SK, s.r.o.","36679607","Slovenská republika",
"Z201520725","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/21089","Pozitívne","1.10.2018 6:16:41","","","CORA GASTRO s.r.o.","44857187","Slovenská republika",
"Z201520727","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/21091","Pozitívne","1.10.2018 6:16:58","","","U N I M A T spol. s r.o.","30228042","Slovenská republika",
"Z201521213","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/21577","Negatívne","1.10.2018 12:17:05","","Dodávateľ nedodal predmet zmluvy v kvalite požadovanej podľa zmluvy","Interiéry Riljak, s.r.o.","43885306","Slovenská republika",
"Z201521744","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/22108","Pozitívne","1.10.2018 7:16:03","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z201523109","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/23473","Pozitívne","1.10.2018 6:12:28","","","SLOVCARE s.r.o.","46520261","Slovenská republika",
"Z201523941","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/24305","Pozitívne","1.10.2018 6:15:49","","","KOHI-MARKET SK s.r.o.","44796064","Slovenská republika",
"Z201524234","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/24598","Pozitívne","3.10.2018 12:12:26","","","VAŠA Slovensko, s. r. o.","35683813","Slovenská republika",
"Z201528427","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/28791","Pozitívne","1.10.2018 7:13:05","","","Mgr. Lucia Otrísalová","40206416","Slovenská republika",
"Z201528471","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/28835","Pozitívne","1.10.2018 7:12:50","","","Mgr. Lucia Otrísalová","40206416","Slovenská republika",
"Z201530394","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/30758","Pozitívne","1.10.2018 6:14:24","","","SLOVCARE s.r.o.","46520261","Slovenská republika",
"Z201535985","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/36349","Pozitívne","1.10.2018 6:12:46","","","Viera Mikičová - MITEX - V","34786082","Slovenská republika",
"Z201536006","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/36370","Pozitívne","1.10.2018 6:12:07","","","OFFICE STAR, s.r.o.","46323546","Slovenská republika",
"Z20162538","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/44902","Pozitívne","1.10.2018 7:18:47","","","ENGO, s.r.o.","31376053","Slovenská republika",
"Z20163006","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/45370","Pozitívne","1.10.2018 13:06:12","","","Up Slovensko, s. r. o.","31396674","Slovenská republika",
"Z20165115","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/47479","Pozitívne","1.10.2018 7:22:00","","","LarUm, s.r.o.","50027123","Slovenská republika",
"Z201611896","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/54260","Pozitívne","1.10.2018 9:21:07","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201612156","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/54520","Pozitívne","1.10.2018 9:54:39","","","ENERGA Slovakia s. r. o. ","36362727","Slovenská republika",
"Z201612258","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/54622","Pozitívne","1.10.2018 3:20:29","","","MED - ART, spol. s r.o.","34113924","Slovenská republika",
"Z201614785","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/57149","Pozitívne","8.10.2018 12:07:59","","","Balsam, s.r.o.","36488925","Slovenská republika",
"Z201616500","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/58864","Pozitívne","16.10.2018 6:49:40","","","SPB Security s.r.o.","44626975","Slovenská republika",
"Z201616970","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/59334","Pozitívne","16.10.2018 6:48:49","","","JUTEX SLOVAKIA, s.r.o.","36250643","Slovenská republika",
"Z201617119","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/59483","Pozitívne","16.10.2018 6:47:24","","","Prvá slovensko - maďarská obchodná spoločnosť, s.r.o. (skrátene: PS - MOS, s.r.o.)","36542911","Slovenská republika",
"Z201618810","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/61174","Pozitívne","1.10.2018 3:19:46","","","Operatíva, medicínska spoločnosť s.r.o.","35757329","Slovenská republika",
"Z201619097","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/61461","Pozitívne","1.10.2018 6:00:50","","","SEHOS PLUS s. r. o. ","46979760","Slovenská republika",
"Z201619344","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/61708","Pozitívne","3.10.2018 4:58:40","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
