"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201936314","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/256882","Uspokojivé","4/9/2024 8:35:23 AM","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20221106","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/320204","Uspokojivé","4/10/2024 7:37:09 AM","","","Up Déjeuner, s. r. o.","53528654","Slovenská republika",
"Z20222143","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/321241","Uspokojivé","4/16/2024 9:03:12 AM","","","TOPLIGHT, s.r.o.","36588831","Slovenská republika",
"Z2023943","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/335898","Uspokojivé","4/25/2024 8:33:17 AM","","","INMEDIA, spol. s r.o.","36019208","Slovenská republika",
"Z2023946","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/335901","Uspokojivé","4/25/2024 8:27:12 AM","","","EMATRADE s.r.o.","46954767","Slovenská republika",
"Z2023949","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/335904","Uspokojivé","4/25/2024 8:15:10 AM","","","INMEDIA, spol. s r.o.","36019208","Slovenská republika",
"Z2023951","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/335906","Uspokojivé","4/25/2024 7:51:39 AM","","","INMEDIA, spol. s r.o.","36019208","Slovenská republika",
"Z2023953","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/335908","Uspokojivé","4/25/2024 7:34:17 AM","","","ERIK, s.r.o. ","36177083","Slovenská republika",
"Z2023954","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/335909","Uspokojivé","4/25/2024 7:19:46 AM","","","FIPEK s.r.o.","45897077","Slovenská republika",
"Z2023965","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/335920","Uspokojivé","4/24/2024 7:34:18 AM","","","FIPEK s.r.o.","45897077","Slovenská republika",
"Z20231121","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/336076","Uspokojivé","4/4/2024 10:17:58 AM","","","iServices s. r. o.","43872930","Slovenská republika",
"Z20231147","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/336102","Uspokojivé","4/25/2024 11:26:30 AM","","","LABO - SK, s.r.o.","36365556","Slovenská republika",
"Z20231304","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/336259","Uspokojivé","4/15/2024 12:28:41 PM","","","DMC, s.r.o.","36777455","Slovenská republika",
"Z20231396","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/336351","Uspokojivé","4/25/2024 11:28:35 AM","","","RIVI s.r.o.","36596451","Slovenská republika",
"Z20231516","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/336471","Uspokojivé","4/19/2024 7:24:15 AM","","","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika",
"Z20231679","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/336634","Uspokojivé","4/25/2024 11:28:17 AM","","","Cymedica SK, spol. s r.o.","36031780","Slovenská republika",
