"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-124854","Po karanténe","Analyzátor na online monitoring krvných parametrov pri mimotelovom obehu","analyzátor, online, krvné parametre, mimotelový obeh, pH, PCO2,PO2, K+, optická fluorescencia","33120000-7 Záznamové systémy a vyšetrovacie prístroje; 33123000-8 Kardiovaskulárne prístroje; 33162100-4 Prístroje operačnej sály; 33195000-3 Systém monitorovania pacientov","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/124854","0","0",
"OF-183529","Po karanténe","Stolové počítače, NB, monitory","počítačová technika","30213300-8 Stolový počítač; 33195100-4 Monitory; 30213000-5 Osobné počítače","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/183529","1","1950,000",
"OF-185275","Po karanténe","Dodávka dataprojektorov  s UK vzdialenosťou","dataprojektor s ultrakrátkou projekčnou vzdialenosťou","38652120-7 Videoprojektory; 30100000-0 Kancelárske stroje, vybavenie a spotrebný materiál s výnimkou počítačov, tlačiarní a nábytku; 39162200-7 Učebné pomôcky a zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/185275","1","0",
"OF-199165","Po karanténe","trihydrát meropenému 1g","J01DH02, trihydrát meropenému, meropeném","33651100-9 Látky ničiace baktérie na systémové použitie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/199165","1","0",
"OF-200750","Po karanténe","Systém na výrobu a aplikáciu autológneho fibrínového lepidla a fibrínu obohateného o krvné doštičky s možnosťou súčasnej aplikácie antibiotík, s príslušenstvom ","autológny, fibrín, lepidlo, antibiotiká, fibrín obohatený o krvné dostičky","33100000-1 Zdravotnícke vybavenie; 33160000-9 Operačná technika; 33162000-3 Prístroje a nástroje operačnej sály; 33162100-4 Prístroje operačnej sály; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/200750","0","0",
"OF-201282","Po karanténe","Stravné poukážky","zabezpečenie poskytovania stravovacích služieb formou stravných poukážok","30199770-8 Stravné poukážky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/201282","1","27404,200",
"OF-201576","Po karanténe","Čerstvé ovocie a zelenina","Ovocie, zelenina, zemiaky","03220000-9 Zelenina, ovocie a orechy; 03221000-6 Zelenina; 03222000-3 Ovocie a orechy; 03212100-1 Zemiaky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/201576","1","101900,000",
"OF-202269","Po karanténe","Anestéziologické moduly k monitorom vitálnych funkcií anesteziologických prístrojov","Anestéziologické moduly k monitorom vitálnych funkcií, anesteziologický modul BIS, anesteziologický modul NMT","33100000-1 Zdravotnícke vybavenie; 33172100-7 Prístroje na anestéziu; 33172000-6 Prístroje na anestéziu a resuscitáciu; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/202269","0","0",
"OF-203044","Po karanténe","Vykonanie pravidelných revízií inštalovaných prvkov fyzickej a objektovej bezpečnosti v  6 objektoch v Banskobystrickom kraji (2)","Odborná prehliadka, odborná skúška, revízie, technická kontrola, technické skúšanie","50610000-4 Služby na opravu a údržbu bezpečnostných zariadení; 71630000-3 Technická inšpekcia a skúšanie; 60000000-8 Dopravné služby (bez prepravy odpadu); 90513000-6 Služby na spracovanie a likvidáciu nie nebezpečného odpadu; 90512000-9 Služby na prepravu odpadu","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/203044","1","0",
"OF-203576","Po karanténe","Rozšírenie počtu licencií pre softwarové produkčné prostredie UNIFACE","služby informačných technológií, licencie, služby týkajúce sa podpory systému","48000000-8 Softvérové balíky a informačné systémy; 72000000-5 Služby informačných technológií: konzultácie, vývoj softvéru, internet a podpora; 72250000-2 Služby týkajúce sa podpory systému; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/203576","1","0",
"OF-203745","Po karanténe","Časopisy a noviny","Časopisy, noviny","22213000-6 Časopisy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/203745","1","0",
"OF-204131","Po karanténe","sodná soľ kreatinolfosfátu 1g","C01EB05, kreatinolfosfát, kardiaká","33622000-6 Liečivá pre srdcovocievny systém; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/204131","1","0",
"OF-204819","Po karanténe","Služby mobilného operátora","telekomunikačné služby, SIM karty, dátové služby, sieť, hlasové služby","64212000-5 Mobilné telefónne služby; 64212100-6 Služby krátkych textových správ (SMS); 64212300-8 Služby multimediálnych správ (MMS); 60000000-8 Dopravné služby (bez prepravy odpadu); 32522000-8 Telekomunikačné zariadenia","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/204819","0","0",
"OF-204906","Po karanténe","Anestéziologické prístroje nižšej a strednej triedy s monitorom vitálnych funkcií","anestéziologický prístroj, anestézia, podávanie inhalačných anestetík","33172100-7 Prístroje na anestéziu; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/204906","0","0",
"OF-205053","Po karanténe","Dodávka elektrickej energie","Elektrická energia, distribúcia elektriny","09310000-5 Elektrická energia; 65300000-6 Rozvod elektriny a súvisiace služby","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205053","1","86368,330",
"OF-205432","Po karanténe","Elektrická energia","Elektrická energia, Elektrina","09310000-5 Elektrická energia","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205432","0","0",
"OF-205509","Po karanténe","Vybavenie učební na ZŠ IV","Nábytok, zariadenie","39160000-1 Školský nábytok; 39180000-7 Laboratórny nábytok; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205509","0","0",
"OF-205510","Po karanténe","IKT vybavenie na ZŠ IV","IKT vybavenie","30200000-1 Počítačové zariadenia a spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu); 39162200-7 Učebné pomôcky a zariadenia","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205510","0","0",
"OF-205516","Po karanténe","Interný storage pre blade systémy","storage, blade","30210000-4 Stroje na spracovanie údajov (hardvér)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205516","0","0",
"OF-205518","Po karanténe","Rôzne potravinárske výrobky","cukor, cukrovinky, cestoviny, koreniny a ostatné potraviny","15800000-6 Rôzne potravinárske výrobky; 15830000-5 Cukor a jemu príbuzné výrobky; 15840000-8 Kakao; čokoláda a cukrovinky; 15850000-1 Cestoviny; 15860000-4 Káva, čaj a príbuzné produkty; 15870000-7 Koreniny a chuťové prísady; 15890000-3 Rôzne potravinové výrobky a sušený tovar","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205518","1","0",
"OF-205559","Po karanténe","Pekársky tovar, pečivo a cukrárske výrobky","pečivo, chlieb, rožok, závin, croissant, šatôčka, pagáč, piškóty, bábovka, čerstvé pečivo, zákusky, cukrárske výrobky","15810000-9 Pekársky tovar, čerstvé pečivo a cukrárske výrobky; 15820000-2 Sucháre a piškóty; trvanlivé pečivo a cukrovinky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205559","1","44517,020",
"OF-205626","Po karanténe","Spektrometer","spektrometer","38434560-9 Chemické analyzátory; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205626","0","0",
"OF-205636","Po karanténe","Elektrospotrebiče pre potreby prevádzok objednávateľa","fritéza, elektrický bojler, automatická práčka","31000000-6 Elektrické stroje, prístroje, zariadenia a spotrebný tovar; osvetlenie; 31600000-2 Elektrické zariadenia a prístroje; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205636","0","0",
"OF-205727","Po karanténe","Chemické zlúčeniny ELISA kity","Súprava ELISA pre ľudský adenozín (ADO) - Human Adenosine (ADO) ELISA Kit 96 jamkový, Human Endothelin 1 (ET-1) ELISA Kit 96 jamkový, Human Angiotensin II (ANG-II) ELISA Kit 96 jamkový, AP elisa kit: Human Apelin, AP ELISA Kit 96 jamkový, Human Neuropeptide Y (NPY) ELISA Kit 96 jamkový, NT-ProANP elisa kit :: Human N-terminal Pro atrial natriuretic peptide (NT-ProANP) ELISA Kit 96 jamkový, Human Copeptin ELISA Kit 96 jamkový","33141625-7 Diagnostické súpravy; 24000000-4 Chemické výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205727","1","0",
"OF-205797","Po karanténe","Propagačné a športové predmety ","reklamné predmety, propagácia OP, potlač, tlačové služby","39294100-0 Informačné a propagačné výrobky; 22462000-6 Propagačný materiál; 37400000-2 Športový tovar a výbava; 30192000-1 Kancelárske potreby; 79800000-2 Tlačiarenské a príbuzné služby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205797","0","0",
"OF-205801","Po karanténe","Prenájom multifunkčných zariadení","laserové multifunkčné kopírovacie zariadenie, prenájom, tlač, skenovanie, kopírovanie, kancelársky papier","79521000-2 Fotokopírovanie; 79800000-2 Tlačiarenské a príbuzné služby; 50313200-4 Údržba fotokopírovacích strojov; 30125000-1 Časti a príslušenstvo fotokopírovacích prístrojov; 30197642-8 Papier na fotokopírovanie a xerografický papier; 30121100-4 Fotokopírovacie stroje; 30125110-5 Toner do laserových tlačiarní/faxových prístrojov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205801","0","0",
"OF-205839","Po karanténe","Združená dodávka elektrickej energie, združená dodávka zemného plynu","Elektrina, plyn","09310000-5 Elektrická energia; 09123000-7 Zemný plyn","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205839","0","0",
"OF-205848","Po karanténe","Upratovacie služby","upratovacie služby, upratovanie a čistenie budov a priľahlých priestorov, dodanie spotrebného materiálu","90910000-9 Upratovacie služby; 90911200-8 Čistenie (upratovanie) budov; 90919200-4 Čistenie (upratovanie) kancelárií; 90911300-9 Umývanie okien; 39831300-9 Čistiace prostriedky na podlahu; 39831600-2 Čistiace prostriedky na toalety; 60000000-8 Dopravné služby (bez prepravy odpadu); 39831200-8 Saponáty","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205848","1","48915,830",
"OF-205853","Po karanténe","Odborné učebne ZŠ - didaktické pomôcky","didaktická pomôcka, sada modelov, sada senzorov, náradie","39162200-7 Učebné pomôcky a zariadenia; 39162100-6 Vybavenie na vyučovanie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205853","0","0",
"OF-205856","Po karanténe","Multifunkčná tlačiareň a príslušenstvo","Multifunkčná tlačiareň, príslušenstvo, jednopriechodový podávač s automatickým otáčaním obojstranných originálov, čítačka magnetických kariet, podstavec, obslužný softvér, sada tonerov","30200000-1 Počítačové zariadenia a spotrebný materiál; 30232110-8 Laserové tlačiarne; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205856","1","1815,000",
"OF-205861","Po karanténe","PC zostava s monitorom vrátane softvéru","PC zostavamonitorsoftvér","30213000-5 Osobné počítače; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205861","1","1291,670",
"OF-205947","Po karanténe","Náhradné diely na autobusy Sor NB12,NB18 - podvozok","Náhradné diely, autobus,Sor NB12,NB18,podvozok","34200000-9 Karosérie vozidiel, prívesy alebo návesy; 60000000-8 Dopravné služby (bez prepravy odpadu); 34900000-6 Rôzne dopravné zariadenia a náhradné diely","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205947","1","1685,000",
"OF-205959","Po karanténe","Notebook s príslušenstvom","notebook, prenosný počítač","30213100-6 Prenosné počítače; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/205959","1","8516,670",
